Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;11.5999994278;16.0;3;33.0;1;9.0;10.0;4;20.0;
2;2;11.5999994278;16.0;3;33.0299999714;1;9.0;10.0;5;20.0;
3;2;11.6059999466;16.0;3;33.0605909824;1;9.0;10.0;5;20.0;
4;2;11.6121177673;16.0;3;33.091766119;1;9.0;10.0;5;20.0;
5;2;12.7275295258;16.0;3;33.1235172749;1;10.0;10.0;5;20.0;
6;2;13.7370548248;16.0;3;33.1558350325;2;11.3000001907;10.0;4;21.0;
7;2;14.7467498779;16.0;3;33.8287082911;2;11.3000001907;10.0;4;21.3999996185;
8;2;15.1486129761;16.3199996948;3;33.6312727928;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;15.089381218;16.2059993744;3;34.5476907492;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;17.1771717072;16.631893158;3;35.2057527304;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;19.1771717072;16.9273109436;3;35.4609699249;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;21.1771717072;17.0200004578;4;35.5334255695;2;13.9245738983;11.4571752548;4;24.7449600697;
13;2;22.240026474;17.0200004578;4;35.6084936857;2;15.9245738983;11.8107032776;5;25.3503712416;
14;2;23.2625484467;17.0200004578;6;35.6861577034;2;16.9627056122;12.0916318893;5;25.8344515562;
15;2;24.2858467102;17.0200004578;7;35.7663887739;2;17.9761257172;12.3113050461;5;26.2195074558;
16;2;24.7299156189;17.0200004578;7;35.8491450548;2;18.9898986816;12.4808797836;5;26.3048160076;
17;3;24.754743576;17.0200004578;6;35.934371233;2;20.0040187836;12.5;5;26.3530313969;
18;3;24.7803115845;17.0200004578;6;36.0219978094;2;21.0184822083;12.5;5;26.4023760557;
19;3;24.8065986633;17.0200004578;6;36.1119408607;2;21.5;12.920712471;6;26.4528282881;
20;3;24.8335819244;17.0200004578;6;36.2041020393;2;21.5;12.9358482361;6;26.5043625832;
21;3;24.8612308502;17.0200004578;6;36.2983679771;2;21.5;12.9513092041;6;26.5569496155;
22;3;24.8895111084;17.0200004578;5;36.3946113586;2;21.9670848846;12.5;6;26.6105561256;
23;3;24.9183826447;17.0200004578;5;36.4926900864;2;21.9831676483;12.5;6;26.6651450396;
24;3;24.2119998932;18.0200004578;5;36.592448473;2;21.5;12.99954319;4;26.72067523;
25;3;22.9777336121;18.0200004578;6;36.693718195;3;21.5;13.0162029266;3;26.7771017551;
26;3;22.0081157684;19.0200004578;5;36.7963182926;3;22.0331306458;12.5;4;26.8343759775;
27;3;21.0388946533;20.0200004578;5;36.9000573158;3;21.5;13.4171876907;5;26.8924454451;
28;3;20.070016861;21.0200004578;5;37.0047338009;4;22.0677337646;12.5;4;26.9512542486;
29;3;19.1014194489;22.0200004578;5;37.1101379395;4;21.5;13.4756269455;4;27.0107431412;
30;3;19.1330413818;23.0200004578;4;38.2160534859;4;21.5;13.5053710938;4;27.0708494186;
31;3;19.1648159027;24.0200004578;4;38.4429789782;4;20.1212539673;13.5;4;27.1315076351;
32;3;18.5328941345;25.0200004578;4;38.6831903458;4;19.1394519806;14.5;5;27.1926498413;
33;3;17.6049575806;26.0200004578;2;38.9375686646;4;18.1577949524;15.5;5;27.2542052269;
34;3;17.0483913422;27.0200004578;2;39.2070028782;4;18.5;14.5;5;27.3161010742;
35;4;17.0801086426;28.0200004578;3;39.4923676252;4;17.1948299408;14.5;5;27.3782629967;
36;5;17.1116447449;29.0200004578;2;39.7944957018;4;16.2134780884;15.5;5;27.4406147003;
37;5;17.1429328918;30.0200004578;3;40.11414361;4;15.2321844101;16.5;5;27.5030794144;
38;5;17.1739082336;31.0200004578;5;40.4519519806;4;14.7509241104;17.5;6;27.5655794144;
39;5;17.2045116425;32.0200004578;5;40.8083994389;5;14.7696743011;18.5;4;42.628036499;
40;5;18.2346839905;32.0200004578;6;41.1837539673;5;15.7884111404;19.5;5;43.440372467;
41;5;19.2643699646;33.0200004578;6;41.5780198574;5;16.8071117401;20.5;5;44.1718845367;
42;5;20.2935199738;34.0200004578;6;42.9908850193;5;17.0;19.5;6;44.821662426;
43;5;22.3220844269;36.0200004578;8;43.4730345011;5;18.0;18.9071865082;6;45.3921539783;
44;5;24.3500213623;38.0200004578;8;43.9741258621;5;16.8627662659;18.5;7;45.8882977962;
45;5;25.3772907257;38.0200004578;9;44.4926729202;5;17.8810920715;19.5;8;46.3166518211;
46;5;25.0;39.0200004578;12;45.0267387629;5;18.899269104;21.5;9;46.6846041679;
47;5;27.0;38.0200004578;14;45.5739418268;5;19.9172763824;23.5;8;46.9997401237;
48;5;28.8381919861;37.0200004578;14;46.1314854622;5;20.935092926;25.5;9;47.1756706238;
49;5;28.0;38.6900672913;15;46.6962161064;5;21.9527015686;27.5;10;47.2336053848;
50;5;28.6333217621;39.0200004578;16;47.2647000551;5;22.9700813293;27.5;10;47.2907235622;
51;5;28.2119998932;40.2976074219;16;47.8333257437;5;23.9872169495;27.5;11;47.346971035;
52;5;29.6738414764;37.5621795654;16;48.3984160423;5;24.5040912628;27.5;11;47.4022974968;
53;5;28.6950702667;38.5621795654;17;48.956351757;5;24.5206890106;27.5;11;47.4566559792;
54;5;28.7169342041;39.5621795654;17;49.5036904812;5;24.5369968414;27.5;8;47.5100040436;
55;5;29.7394180298;37.5621795654;17;50.0372779369;5;24.5530014038;27.5;9;47.5623030663;
56;5;29.8386650085;37.9375114441;17;50.5543413162;5;24.5686912537;27.5;9;47.6135182381;
