Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
4;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
5;1;12.3999996185;16.0;4;32.0;1;10.0;10.0;4;20.0;
6;2;13.6999998093;16.0;3;33.0;1;11.0;10.0;4;20.0;
7;2;14.6999998093;16.0;3;33.8299994469;2;11.3000001907;10.0;3;21.3999996185;
8;2;15.1490001678;16.3199996948;3;34.4138391018;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;15.3241510391;16.5;3;36.3690341711;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;17.3077087402;17.3250007629;4;37.895635128;2;11.597111702;10.4951858521;3;23.0619120598;
11;3;19.3077087402;17.9053878784;3;39.0496156216;2;11.9185733795;11.0209560394;3;23.9545464516;
12;3;21.3077087402;18.2973766327;4;39.8814470768;2;13.9185733795;11.4571752548;3;24.6819883585;
13;3;22.6564331055;18.5;4;40.3698682785;2;15.9185733795;11.8107032776;4;25.2644146681;
14;3;23.8029594421;18.5;5;40.9246203899;2;16.9369182587;12.0916318893;4;25.7245066166;
15;3;24.9693870544;18.5;5;41.5489244461;2;17.9431419373;12.3113050461;4;26.0845712423;
16;3;26.1566772461;18.5;5;42.2441401482;2;18.9494171143;12.4808797836;4;26.1438889503;
17;3;26.673242569;18.5;6;43.0091481209;2;19.955739975;12.5;4;26.1651208401;
18;3;26.9027442932;18.5;7;43.8397836685;2;20.9621105194;12.5;4;26.1864993572;
19;3;27.1519355774;18.5;7;44.7284231186;2;21.8559494019;12.5;5;26.2080165148;
20;3;27.4185276031;18.5;7;45.6638383865;2;21.5;12.8624048233;5;26.2296639681;
21;3;27.6991519928;18.5;6;46.6314296722;2;21.5;12.8688993454;5;26.2514331341;
22;3;27.9894294739;18.5;7;47.6138906479;2;21.5;12.8754301071;5;26.2733153105;
23;3;28.2841682434;18.5;7;48.5922908783;2;21.5;12.8819942474;5;26.2953014374;
24;3;28.5776863098;18.5;7;49.5474624634;2;21.5;12.8885908127;5;26.3173824549;
25;3;26.5776863098;19.5;7;50.4614868164;2;21.8952140808;12.5;5;26.3395489454;
26;3;25.5776863098;20.5;7;51.3190526962;2;21.9018650055;12.5;6;26.3617914915;
27;3;25.1000003815;21.5;7;52.1084547043;2;21.5;13.1808958054;7;26.3841004372;
28;3;25.1000003815;22.5;7;52.8221092224;3;21.5;13.1920499802;6;26.4064661264;
29;3;25.1000003815;23.5;8;53.4565582275;3;21.9219398499;12.5;6;26.428878665;
30;3;25.1000003815;24.5;9;54.0120391846;3;19.9286632538;13.5;6;26.4513280392;
31;3;24.1000003815;23.5;9;54.491771698;3;18.9353981018;14.5;6;26.4738043547;
32;3;24.1000003815;23.5;11;54.9011192322;3;17.9421405792;15.5;8;26.4962974787;
33;3;25.1000003815;24.5;11;55.2467689514;3;16.9488887787;16.5;8;26.5187973976;
34;3;25.1000003815;25.5;12;55.5360221863;3;15.9556388855;17.5;8;26.5412938595;
35;3;25.1000003815;27.5;12;55.7762451172;3;14.9623880386;18.5;9;26.5637768507;
36;3;25.1000003815;29.5;12;55.8320007324;3;14.4691333771;19.5;9;26.5862361193;
37;3;25.1000003815;31.5;13;55.8320007324;3;14.4758710861;20.5;9;26.6086617708;
38;3;25.1000003815;33.5;14;55.8320007324;3;14.4825983047;21.5;9;26.6310436726;
39;3;25.1000003815;35.5;14;55.8320007324;3;14.4893131256;22.5;9;26.6533719301;
40;4;25.1000003815;36.5;14;55.8320007324;3;14.496011734;23.5;10;26.6756366491;
41;4;25.1000003815;37.5;15;55.8320007324;3;14.5026912689;24.5;11;26.6978281736;
42;4;26.1000003815;35.5;15;55.8320007324;3;15.5093479156;22.5;11;26.7199368477;
