Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;9.0;10.0;5;20.0;2;11.0880002975;14.720000267;5;30.235200882;
3;1;9.0;10.0;5;20.0;2;11.0470399857;14.617600441;5;30.0851204395;
4;1;9.0;10.0;5;20.0;2;11.0170240402;14.5254402161;5;29.788333416;
5;1;10.0;10.0;5;20.0;2;12.1303300858;14.3605766296;5;29.525216341;
6;1;11.0;10.0;5;20.0;2;13.1404209137;14.2121992111;5;29.2924637794;
7;1;11.0;10.0;5;20.3999996185;2;13.7877388;14.0786590576;5;29.1657212973;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;13.7497167587;13.9987134933;5;29.0540156364;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;13.7162046432;13.9267616272;5;29.9362792969;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;13.9808835983;14.3339910507;5;30.6118378639;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;16.7365455627;14.6363830566;5;31.1261200905;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;18.7365455627;14.8566360474;5;31.2672458887;
13;1;13.6125736237;11.8107032776;6;24.1832637787;2;19.8029499054;14.8887996674;5;31.3470749855;
14;1;14.6125736237;12.0916318893;6;24.6226100922;2;20.8268985748;14.8887996674;6;31.4299291372;
15;1;15.6125736237;12.3113050461;6;24.9617595673;2;21.8517551422;14.8887996674;6;31.5157883167;
16;1;16.6125736237;12.4808797836;5;25.0;2;22.8775138855;14.8887996674;6;31.6046165228;
17;1;17.6125736237;12.5;5;25.0;2;23.4813861847;14.8887996674;6;31.6963613033;
18;1;18.6125736237;12.5;5;25.0;2;22.9332809448;15.464427948;7;31.7909526825;
19;1;19.5;12.5;5;25.0;2;23.5372867584;14.8887996674;7;31.888302803;
20;1;19.5;12.5;5;25.0;2;23.5664920807;14.8887996674;7;31.9883053303;
21;1;19.5;12.5;7;25.0;2;23.5964927673;14.8887996674;7;32.0908350945;
22;1;19.5;12.5;7;25.0;2;22.9332809448;15.5827703476;9;32.1957480907;
23;1;19.5;12.5;7;25.0;2;22.9332809448;15.6142444611;9;32.3028824329;
24;2;19.5;12.5;7;25.0;2;23.6908664703;14.8887996674;9;32.4120578766;
25;2;19.5;12.5;7;25.0;2;22.9332809448;15.8887996674;9;32.5230770111;
26;2;19.5;12.5;7;25.0;2;22.9332809448;16.2615394592;11;32.6357266903;
27;2;19.5;12.5;7;25.0;2;22.9332809448;16.3178634644;11;32.7497787476;
28;2;17.5;13.5;7;25.0;2;22.9332809448;16.3748893738;11;32.8649921417;
29;2;16.5;14.5;7;25.0;2;22.9332809448;16.4324951172;11;32.9811146259;
30;2;15.5;15.5;7;25.0;2;21.8943347931;15.8887996674;11;33.097884655;
31;2;14.5;16.5;7;25.0;2;20.9293670654;16.8887996674;13;33.215034008;
32;2;13.5;17.5;7;25.0;2;19.9645118713;17.8887996674;13;33.3322896957;
33;2;12.5;18.5;7;25.0;3;18.8930473328;18.8887996674;10;62.1993770599;
