Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;9.0;10.0;6;20.0;1;11.3999996185;16.0;6;32.0;
4;1;9.0;10.0;6;20.0;1;11.3999996185;16.0;6;31.5391998291;
5;1;10.0;10.0;6;20.0;1;12.3999996185;15.7695999146;6;31.1244792938;
6;1;11.0;10.0;6;20.0;1;13.3999996185;15.5622396469;6;30.7512321472;
7;1;11.0;10.0;6;20.3999996185;1;14.2253694534;15.3756160736;6;30.5009078979;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;14.4502725601;15.250453949;5;31.2756175995;
9;1;11.2179203033;10.3632001877;6;20.9903717041;2;14.3826856613;15.1378087997;4;32.1781927347;
10;2;11.597111702;10.4951858521;5;23.0419120789;2;16.5033893585;15.5005683899;4;32.8918931484;
11;2;11.9125738144;11.0209560394;5;23.9543504715;2;18.5033893585;15.7595615387;4;33.2703405619;
12;2;12.1863059998;11.4571752548;5;24.7025904655;2;20.5033893585;15.8360004425;4;33.5178474188;
13;2;14.1863059998;11.8107032776;5;25.3068172932;2;21.7040252686;15.8360004425;5;33.7884674072;
14;2;16.1863059998;12.0916318893;5;25.789717555;2;22.7852115631;15.8360004425;5;34.0930354595;
15;2;16.7369155884;12.3113050461;5;26.1736010313;2;23.8765830994;15.8360004425;5;34.4340584278;
16;2;16.8520793915;12.4808797836;5;26.2577478886;2;23.5016002655;15.8360004425;5;34.8136980534;
17;2;18.7641086578;12.5;5;26.3048160076;2;23.5016002655;15.8360004425;6;35.2335913181;
18;2;19.7782287598;12.5;5;26.3530313969;3;23.5016002655;15.8360004425;4;35.6946492195;
19;2;20.7926940918;12.5;5;26.4023760557;3;23.5016002655;15.8360004425;4;36.1968455315;
20;2;21.8074970245;12.5;5;26.4528282881;3;23.5016002655;15.8360004425;4;36.7390136719;
21;2;21.9358482361;12.5;7;26.5043625832;3;23.5016002655;15.8360004425;4;37.318672657;
22;2;21.9513092041;12.5;7;26.5569496155;3;23.5016002655;15.8360004425;5;37.9319124222;
23;2;21.9670848846;12.5;7;26.6105561256;3;23.5016002655;15.8360004425;5;38.5733628273;
24;2;21.9831676483;12.5;7;26.6651450396;3;23.5016002655;15.8360004425;5;39.2362732887;
25;2;21.9995441437;12.5;7;26.72067523;3;23.5016002655;15.8360004425;5;39.9127159119;
26;2;22.0162029266;12.5;9;26.7771017551;3;23.5016002655;15.8360004425;4;40.5939064026;
27;2;22.0331306458;12.5;9;26.8343759775;3;23.5016002655;15.8360004425;3;41.2706298828;
28;3;21.5;13.2337503433;8;26.8924454451;3;23.5016002655;15.8360004425;3;42.9337263107;
29;3;21.5;12.5;8;26.9512542486;3;24.5016002655;15.8360004425;4;43.6168773174;
30;3;20.0853767395;13.5;8;27.0107431412;3;23.5016002655;16.8360004425;4;44.2715280056;
31;3;19.1032218933;14.5;8;27.0708494186;3;22.5016002655;17.8360004425;4;44.891425848;
32;3;18.1212539673;15.5;8;27.1315076351;3;21.5016002655;18.8360004425;4;45.4718874693;
33;3;17.1394519806;16.5;8;27.1926498413;3;20.5016002655;19.8360004425;4;46.0098834038;
34;3;16.1577949524;17.5;8;27.2542052269;3;19.5016002655;20.8360004425;4;46.5039798021;
35;3;15.1762619019;18.5;8;27.3161010742;3;18.5016002655;21.8360004425;4;46.9541807175;
36;4;14.6948299408;19.5;5;43.3782629967;3;17.5016002655;22.8360004425;4;47.3616932631;
37;4;16.7134780884;20.5;5;44.3606146574;3;16.5016002655;23.8360004425;4;47.7286556959;
38;4;18.0;22.4762458801;5;45.2893648148;3;16.0;24.8360004425;5;47.9885815382;
39;4;19.7509231567;20.5;6;46.1671397686;3;16.0;25.8360004425;5;48.2218295336;
40;4;20.0;21.5;6;47.0001283884;3;17.0;25.8360004425;6;48.3075935841;
41;4;21.0;21.5512142181;6;47.7971282005;3;18.0;26.8360004425;6;48.3634572029;
42;4;22.0;21.5761489868;7;48.5685479641;3;19.0;27.8360004425;6;48.420363903;
43;5;23.0;21.6010036469;6;49.3254415989;4;21.0;29.8360004425;7;49.4782691002;
44;5;24.0;20.5;7;50.0786499977;4;23.0;32.8359985352;7;49.6397066116;
45;5;26.0;22.5;7;50.7443504333;4;24.0;33.8359985352;8;49.8114326;
46;6;27.5;25.5;6;51.345307827;4;25.0;34.8359985352;10;49.994009614;
47;6;28.5;28.5;7;51.9988975525;4;26.0;35.8359985352;11;50.1879861355;
48;6;29.5;30.5;7;52.7035589218;4;27.0;35.8359985352;11;50.3938846588;
49;6;30.5;32.5;7;53.4557380676;4;27.5016002655;35.8359985352;12;50.6121866703;
50;6;31.2000007629;32.5;6;55.24969244;4;27.5016002655;35.8359985352;12;50.8433161974;
51;6;32.2000007629;33.5;6;56.1174514294;4;27.5016002655;35.8359985352;12;51.0876214504;
52;6;32.2000007629;35.5;6;58.0101623535;4;27.5016002655;35.8359985352;12;51.3008480072;
53;6;35.524356842;36.5;6;58.9461116791;4;27.5016002655;35.8359985352;13;51.530425787;
54;6;38.35414505;38.5;10;59.8830925226;4;27.5016002655;35.8359985352;14;51.7394587994;
55;7;38.9279289246;40.5;9;60.8079801798;4;27.5016002655;35.8359985352;14;51.9661166668;
56;7;38.8258399963;41.5;9;61.7081613541;4;27.5016002655;35.8359985352;15;52.2094409466;
57;7;37.4437561035;43.5;10;62.5723325014;4;27.5016002655;35.8359985352;16;52.4683675766;
58;7;36.3408927917;44.9623336792;10;63.391151309;4;27.5016002655;35.8359985352;16;52.7417106628;
59;7;35.9182624817;45.5;11;64.1576653719;4;27.5016002655;35.8359985352;17;53.0281550884;
60;8;32.9430885315;47.5;10;64.8674827814;4;27.5016002655;35.8359985352;17;53.3262486458;
61;8;32.8325614929;48.0811309814;10;66.5186913013;4;27.5016002655;35.8359985352;17;53.6344099045;
62;8;34.8428993225;50.1017456055;15;67.1515779495;4;27.5016002655;35.8359985352;17;53.9509334564;
63;8;36.9777526855;51.5;15;68.320204258;4;27.5016002655;35.8359985352;16;54.248508215;
64;8;37.456073761;53.5;15;70.9417103529;4;27.5016002655;35.8359985352;16;56.0872261524;
65;8;37.1312332153;57.2431373596;16;73.1719546318;4;27.8406181335;36.4010314941;16;57.5645813942;
66;8;38.04296875;59.1049423218;18;76.055855155;4;28.0805263519;36.8008766174;19;58.7627499104;
67;9;38.3685112;59.292388916;17;77.7789170742;4;28.2456703186;37.0761184692;21;59.4461648464;
68;10;38.9601516724;60.5359764099;13;96.1860260963;4;28.2719993591;37.1200027466;21;59.8749001026;
69;10;42.5424461365;63.0;14;98.451702714;4;28.2719993591;37.1200027466;21;60.2980420589;
70;10;42.1714859009;64.8713302612;14;100.536023974;4;28.2719993591;37.1200027466;23;60.7135016918;
71;10;39.3028831482;70.2544708252;15;102.435922265;5;28.2719993591;37.1200027466;22;61.1193523407;
72;10;36.3028831482;75.3458099365;15;104.011829853;5;26.2719993591;38.1200027466;22;61.5138678551;
73;10;37.8560066223;73.8504257202;16;105.408023953;5;25.2719993591;39.1200027466;23;61.8955492973;
74;11;37.6575965881;76.0425949097;15;106.70456624;5;24.2719993591;40.1200027466;23;62.2631444931;
75;11;36.8158721924;79.2417221069;16;108.921222687;5;24.2719993591;42.1200027466;23;62.6156578064;
76;11;36.4000015259;80.4562606812;16;110.137886763;5;24.2719993591;44.1200027466;24;62.9523487091;
77;11;36.0;84.689704895;16;111.220993757;5;24.2719993591;46.1200027466;24;63.2486729622;
78;12;36.0;88.9421920776;15;112.156710744;5;24.2719993591;48.1200027466;25;63.5304746628;
79;10;33.0;81.2133789062;16;109.355609655;7;23.4277381897;50.1200027466;22;67.3935028315;
80;10;32.6792678833;83.5967178345;16;110.180516481;7;24.4277381897;52.1200027466;22;67.8253610134;
81;10;33.0;84.807800293;17;112.030947685;7;26.4277381897;55.1200027466;23;68.2479718924;
82;10;34.0;86.1274719238;17;112.961198092;7;26.2719993591;55.1200027466;23;68.6614481211;
83;10;34.7352218628;89.4784164429;17;113.907425404;7;27.2719993591;57.1200027466;24;69.0659911633;
84;10;37.0907440186;94.9929733276;17;115.862007976;7;28.2719993591;58.6853485107;24;69.4618612528;
85;10;39.1862030029;97.8424072266;19;116.896490455;7;29.2719993591;58.6653175354;26;69.8371045589;
86;10;42.6816520691;98.1871337891;19;117.868514299;7;30.2719993591;58.6448287964;26;70.0813299417;
87;10;41.7868499756;102.193473816;19;118.83289206;7;31.2719993591;59.6239051819;28;70.3305062056;
88;10;43.8832855225;100.564826965;21;119.782174468;7;32.2719993591;60.6025810242;28;70.5839231014;
89;10;42.9186820984;102.628875732;24;120.709850907;7;32.2719993591;61.5808906555;28;70.8408956528;
90;10;42.0709838867;107.423240662;25;121.610610843;7;31.2719993591;60.5588684082;29;71.1007626057;
91;10;44.1610641479;105.545166016;24;122.480493069;7;31.2719993591;60.5365562439;33;71.3600661755;
92;9;38.1480522156;96.1717910767;28;102.316922426;8;32.2719993591;61.5139923096;25;92.5674631596;
93;9;39.186214447;98.3031158447;28;103.118640065;8;32.2719993591;61.4912223816;25;92.7785301208;
94;9;39.3118629456;100.421981812;28;103.885553598;8;31.2719993591;64.4682922363;26;92.9926075935;
95;9;38.3885536194;104.203193665;29;104.618531704;8;31.2719993591;67.3452377319;26;93.2090499401;
96;9;39.4285888672;104.387794495;34;105.319174528;8;32.2719993591;66.3221130371;26;93.4272215366;
97;9;39.531917572;104.575592041;34;105.989583731;8;31.2719993591;68.2989654541;26;93.6465005875;
98;9;38.5989608765;107.766448975;35;106.632149458;8;31.2719993591;70.2758331299;27;93.8662819862;
99;10;38.6632194519;110.960128784;34;107.24937129;8;32.2719993591;69.2527770996;27;94.0859768391;
100;10;40.724937439;103.433837891;34;107.819499493;8;31.2719993591;71.2298355103;28;94.3050169945;
101;10;39.7737693787;110.891365051;34;108.246657372;8;30.5719985962;73.2070541382;28;94.5228543282;
102;10;40.5278816223;116.80368042;36;108.676140547;8;31.2999992371;72.1844863892;28;94.7389647961;
103;11;39.8676147461;119.294677734;36;109.107156277;8;30.2999992371;74.1621627808;28;94.952849865;
104;11;39.9035377502;122.504249573;36;109.538848639;8;30.2999992371;76.1401443481;29;95.1640377045;
105;11;39.949005127;125.724365234;36;110.970306396;8;30.2999992371;78.1184463501;29;95.3720867634;
106;11;41.9970245361;126.947380066;38;111.440524817;8;30.2999992371;80.0971298218;30;95.5765852928;
107;11;45.0292053223;127.153205872;39;111.872569799;8;31.2999992371;79.076210022;30;95.777153492;
108;11;48.1451568604;127.379905701;39;112.307446122;8;30.2999992371;81.0557327271;31;95.9734463692;
109;11;48.0307502747;128.207321167;40;113.744095087;8;30.2999992371;83.0357284546;32;96.1651515961;
110;12;50.0701370239;130.434646606;41;115.98294735;8;31.2999992371;82.0162277222;31;96.3519921303;
