Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;2;10.0;10.0;5;21.0;1;11.3999996185;16.0;6;32.0;
4;2;11.0;10.0;5;21.0900000334;1;11.3999996185;16.0;6;32.0;
5;2;13.0;10.0;5;21.1871190071;2;13.3999996185;16.0;5;32.7439994812;
6;2;14.3561353683;10.0;5;21.2917383909;2;15.3999996185;15.8719997406;5;32.5411994457;
7;2;14.3875217438;10.0;5;21.817143321;2;17.3999996185;15.7567996979;5;32.4539173841;
8;2;14.5451431274;10.1999998093;5;22.2793469429;2;17.7361755371;15.6991195679;5;32.3786417246;
9;2;14.683804512;10.3632001877;5;23.5656701326;2;17.7135925293;15.6472072601;5;32.811000824;
10;2;15.0697002411;10.9097137451;4;24.691826582;2;19.7611713409;15.8360004425;5;32.8679167032;
11;2;17.0697002411;11.3658018112;4;25.6707911491;2;21.7611713409;15.8360004425;5;32.9269959927;
12;2;19.0697002411;11.7372808456;4;26.5228655338;2;23.7611713409;15.8360004425;4;32.9882524014;
13;2;19.9568595886;12.0336990356;4;27.2714657784;2;24.8143463135;15.8360004425;5;33.0516923666;
14;2;20.1814403534;12.2662630081;4;27.9399077892;2;25.8333797455;15.8360004425;5;33.1173146963;
15;2;20.3819732666;12.446267128;3;28.3811409473;2;26.8530654907;15.8360004425;5;33.1851098537;
16;2;20.5143432617;12.5;2;28.7401795387;2;26.955532074;15.8360004425;5;33.2550592422;
17;2;22.5898132324;12.5;2;29.1239151955;2;26.5016002655;16.310918808;6;33.3271349669;
18;2;23.7049350739;12.5;2;29.5311965942;3;26.5016002655;16.3325405121;5;33.4012993574;
19;2;24.8271179199;12.5;3;29.960246563;3;26.5016002655;15.8360004425;5;33.4775043726;
20;2;25.9558334351;12.5;4;30.4086403847;3;26.5016002655;16.3776512146;6;33.5556915998;
21;2;26.122592926;12.5;5;30.873316288;3;27.0667076111;15.8360004425;6;33.635792017;
22;2;26.2619953156;12.5;5;31.3506221771;3;26.5016002655;16.8178958893;6;33.7177255154;
23;3;26.4051856995;12.5;4;31.8364052773;3;26.5016002655;16.8588619232;6;33.8014013767;
24;3;24.5;13.5;4;32.3261375427;3;27.1404209137;15.8360004425;6;33.8867180347;
25;3;24.5;14.5;4;32.815073967;3;27.166015625;15.8360004425;6;34.9735634327;
26;3;23.5;13.5;4;33.2984304428;3;26.1920700073;16.8360004425;6;35.1302955151;
27;3;23.5;13.5;4;33.7715711594;3;26.2185440063;17.8360004425;6;35.29226017;
28;3;22.5;13.5;4;34.2301864624;3;26.2454032898;18.8360004425;6;35.4594435692;
29;3;22.5;13.5;4;34.6704492569;3;26.2726020813;19.8360004425;6;35.6318128109;
30;3;20.5;15.5;4;35.0891361237;3;25.5016002655;22.4850826263;8;35.8093153238;
31;3;19.5;17.5;4;35.4837083817;3;24.5016002655;23.9046573639;8;35.991877079;
32;3;19.5;16.5;4;35.8523464203;3;23.5016002655;24.9959373474;9;36.1794006824;
33;3;19.5;16.5;5;36.1939411163;3;22.5016002655;26.0897006989;9;36.3717650175;
34;3;20.0;17.5;5;36.5080499649;3;22.0;27.1858825684;9;36.5688225031;
35;3;20.4524154663;18.5;5;36.7948246002;3;23.5303516388;27.1858825684;9;36.7703989744;
36;3;20.5384483337;19.5;5;37.0549211502;3;24.0;28.1858825684;9;36.9762917757;
37;3;20.616476059;20.5;5;37.289399147;3;23.5912857056;31.1858825684;10;37.1862690449;
38;3;20.6868209839;21.5;5;37.4996213913;3;23.0;31.1858825684;11;37.4000689983;
39;3;19.6868209839;20.5;5;38.687163353;3;23.6673946381;31.8360004425;11;37.6173992157;
40;3;20.6868209839;21.5;5;38.9437254667;3;23.7049255371;31.8360004425;11;37.8379366398;
41;3;22.0;22.5;5;39.1871190071;3;23.7436828613;31.8360004425;12;38.0613274574;
42;3;23.0;24.5;5;39.2917383909;3;23.0;32.8359985352;12;38.2871882915;
43;3;24.0;26.5;6;39.4042263031;3;24.8246421814;32.7691917419;12;38.5151073933;
44;3;25.4212684631;28.5;7;39.5249304771;3;23.8666915894;31.8360004425;13;38.7446465492;
45;3;26.4574794769;29.5;8;39.6541694403;4;23.8187046051;31.8360004425;10;54.9753425121;
46;3;26.5;31.1616668701;8;39.7922235727;4;25.8581314087;33.7335357666;10;55.8467104435;
47;3;26.5;32.2168884277;8;39.9393253326;4;27.8982048035;34.7716941833;10;56.6373548508;
48;3;26.5;33.2757301331;7;40.0956480503;4;28.0;36.8090133667;12;57.3502788544;
49;3;28.1286945343;30.5;8;40.261295557;4;29.0;38.5148239136;13;57.9906508923;
50;3;26.5;32.4045181274;8;40.4362905025;4;30.0;39.6207733154;13;58.5649530888;
51;3;26.5;33.4745178223;8;40.6205644608;4;31.0;40.7260780334;14;59.0802469254;
52;3;27.5;31.5482254028;9;40.8139474392;4;33.0;39.7969093323;15;59.5436172485;
53;3;26.5;32.625579834;9;41.016159296;5;33.8108863831;40.7880706787;13;59.8018326759;
54;3;26.5;33.7064628601;9;41.2268030643;5;34.8294181824;39.8359985352;13;60.0199728012;
55;3;28.4680404663;30.5;9;41.445360899;5;32.5514411926;42.8359985352;14;60.2341928482;
56;3;27.5336074829;31.5;9;41.6711919308;5;33.5514411926;43.8359985352;14;60.4440517426;
57;3;26.5;33.5;10;41.9035346508;5;33.5514411926;43.8359985352;13;60.7756295204;
58;3;28.5;30.5;10;42.141512394;5;32.5514411926;46.8359985352;13;62.7828092575;
59;3;26.5;32.5;10;42.3841423988;5;33.8565559387;47.8414955139;13;64.393509388;
60;3;27.5;32.5;10;42.6303496361;5;33.0724716187;50.3869552612;14;66.6956119537;
61;3;27.5;31.5;10;42.8789830208;5;34.2211036682;53.8083114624;14;67.5268597603;
62;3;26.5;33.4515914917;13;43.1288366318;5;35.2448005676;56.6774520874;15;68.2535238266;
63;3;26.5;34.5515365601;13;43.3786706924;5;35.2448005676;58.89894104;16;69.0163959265;
64;3;27.5;32.6514663696;13;45.071023941;5;36.2448005676;59.0410461426;16;69.8204362392;
65;3;27.7999992371;32.1514663696;16;46.5026755333;5;36.949092865;60.4233474731;16;70.6712574959;
66;3;27.5949573517;31.0;17;47.7079415321;6;36.9179458618;59.5584793091;16;71.5748763084;
67;3;25.7999992371;32.6872596741;17;48.7232398987;6;35.2448005676;61.6890411377;17;72.5373132229;
68;3;25.7999992371;30.6872596741;17;49.4346637726;6;35.2448005676;64.8144302368;17;73.5640072823;
69;3;24.7999992371;31.6872596741;17;49.9275054932;6;36.2448005676;64.0090408325;17;74.6590466499;
70;3;25.7999992371;31.6872596741;17;50.3838734627;7;34.2448005676;64.3990859985;17;75.8242440224;
71;3;21.7999992371;34.6872596741;17;50.694688797;8;33.2448005676;65.7729492188;17;77.0581207275;
72;3;19.7999992371;37.6872596741;17;50.9490222931;8;32.2448005676;67.1878585815;17;78.3549556732;
73;3;19.0;40.6872596741;17;51.1915454865;8;30.2448005676;71.0574493408;17;80.7040696144;
74;3;19.0;42.9638786316;18;51.4216012955;8;34.2448005676;68.604095459;17;82.1723824739;
75;3;19.0;45.0559005737;18;51.6387434006;8;38.2448005676;68.604095459;19;83.662399292;
76;3;20.0;44.1427574158;18;51.8427267075;9;41.7954330444;68.3822021484;20;85.1478587389;
77;3;19.0;46.2243499756;19;52.0334882736;9;44.4609603882;70.1518096924;21;86.5308504105;
78;3;19.0;48.300655365;19;52.2111330032;9;46.2159729004;72.1518096924;22;87.8661806583;
79;3;21.0;44.371711731;19;52.3759078979;10;47.3259925842;73.1518096924;21;89.1316201687;
80;3;19.0;46.4376220703;20;52.528181076;10;48.4340286255;74.1518096924;21;90.2216136456;
81;3;19.0;48.4985313416;19;52.6684188843;10;49.4990310669;75.1518096924;24;91.2069687843;
82;3;21.0;44.5546264648;19;52.797162056;10;50.5599784851;76.1518096924;21;93.0979608297;
83;3;19.0;46.6061248779;21;52.9150056839;10;52.6244125366;78.1518096924;20;93.9459801912;
84;3;19.0;48.653263092;21;53.0;10;54.6923599243;80.1518096924;21;94.7063469887;
85;4;22.0;42.653263092;17;73.0;9;54.3714256287;61.1518096924;19;75.3868279457;
86;4;22.0;44.653263092;18;73.0;9;48.4511604309;66.1518096924;19;75.9969767332;
87;4;24.0;46.653263092;15;73.0;9;47.5345344543;69.1518096924;18;76.5469888449;
88;4;24.0;44.653263092;10;73.0;9;46.6214447021;72.1518096924;16;77.0468409061;
89;4;23.0;45.653263092;10;73.0;9;44.7117462158;75.1518096924;16;77.309299469;
90;4;24.0;48.653263092;11;73.0;10;43.6692466736;79.1518096924;14;77.5686928034;
91;4;24.0;46.653263092;12;73.0;10;42.7657203674;83.1518096924;15;77.8356500864;
92;4;23.0;48.653263092;12;73.0;10;41.8648910522;87.1518096924;15;78.1095240116;
93;4;24.0;51.653263092;12;73.0;10;41.9664459229;88.1518096924;16;78.389582634;
94;4;24.0;49.653263092;12;73.0;10;41.0700378418;89.1518096924;17;78.6750156879;
95;4;23.0;51.653263092;12;73.0;11;39.17527771;93.1518096924;18;80.5334694386;
96;4;24.0;54.653263092;13;73.0;11;38.3964920044;94.9065170288;19;82.3910765648;
97;4;23.0;52.653263092;15;73.0;11;38.6310768127;94.4525909424;20;84.2295753956;
98;4;21.0;52.653263092;12;73.0;11;38.877696991;95.4525909424;20;86.0322701931;
99;4;21.0;53.6872596741;13;73.0;11;37.134601593;97.4525909424;20;88.7846283913;
100;4;22.0;52.6872596741;12;73.0;11;36.3996315002;100.452590942;20;91.500302434;
