Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;9.0;10.0;5;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;10.0;10.0;5;20.0;2;12.6487998962;15.7567996979;5;32.3062400818;
6;1;11.0;10.0;5;20.0;2;13.6487998962;15.6531200409;5;32.340415597;
7;1;11.0;10.0;5;20.3999996185;2;14.7021255493;15.5598077774;5;32.5425419807;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;14.7627630234;15.5218267441;5;32.8114434481;
9;2;11.5179204941;10.3632001877;4;22.0603717566;2;14.8434324265;15.4876441956;5;34.5450325012;
10;2;11.6181116104;10.4951858521;4;23.2181631327;2;17.0063018799;16.1171722412;5;36.0356228352;
11;2;11.9654493332;11.0209560394;4;24.206153512;2;19.0063018799;16.5693645477;5;37.3836214542;
12;2;13.9654493332;11.4571752548;4;25.0386203527;2;21.0063018799;16.884393692;5;38.5247507095;
13;2;15.6125736237;12.306728363;5;25.7362861633;2;22.6585197449;17.0200004578;6;39.5649995804;
14;2;16.6125736237;12.6351900101;5;26.3223462105;2;23.9705944061;17.0200004578;6;40.7890629768;
15;2;18.1224937439;12.3113050461;5;26.8195756674;2;25.3378143311;17.0200004578;6;42.2017049789;
16;2;19.1699180603;12.4808797836;5;27.0276610851;2;26.6605110168;17.0200004578;7;43.7947301865;
17;2;20.2208709717;12.5;4;27.2095897198;3;27.1384181976;17.0200004578;6;45.5432920456;
18;2;21.2754497528;12.5;4;27.4038217068;3;27.6629867554;17.0200004578;7;47.4041461945;
19;2;22.2211456299;12.5;3;27.6104586124;3;28.2212429047;17.0200004578;7;49.3173379898;
20;2;22.2831382751;12.5;3;27.8294641972;3;28.7952003479;17.0200004578;7;51.2121353149;
21;2;22.3488388062;12.5;4;28.060646534;3;29.3636398315;17.0200004578;7;53.0165596008;
22;2;22.4181938171;12.5;4;28.3036420345;3;29.9049682617;17.0200004578;7;54.6681728363;
23;2;22.4910926819;12.5;4;28.5579020977;3;30.4004516602;17.0200004578;7;56.1228370667;
24;2;22.5673713684;12.5;4;28.8226847649;3;30.83685112;17.0200004578;7;57.3588504791;
25;2;21.5;13.5;5;29.0970506668;3;31.207654953;17.0200004578;8;59.3758201599;
26;2;21.5;14.3436727524;6;29.3798680305;3;32.5127449036;17.5200004578;8;60.2264534235;
27;2;21.5;15.1279211044;6;29.6698212624;3;33.7568969727;17.53840065;8;60.9005995989;
28;2;21.5;15.3018932343;6;29.965429306;4;32.1742248535;17.5143032074;6;85.4277229309;
29;3;21.5;15.4792575836;6;30.2650718689;4;33.585483551;17.0200004578;6;87.0367444754;
30;3;21.5;15.6590433121;6;30.5670199394;4;34.3846054077;18.0200004578;6;88.0712926388;
31;3;21.5;15.8402118683;6;30.8694748878;4;34.3944015503;19.0200004578;6;88.8564119339;
32;3;21.5;16.0216846466;6;31.170609951;4;34.3944015503;20.0200004578;6;89.4635910988;
33;3;21.5;16.2023658752;6;31.4686126709;4;35.3944015503;22.2734279633;6;89.9284638166;
34;3;21.5;16.3811683655;6;31.7617306709;4;36.3944015503;25.2312870026;6;90.085714221;
35;3;21.5;16.5570373535;6;32.0483112335;4;37.3944015503;28.2200012207;6;90.130977869;
36;3;21.5;16.7289867401;6;32.3268384933;4;38.3944015503;31.2200012207;7;90.1771030426;
37;3;21.5;16.8961029053;6;32.5959649086;4;39.3944015503;34.2200012207;7;90.2240639925;
38;3;21.5;17.0575790405;7;32.8545341492;4;40.3944015503;34.2200012207;8;90.2718321085;
39;3;21.5;17.212720871;7;33.1015958786;4;41.3944015503;34.2200012207;9;90.3203760386;
40;3;21.5;17.3609580994;7;33.3364124298;4;42.3944015503;34.2200012207;9;90.3696615696;
41;3;21.5;17.5018463135;7;33.5584602356;4;42.7943954468;34.2200012207;10;90.419651866;
42;3;21.5;19.5018463135;7;33.7674188614;4;42.7943954468;34.2200012207;10;90.4703073502;
43;3;21.5;21.5018463135;7;33.9631586075;4;42.7943954468;34.2200012207;11;90.5215859413;
44;3;21.5;23.5018463135;7;35.1457242966;4;42.7943954468;34.2200012207;11;90.5734430552;
45;3;23.5;23.5018463135;8;35.3453114033;4;42.7943954468;34.2200012207;11;90.6258317232;
46;3;25.5;24.5018463135;9;35.5328361988;4;42.7943954468;34.2200012207;12;90.6787027121;
47;3;26.3416748047;25.5;11;35.7087237835;4;42.7943954468;34.2200012207;13;90.4901893139;
48;3;26.3850860596;26.5;11;35.8734819889;4;42.7304611206;34.101600647;14;92.8530282974;
49;3;26.4249897003;27.5;10;36.0276774168;4;43.371257782;34.236000061;13;94.1124889851;
50;3;26.4615516663;27.5;9;36.1719213724;4;43.7089004517;34.0713043213;13;95.0275199413;
51;3;26.4949645996;27.5;11;36.2221269608;4;44.5549049377;33.9338607788;14;95.4401993752;
52;4;24.4949645996;28.5;10;36.2560760975;4;42.6435928345;34.8509140015;15;95.3793213367;
53;4;23.5;29.5;10;36.2905418873;5;41.6271591187;35.7762680054;14;95.3166480064;
54;4;23.5;30.5;11;36.3255085945;5;39.9418983459;36.7090835571;14;95.2677738667;
55;3;21.5;26.5;11;35.0;6;39.5970420837;37.6486167908;12;96.5567667484;
56;3;21.5;27.5;11;35.0;6;39.5871810913;39.5941963196;13;96.5725818872;
57;3;22.5;25.5;10;35.0;6;39.5783004761;41.5452194214;13;96.5964763165;
58;3;21.5;26.5;10;35.0;6;38.5713005066;43.5011367798;13;96.63002038;
59;3;21.5;27.5;11;36.0;7;38.5918655396;46.4614677429;14;97.6722222567;
60;3;23.5;26.5;11;36.0299999714;7;39.5892181396;49.2730674744;14;97.7785755396;
61;3;23.5;25.5;11;36.0605909824;7;40.347618103;51.2356262207;14;97.8944551945;
62;4;23.5;25.5;13;36.091766119;7;40.3805236816;53.2013053894;16;98.0191578865;
63;4;23.5;26.5;14;36.1235172749;8;40.4158439636;55.1697731018;16;98.1520403624;
64;4;23.5;27.5;14;36.1558350325;8;40.4533996582;56.1407546997;16;98.2925046682;
65;4;23.5;27.5;13;36.1887089014;8;40.4930267334;57.1139907837;16;98.439999938;
66;4;23.5;27.5;12;36.2221269608;8;40.5345802307;58.0892562866;18;98.5940070152;
67;4;23.5;27.5;13;36.5682975054;8;40.577911377;59.0663414001;19;98.7540384531;
68;4;23.5;27.5;13;37.8937265873;9;40.6228942871;60.0450553894;18;98.9196368456;
69;4;23.7999992371;28.0;12;38.9783911705;9;38.6768722534;62.0390853882;19;99.0903636217;
70;3;22.0340003967;23.3899993896;12;38.4434480667;10;37.7314987183;64.0330505371;17;100.629901052;
71;3;22.2123565674;23.6872596741;11;39.1021642685;10;37.3093948364;67.8402252197;18;100.859241843;
72;3;22.3458442688;23.9097423553;12;39.476439476;10;37.8425598145;70.0208282471;18;101.093600988;
73;3;22.3999996185;24.0;13;39.6512899399;10;36.3743438721;73.9083404541;19;101.332564354;
74;2;22.3999996185;24.0;13;39.8084316254;12;35.4065246582;76.9441070557;17;101.575731635;
75;2;22.3999996185;24.0;13;39.949136734;12;34.4384689331;79.9809646606;20;101.82269299;
76;2;22.3999996185;24.0;14;40.0;12;33.2894668579;81.9959945679;21;102.0730443;
77;2;20.3999996185;25.0;14;40.0;13;33.3347244263;84.7397155762;20;102.326376438;
78;2;19.3999996185;26.0;14;40.0;13;34.7265701294;82.9834976196;21;102.582280397;
79;2;18.3999996185;27.0;13;40.0;14;35.796749115;83.9772491455;20;102.84034276;
80;2;17.3999996185;28.0;12;40.0;14;36.8270797729;84.9710235596;20;104.100148797;
81;2;16.3999996185;29.0;12;40.0;14;38.8570137024;86.9648208618;21;105.403839827;
82;1;13.3999996185;25.0;12;28.0;15;41.8818130493;89.9586486816;19;118.009336591;
83;1;12.3999996185;26.0;12;28.0;15;44.9002151489;93.9525146484;19;118.704740882;
84;1;12.0;27.0;13;28.0;15;46.916305542;97.8997039795;21;119.53032136;
85;1;12.0;28.0;13;28.0;16;47.9324531555;100.960441589;20;120.517908454;
86;1;12.0;29.0;13;28.0;16;49.4858169556;105.821426392;23;121.703975081;
87;1;12.0;30.0;14;28.0;16;50.8215789795;109.882522583;23;123.127714872;
88;1;13.0;28.0;14;28.0;16;51.6304512024;113.484161377;24;124.827000022;
89;1;12.0;29.0;14;28.0;16;50.8170013428;116.542007446;23;126.831596136;
90;1;12.0;30.0;14;28.0;17;51.9335212708;116.599868774;24;142.903437018;
91;1;13.0;28.0;14;28.0;17;53.1815032959;121.657562256;26;147.471978188;
92;1;12.0;29.0;15;28.0;18;57.4594955444;125.717163086;24;166.417569518;
93;1;12.0;30.0;15;28.0;18;61.9670295715;129.24041748;25;171.637174368;
94;1;13.0;28.0;15;28.0;18;63.8402290344;135.782623291;26;176.814081788;
95;1;12.0;29.0;16;28.0;18;65.1701507568;142.758911133;27;181.791453242;
96;1;12.0;30.0;16;28.0;18;68.6126480103;145.787857056;27;186.440002799;
97;1;13.0;28.0;17;28.0;18;70.0541915894;150.538238525;28;191.682346821;
98;1;12.0;29.0;17;28.0;18;74.475151062;153.43800354;30;196.561551571;
99;1;12.0;30.0;17;28.0;19;78.9075927734;157.348526001;31;200.114830732;
100;1;13.0;28.0;17;28.0;19;82.4201202393;161.405151367;32;203.350692153;
