Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;2;11.5999994278;16.0;5;32.7439994812;
3;1;9.0;10.0;5;20.0;2;11.5487995148;15.8719997406;4;32.7343994379;
4;1;9.0;10.0;5;20.0;2;11.5468797684;15.7567996979;4;32.7938972712;
5;1;10.0;10.0;5;20.0;2;12.7490167618;15.6531200409;4;32.9284927845;
6;1;11.0;10.0;5;20.0;2;13.8453836441;15.5598077774;4;32.5777943134;
7;1;11.0;10.0;5;20.3999996185;2;14.7733383179;15.2259712219;4;32.4352903366;
8;2;11.4200000763;10.1999998093;3;21.7264003754;2;14.7305870056;14.9637098312;4;32.404307127;
9;2;11.5179204941;10.3632001877;3;22.0603717566;2;14.7212924957;14.7276744843;4;32.8807399273;
10;2;11.6181116104;10.4951858521;3;23.2074631453;2;17.0416412354;14.6680107117;4;33.4683451653;
11;2;11.9622392654;11.0209560394;3;24.1828715801;2;19.0416412354;14.6143131256;4;34.1734905243;
12;2;13.9622392654;11.4571752548;3;25.0006883144;2;21.0416412354;14.5659856796;4;34.9995131493;
13;2;15.9622383118;11.8107032776;4;25.6814495325;2;22.764585495;14.5224914551;4;35.945212841;
14;2;17.0620288849;12.0916318893;4;26.2481688261;2;24.0717811584;14.4833459854;5;37.0033769608;
15;2;18.1002407074;12.3113050461;4;26.723449707;2;25.1010131836;14.4481153488;6;38.159617424;
16;2;19.1410808563;12.4808797836;4;26.9068236351;2;23.0819892883;15.4164075851;7;39.3919324875;
17;2;20.1846199036;12.5;4;27.0611462593;2;24.0648670197;14.3878707886;7;40.6713228226;
18;2;21.2309169769;12.5;4;27.2247776985;2;25.04945755;14.3621873856;7;41.9636774063;
19;2;22.167432785;12.5;5;27.3977591991;2;26.0355873108;14.3390722275;8;43.2327985764;
20;2;22.2193279266;12.5;6;27.5800426006;3;26.9698390961;14.3182687759;8;44.4440784454;
