Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;2;11.0880002975;14.720000267;3;30.4400005341;
2;1;9.0;10.0;5;20.0;2;11.0880002975;14.720000267;3;30.4584004879;
3;1;9.0;10.0;5;20.0;2;11.0916805267;14.720000267;3;30.4769517183;
4;1;9.0;10.0;5;20.0;2;11.0953903198;14.720000267;3;30.2895214558;
5;1;10.0;10.0;5;20.0;2;12.2042970657;14.617600441;3;30.1226782799;
6;1;11.0;10.0;5;20.0;2;13.2095394135;14.5254402161;3;29.974370122;
7;1;11.0;10.0;5;20.3999996185;2;13.9923114777;14.4424962997;3;29.9283468723;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;13.9785041809;14.4106464386;3;29.8887853622;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;13.966635704;14.3819818497;3;31.0500006676;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;15.9949674606;14.9440345764;5;31.9199672937;
11;2;11.9125738144;11.0209560394;4;23.9343504906;2;17.9949684143;15.3600664139;6;31.8619410992;
12;2;12.180305481;11.4571752548;4;24.6616024971;2;19.9949684143;15.3129396439;6;31.8139871359;
13;2;14.9185733795;11.8107032776;5;25.243845582;2;21.0282688141;15.2705259323;6;31.7751457691;
14;2;16.9185733795;12.0916318893;5;25.7037609816;2;22.0395202637;15.2323532104;7;31.7445529699;
15;2;17.9369182587;12.3113050461;5;26.0636560917;2;23.0509567261;15.1979980469;7;31.7214251757;
16;2;18.9431419373;12.4808797836;5;26.1228116751;2;23.5164279938;15.1670780182;6;31.7050552368;
17;2;19.9494171143;12.5;4;26.1438889503;2;23.0835494995;15.5672168732;6;31.6948031187;
18;2;20.955739975;12.5;4;26.1651208401;2;23.068523407;15.5541229248;7;31.690089941;
19;2;21.8495368958;12.5;5;26.1864993572;2;23.0549983978;15.5436925888;7;31.6903867722;
20;2;21.8559494019;12.5;4;26.2080165148;2;23.5071163177;15.0713777542;8;31.6952166557;
21;2;21.8624038696;12.5;4;26.2296639681;2;23.0318717957;15.5298128128;8;31.7041466236;
22;2;21.8688983917;12.5;4;26.2514331341;2;23.5112438202;15.036687851;7;31.7167806625;
