Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;4;32.0;
3;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;4;32.0;
4;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;4;32.0;
5;1;10.0;10.0;5;20.0;1;12.3999996185;16.0;4;32.0;
6;1;11.0;10.0;5;20.0;1;13.3999996185;16.0;4;32.0;
7;1;11.0;10.0;5;20.3999996185;1;14.3999996185;16.0;4;32.6399993896;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;15.0920000076;16.3199996948;3;34.0;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;15.1999998093;16.5;3;35.701361537;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;17.1074085236;17.3250007629;4;36.9155936241;
11;2;11.9125738144;11.0209560394;4;23.944350481;3;19.1074085236;17.9053878784;3;37.755156517;
12;2;12.1833057404;11.4571752548;4;24.6819975376;3;21.1074085236;18.2973766327;4;38.2181402445;
13;2;14.9215736389;11.8107032776;4;25.2750298977;3;22.1574420929;18.5;4;38.2780467272;
14;2;16.9215736389;12.0916318893;4;25.746127367;3;23.1754131317;18.5;5;38.340133667;
15;2;17.94962883;12.3113050461;4;26.1175945997;3;24.1940402985;18.5;5;38.4044046402;
16;2;18.9593238831;12.4808797836;4;26.1887089014;3;25.2133216858;18.5;5;38.4708553553;
17;2;19.9691867828;12.5;4;26.2221269608;3;25.5412559509;18.5;6;38.5394729376;
18;2;20.9792118073;12.5;4;26.2560760975;4;25.5618419647;18.5;5;38.6102352142;
19;2;21.8768234253;12.5;5;26.2905418873;4;25.583070755;18.5;6;38.683110714;
20;2;21.8871631622;12.5;5;26.3255085945;4;25.6049346924;18.5;6;38.7580578327;
21;2;21.8976516724;12.5;4;26.3609591722;4;25.6274185181;18.5;6;38.8350245953;
22;2;21.9082870483;12.5;4;26.3968753815;4;25.6505069733;18.5;6;38.9139485359;
23;2;21.9190635681;12.5;4;26.4332377911;4;25.6741847992;18.5;6;38.9947564602;
24;2;21.9299716949;12.5;4;26.4700255394;4;25.6984272003;18.5;6;39.0773642063;
25;2;21.9410076141;12.5;4;26.5072168112;4;25.7232093811;18.5;6;39.1616768837;
26;2;21.9521656036;12.5;6;26.5447884798;4;25.7485027313;18.5;6;39.2475888729;
27;3;19.9634361267;13.5;5;26.5827163458;4;25.7742767334;18.5;6;39.3349843025;
28;3;18.9748153687;14.5;5;26.6209751368;4;25.8004951477;18.5;6;39.4237375259;
