Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
4;2;9.19999980927;10.0;4;21.0;1;11.3999996185;16.0;6;32.0;
5;2;10.3000001907;10.0;4;21.0900000334;1;12.3999996185;16.0;6;32.0;
6;2;11.3269996643;10.0;4;21.1871190071;1;13.3999996185;16.0;6;32.0;
7;2;11.3561353683;10.0;4;21.7036092281;2;15.3999996185;16.0;5;33.6399993896;
8;2;11.5110826492;10.1999998093;4;22.1564130783;2;16.7919998169;16.3199996948;5;34.0171200037;
9;2;11.6469240189;10.3632001877;4;22.557236433;2;17.8999996185;16.5;5;35.6930670738;
10;2;11.7671709061;10.4951858521;4;23.8035871983;2;20.7919998169;17.3250007629;5;36.8801779747;
11;2;12.141076088;11.0209560394;3;24.8916251659;2;22.7919998169;17.9053878784;5;37.6908755302;
12;2;14.141076088;11.4571752548;3;25.8364036083;2;24.7919998169;18.2973766327;5;38.1232171059;
13;2;16.1410751343;11.8107032776;4;26.6592981815;2;26.7919998169;18.5;6;38.1506773233;
14;2;17.3553848267;12.0916318893;4;27.3839819431;2;28.7919998169;18.5;6;38.1784929037;
15;2;18.440984726;12.3113050461;4;28.0334718227;2;30.0380134583;18.5;5;38.2066531181;
16;2;19.5340881348;12.4808797836;4;28.407397747;2;31.1872615814;18.5;5;38.2351464033;
17;2;20.6347923279;12.5;4;28.7683298588;2;31.646276474;18.5;6;38.2620633841;
18;2;21.7430725098;12.5;3;29.1538929939;3;31.788936615;18.5;6;38.2892272472;
19;2;22.7461681366;12.5;4;29.562889576;4;31.9329051971;18.5;5;38.3166255951;
20;2;22.8688659668;12.5;4;29.9934945107;4;32.0781173706;18.5;6;38.3442454338;
21;2;22.9980487823;12.5;4;30.4432339668;4;32.2245025635;18.5;7;38.3720734119;
22;2;23.1329708099;12.5;4;30.9089989662;4;32.3719902039;18.5;7;38.400095582;
23;2;23.2726993561;12.5;4;31.3870959282;4;32.5205078125;18.5;8;38.4282977581;
24;2;23.4161281586;12.5;4;31.8733391762;4;32.6699790955;18.5;8;38.4566651583;
25;2;19.5;14.5;4;32.36317873;4;32.8203277588;18.5;8;38.4851827621;
26;2;19.5;14.5;6;32.8518595695;4;32.9714698792;18.5;9;38.5138351917;
27;3;19.5;15.5;5;33.3346033096;4;33.1233291626;18.5;9;39.5426065922;
28;3;19.0003814697;16.5;5;33.8067913055;4;34.2758140564;19.0;9;39.6197689772;
29;3;18.142036438;17.5;6;34.2641468048;4;35.4288482666;18.5;9;39.6988437176;
30;3;17.2792434692;18.5;6;34.7028827667;4;35.5823440552;19.049200058;9;39.7798339128;
31;3;16.9108657837;19.5;6;35.1198272705;4;35.7362098694;22.049200058;9;39.8627377748;
32;3;17.0359477997;20.5;6;35.5124940872;4;35.8903579712;25.049200058;9;39.947548151;
33;3;17.1537475586;21.5;6;35.8791179657;4;36.4226646423;28.049200058;10;40.0342521667;
34;3;18.2637367249;19.5;6;36.2186422348;4;36.1991577148;31.0492019653;10;40.1228307486;
35;3;17.3655929565;20.5;6;37.530673027;4;36.7666816711;33.5;11;40.2132582664;
36;3;18.4592018127;21.8999996185;6;37.905403018;4;36.5080108643;34.2190818787;11;40.3055019379;
37;3;18.4592018127;20.936000824;7;38.2606406212;4;36.6622390747;34.2506523132;13;40.3995220661;
38;4;18.4592018127;20.9748477936;8;38.5978535414;5;36.8162078857;34.2831382751;12;40.4952714443;
39;4;19.4592018127;22.0166950226;8;38.9187927246;5;36.9698371887;34.3165206909;12;40.5926947594;
40;4;18.4592018127;21.0616912842;8;39.2253928185;5;37.6334991455;33.5;12;40.691729188;
41;4;18.9166812897;20.5;8;39.5196794271;5;37.2757110596;34.3858909607;12;40.792303443;
42;4;19.9554519653;21.5;8;39.7922235727;5;37.9808807373;33.5;12;40.8943383694;
43;4;18.4592018127;21.2168884277;9;39.9393253326;5;37.5791625977;34.458568573;12;40.9977465868;
44;4;19.0410003662;22.2168884277;9;40.0956480503;5;37.7297668457;34.4960632324;15;41.1024327278;
45;4;21.087896347;23.2168884277;10;41.261295557;5;35.8795204163;35.5342788696;16;41.2082936764;
46;4;24.1375904083;26.2168884277;10;41.4662904739;6;35.0283317566;36.5731735229;15;42.3152186871;
47;4;26.4592018127;29.2168884277;12;41.6811554432;6;35.1761322021;38.6126899719;15;42.4874737263;
48;4;28.2181777954;31.2168884277;12;41.9057135582;6;35.322845459;40.6527862549;17;44.2339401245;
49;4;30.0717124939;31.5;11;42.1396765709;6;34.4683914185;42.7212333679;16;45.4832590818;
50;4;30.3048477173;32.5;11;42.3826380968;6;33.612701416;44.7920761108;17;46.3265918493;
51;4;30.3680400848;32.9623336792;13;42.6340698004;6;32.7557144165;46.8651924133;17;46.6332093477;
52;4;30.790222168;32.5;13;42.8933188915;6;31.897354126;48.7036437988;17;46.9535241127;
53;4;29.7666378021;33.5;13;43.1596107483;6;31.037563324;49.8505783081;18;47.2875573635;
54;4;30.7768230438;32.5;15;43.4320542812;6;30.1762809753;51.0045051575;18;47.6352314949;
55;5;31.0296173096;32.5;15;43.7096509933;6;31.3134498596;51.0045051575;19;47.996358633;
56;5;30.7152423859;32.5;15;43.9913088083;6;32.4490203857;52.0045089722;19;48.3706288338;
57;5;29.3999996185;33.5;16;44.2758584023;6;33.5829315186;53.0045089722;19;48.757600069;
58;5;30.3999996185;32.5;16;44.5620744228;6;34.7151412964;54.0045089722;20;49.1566872597;
59;5;30.9386501312;33.0732955933;16;44.8486962318;6;35.8456039429;55.0045089722;20;49.5524449348;
60;5;29.0136013031;34.0880126953;16;45.1344536543;6;33.896320343;57.0690231323;20;49.9494636059;
61;5;28.5403366089;34.5;17;45.4180909395;6;32.896320343;58.2675323486;21;50.3562655449;
62;5;25.9634361267;36.5;17;46.698392272;6;31.896320343;59.4709320068;23;50.7716422081;
63;5;27.5;38.1330871582;17;47.0142036676;6;30.896320343;60.6786231995;22;51.1942288876;
64;5;29.8922615051;39.5;17;47.3256385326;6;30.7963199615;61.8899154663;22;51.6225147247;
65;5;30.9733371735;38.5;18;47.6317292452;6;30.7963199615;63.104057312;23;52.0548558235;
66;5;30.0524520874;40.5;18;47.9316200018;6;30.7963199615;64.3202285767;23;52.4894971848;
67;5;30.1293544769;42.5;18;49.7255634069;6;30.7963199615;65.5375442505;23;52.924595356;
68;5;29.4463577271;42.6175918579;19;51.2536423206;6;30.7963199615;66.7550964355;24;53.358250618;
69;5;29.4636135101;41.6531944275;19;52.5508185625;6;30.7963199615;67.9719238281;24;53.7885379791;
70;5;26.7999992371;44.1416320801;19;53.6543152332;6;30.7963199615;69.1870727539;24;54.2135457993;
71;5;29.3906955719;42.638923645;20;54.4511522055;6;30.7963199615;70.3995742798;25;54.6314105988;
72;5;30.3999996185;43.5810585022;20;55.0276293755;6;30.7963199615;71.608505249;25;55.0403552055;
73;5;30.3999996185;42.6471939087;21;55.5668998957;6;30.7963199615;72.8129730225;27;55.4387226105;
74;5;30.0449256897;43.8552513123;21;55.9609255791;6;30.7963199615;74.0121612549;27;55.825006485;
75;5;28.8999996185;46.78490448;20;56.2997739315;6;30.7963199615;75.2053070068;27;56.1978774071;
76;5;28.5818080902;47.6002922058;21;56.6290369034;6;30.7963199615;76.3917388916;27;56.5562024117;
77;6;25.8999996185;48.5825271606;19;83.9488744736;6;31.7963199615;77.3992614746;27;56.8990564346;
78;6;28.6190719604;47.6985244751;20;86.9595320225;6;32.7963180542;76.6392593384;27;57.2257289886;
79;6;30.519739151;49.0968666077;20;89.4294188023;6;33.7963180542;75.8679275513;28;57.5357241631;
80;6;28.1384849548;52.1495857239;21;91.3581261635;6;34.7963180542;75.0849304199;29;57.8287534714;
81;6;27.2752838135;55.2036247253;21;92.814687252;7;35.7963180542;74.2900466919;28;58.104722023;
82;6;28.5;53.2589035034;22;93.8208310604;7;36.7963180542;73.4832229614;29;58.3637127876;
83;6;31.3126983643;52.3153305054;23;94.5166585445;7;37.7963180542;72.6645202637;30;58.5464310646;
84;6;32.5;53.3728027344;23;94.6952326298;7;38.7963180542;71.7924194336;30;58.7036538124;
85;6;31.3498458862;54.4312057495;23;94.8750598431;7;39.7963180542;70.9024810791;31;58.8494353294;
86;7;31.5;54.4904251099;23;95.0558106899;7;40.7963180542;70.004524231;32;58.9841656685;
87;8;32.5;54.7323913574;19;110.237144232;7;41.7963180542;69.0988311768;32;59.1083054543;
88;8;31.5;57.8170127869;19;111.468709707;7;42.7963180542;68.1857299805;32;59.2223658562;
89;8;30.4226284027;60.6716423035;19;112.60512805;7;42.7963180542;67.2655792236;32;60.3649020195;
90;8;28.5;65.7327651978;20;113.635492086;7;42.7963180542;67.0653533936;34;61.4798469543;
91;9;28.5;70.0712509155;21;114.555786133;7;42.7963180542;66.8458099365;34;62.5544691086;
92;9;29.5;71.1555404663;23;115.367934942;7;43.7963180542;64.1281661987;34;63.5777778625;
93;9;28.5;74.2393112183;24;116.078341722;7;42.7963180542;64.4006576538;35;65.5409698486;
94;9;28.5;77.3224029541;24;117.696303129;7;43.7963180542;65.6614837646;35;67.4976630211;
95;9;30.5;78.4046401978;25;118.282557964;7;45.7963180542;68.4091415405;36;69.4068989754;
96;9;31.5;79.4858627319;25;118.800121784;7;47.7963180542;72.6425094604;36;70.1200083494;
97;9;30.5;83.5659255981;25;120.160843253;7;50.7311935425;71.6425094604;37;70.7823554277;
98;9;32.846786499;85.6446762085;25;120.591626763;7;48.672580719;76.6425094604;37;71.3971368074;
99;9;34.5;86.2705230713;26;123.702637672;8;48.6198272705;81.6425094604;36;71.6691960096;
100;9;32.5;91.8343429565;27;126.120457649;8;50.5202484131;79.6425094604;37;71.9379160404;
101;9;33.8990135193;92.8717651367;28;128.026044488;8;48.4306259155;84.3596801758;37;72.1550822258;
102;9;34.5;92.9911117554;29;129.317067504;8;48.3499679565;87.427230835;40;72.3142066002;
103;9;34.0831031799;95.4861373901;30;130.369563699;8;50.2773780823;84.4971389771;40;72.4825143814;
104;9;33.5;98.3885269165;31;131.280102611;8;48.2120437622;87.5694122314;41;72.6597082615;
105;11;35.9280128479;104.456954956;29;132.15118289;8;48.1532440186;89.9258651733;41;73.8454833031;
106;11;38.0151176453;109.696899414;29;133.113427877;8;51.1003265381;87.0690994263;43;74.210721612;
107;11;40.3113441467;114.783599854;33;134.135353565;8;50.052696228;90.216796875;42;74.6111934185;
108;12;41.4135360718;119.848716736;34;135.244035959;8;50.0098304749;93.3688583374;43;75.0501619577;
