Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;6;32.0;
3;2;10.0;10.0;3;21.0;1;11.3999996185;16.0;6;32.0;
4;2;11.0;10.0;3;21.0900000334;1;11.3999996185;16.0;6;31.7439994812;
5;2;13.0;10.0;3;21.1871190071;1;12.3999996185;15.8719997406;6;31.5135993958;
6;2;14.3561353683;10.0;3;21.2917383909;1;13.3999996185;15.7567996979;6;31.3062400818;
7;2;14.3875217438;10.0;3;21.817143321;1;14.391872406;15.6531200409;6;31.2116165161;
8;2;14.5451431274;10.1999998093;3;22.2793469429;1;14.3634853363;15.6058082581;6;31.126455307;
9;2;14.683804512;10.3632001877;3;23.5656701326;1;14.3379364014;15.5632276535;6;31.6075286865;
10;2;15.0697002411;10.9097137451;3;24.691826582;1;16.3634853363;15.8037643433;6;31.672000885;
11;2;17.0697002411;11.3658018112;3;25.6707911491;1;17.3634853363;15.8360004425;6;31.672000885;
12;2;19.0697002411;11.7372808456;3;26.5228655338;2;19.3634853363;15.8360004425;5;32.672000885;
13;2;20.2824668884;12.0336990356;4;27.2714657784;2;21.3634853363;15.8360004425;6;32.6993563175;
14;2;21.3675098419;12.2662630081;4;27.9399077892;2;22.6716918945;15.8360004425;6;32.7271790504;
15;2;22.4600410461;12.446267128;4;28.3811409473;2;23.3634853363;15.8360004425;6;32.7547535896;
16;2;23.56016922;12.5;4;28.7401795387;2;23.5016002655;15.8360004425;6;32.7827501297;
17;2;24.667881012;12.5;4;29.1239151955;2;23.5016002655;15.8360004425;9;32.8111596107;
18;2;25.7371749878;12.5;4;29.5311965942;3;22.5514411926;15.8360004425;6;61.5893604755;
19;2;25.8593597412;12.5;5;29.960246563;3;23.5514411926;15.8360004425;5;63.630431056;
20;2;25.988073349;12.5;5;30.4086403847;3;24.5514411926;15.8360004425;5;65.1936372519;
21;2;26.122592926;12.5;4;30.873316288;3;23.5514411926;16.8360004425;6;66.3381901979;
22;2;26.2619953156;12.5;3;31.3506221771;3;23.5514411926;17.8360004425;5;67.1489500999;
23;2;26.4051856995;12.5;3;31.8364052773;3;23.8980484009;18.8360004425;6;67.7111884356;
24;3;24.5;13.5;3;32.3261375427;3;23.9061279297;19.8360004425;6;67.7658882141;
25;4;24.5;14.5;2;32.815073967;3;23.9142913818;20.8360004425;6;67.7964060307;
26;4;22.5;16.5;3;33.2984304428;3;23.9225311279;21.8360004425;6;67.8271974325;
27;4;21.5;17.8193721771;3;33.7715711594;3;23.9308433533;22.8360004425;6;67.8582459688;
28;4;20.5;19.0086288452;3;34.2301864624;3;24.3877868652;23.8360004425;6;67.8895345926;
29;4;21.5;17.192073822;3;34.6704492569;4;25.3962345123;24.8360004425;6;67.921045661;
30;4;22.5;16.3681793213;3;35.0891361237;4;26.0;25.8360004425;6;67.952761054;
31;4;21.5;15.3681793213;3;36.4837083817;4;26.838306427;26.8360004425;6;67.9846619368;
32;4;20.5;17.3681793213;3;36.9823464155;4;26.8469181061;27.8360004425;6;68.0167291164;
33;4;20.5;19.3681793213;3;37.4693721533;4;26.8555755615;28.8360004425;7;68.0482580662;
34;4;20.5;18.3681793213;3;37.9457740784;4;26.8640899658;29.8360004425;7;68.0798975229;
35;4;19.0;20.3681793213;2;38.4131596088;4;27.872631073;27.8360004425;8;68.1116280556;
36;4;19.0;22.3681793213;2;39.8736330271;4;26.8811988831;28.8360004425;8;68.1434297562;
37;4;21.0;21.7681789398;2;40.3696534634;4;27.4249992371;28.8360004425;8;68.1752825975;
38;4;21.0;23.7841796875;2;40.8650689125;4;28.4249992371;29.361000061;8;69.2065639496;
39;4;21.0;25.3681793213;2;41.362598896;4;30.4249992371;30.361000061;8;69.263219595;
40;4;22.0;26.3681793213;3;41.864857316;4;32.4249992371;31.361000061;8;69.3202390671;
41;4;23.0;27.5;4;42.3731445074;4;33.4249992371;32.361000061;9;69.3775956631;
42;4;24.0;28.5;4;42.7616949081;4;34.4249992371;33.2250289917;9;69.4352618456;
43;4;25.0;30.5;4;43.1765391827;4;35.9405632019;32.361000061;10;69.4932094812;
44;4;26.0;32.5;4;43.6168935299;4;36.4249992371;33.2536659241;10;69.5514099598;
45;4;27.0;32.5;5;44.0813735723;4;34.4249992371;34.2679214478;10;69.6098341942;
46;4;28.0;32.5;4;44.5679553747;4;33.4249992371;35.282119751;11;69.6684526205;
47;4;28.5;32.5;5;45.0739622116;4;32.4249992371;36.2962608337;11;69.7272354364;
48;4;28.5;32.5;6;45.5960888863;4;31.4249992371;37.3103294373;11;69.7861523628;
49;4;28.5;32.5;7;46.1304626465;4;30.4249992371;38.3243179321;11;69.8451732397;
50;4;28.5;32.5;7;46.6727467775;4;29.4249992371;39.3382225037;12;69.9042670727;
51;4;28.5;32.5;8;47.2182762623;4;28.4249992371;40.3520317078;12;69.9634032249;
52;4;28.5;32.5;10;47.76222682;4;28.4249992371;41.365737915;12;70.0225505829;
53;4;28.5;32.5;10;48.2997967005;4;28.4249992371;42.3793334961;12;70.0816786289;
54;4;28.5;32.5;10;48.8263920546;5;28.4249992371;43.3928146362;10;94.1407561302;
55;5;29.5;33.5;11;50.3377994299;5;30.4249992371;41.361000061;10;95.3997529745;
56;5;30.5;34.5;12;50.9203327894;5;33.0462303162;41.361000061;11;96.4151983261;
57;5;31.8269996643;37.3042984009;12;51.4880576134;5;33.4249992371;41.361000061;11;101.08961463;
58;5;32.5;38.5;12;52.0390001535;5;35.0765609741;41.1438140869;12;104.482344508;
59;5;31.1394519806;41.5;14;52.571893692;5;36.5282783508;40.9932403564;17;106.865936279;
60;4;28.5;38.5;13;51.5612149239;6;37.8248329163;40.8943901062;13;109.591394067;
61;4;28.5;40.5;13;51.9276075363;6;40.6899909973;41.8359985352;13;110.151345253;
62;4;29.5;39.5;13;53.9356617928;6;42.4753036499;44.1200027466;16;110.406073928;
63;4;29.7999992371;39.0;11;55.6462430954;6;43.0;45.1200027466;17;110.672465563;
64;4;29.0340003967;35.3899993896;8;57.0937466621;6;41.0;48.1200027466;17;110.950815439;
65;4;29.2123565674;34.6872596741;9;58.3158857822;7;40.6030464172;52.8026008606;16;111.241339207;
66;4;29.3458442688;33.9097442627;9;59.2010424137;7;39.6572570801;55.1137313843;19;111.544154882;
67;4;29.3999996185;34.0;9;59.8375346661;8;38.7151565552;57.144947052;18;111.859264135;
68;4;28.3999996185;35.0;10;60.4109735489;8;37.7767791748;59.1748771667;19;112.186533213;
69;4;28.3999996185;36.0;10;60.8160192966;8;36.8421096802;61.2034683228;19;112.525675058;
70;4;29.3999996185;37.0;10;61.1455090046;8;35.9111022949;63.230682373;19;112.876233578;
71;4;28.3999996185;38.0;11;61.4477422237;8;34.9836540222;65.2565155029;19;114.237570047;
72;4;27.8999996185;39.0;11;61.6074104309;8;36.0596046448;68.280960083;20;114.711726904;
73;4;26.8999996185;40.0;12;61.7297949791;8;37.1387329102;71.3040390015;20;115.204256415;
74;4;25.8999996185;41.0;11;61.8517668247;8;37.2207717896;74.3257980347;23;115.714569569;
75;4;25.5;42.0;12;61.9730293751;8;37.0762214661;79.3745040894;24;117.241886139;
76;4;25.5;43.0;12;62.0932917595;8;39.12657547;85.2218704224;22;117.935239315;
77;4;24.5;45.0;12;62.2122716904;8;41.1784248352;88.9075622559;23;118.458339214;
78;4;24.5;47.0;11;62.3296985626;9;40.4268112183;94.0181884766;22;119.038621426;
79;4;25.5;46.0;9;62.4453144073;10;40.500579834;96.129119873;23;119.675005436;
80;4;25.0;48.0;7;62.5588784218;10;38.5464820862;101.239807129;23;120.366535544;
81;4;25.5;50.0;8;62.6701660156;10;37.6142044067;105.944137573;27;121.11229372;
82;4;27.5;46.0;8;62.7789731026;10;38.699180603;107.136009216;28;121.911308289;
83;4;25.5;48.0;9;62.8851151466;10;40.7880172729;105.855316162;28;122.762443542;
84;4;25.5;50.0;9;62.9884295464;10;40.8807373047;107.170974731;29;123.661692619;
85;4;26.5;46.0;10;63.0887751579;10;41.9770965576;108.49949646;29;125.574976206;
86;4;25.5;46.0;10;63.1860332489;10;45.0741157532;107.825782776;28;126.615453362;
87;4;25.5;46.0;11;63.2801060677;10;46.1748580933;110.165710449;29;127.532564998;
88;4;26.5;43.0;12;63.3709182739;10;47.3948440552;112.514785767;31;128.510933638;
89;4;25.5;44.0;9;63.4584150314;10;49.5105133057;111.875205994;31;129.543644309;
90;4;25.5;45.0;8;63.5425610542;10;46.6294288635;116.245353699;33;130.622776747;
91;4;26.5;43.0;9;63.6233406067;12;45.7510147095;120.623176575;32;131.739406705;
92;4;25.5;44.0;9;63.7007546425;12;45.8745994568;122.006271362;32;132.883712888;
93;4;25.5;45.0;12;63.7748212814;12;43.999382019;126.391860962;32;134.045177102;
94;4;26.5;43.0;12;63.8455729485;12;46.0435752869;127.012001038;32;135.212895989;
95;4;25.5;44.0;12;63.9130558968;12;48.088306427;127.209625244;33;136.375966072;
96;4;25.5;45.0;13;63.9773273468;12;50.0618095398;127.405639648;34;137.523886919;
97;4;25.5;46.0;13;64.0;12;51.253162384;128.843414307;36;138.646983385;
98;4;25.5;47.0;12;64.0;12;52.5784111023;130.960784912;37;139.736754179;
99;4;25.5;48.0;13;64.0;12;53.8885498047;134.077087402;37;140.711140871;
100;4;25.5;49.0;13;64.0;12;55.1515235901;137.199279785;38;141.597467899;
