Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;9.0;10.0;5;20.0;1;10.8880004883;14.720000267;6;29.4400005341;
3;1;9.0;10.0;6;20.0;1;10.8880004883;14.720000267;6;29.235200882;
4;1;9.0;10.0;5;20.0;1;10.8470401764;14.617600441;6;29.0508804321;
5;1;10.0;10.0;5;20.0;1;11.8470401764;14.5254402161;6;28.8849925995;
6;1;11.0;10.0;5;20.0;2;13.1470403671;14.4424962997;5;29.5718536377;
7;1;11.0;10.0;5;20.3999996185;2;13.871556282;14.2859268188;5;29.3946522474;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;13.8183956146;14.185254097;5;29.2379204035;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;13.7713756561;14.0946483612;5;30.0150932074;
10;2;11.597111702;10.4951858521;4;23.0719120502;2;15.8400039673;14.4594602585;5;30.6017869711;
11;2;11.9215736389;11.0209560394;3;23.9749414921;2;17.8400039673;14.7282152176;5;30.9737831354;
12;2;13.9215736389;11.4571752548;3;24.7131726742;2;19.8400039673;14.8887996674;5;31.0262579918;
13;2;15.9215736389;11.8107032776;2;25.3067810535;2;20.8857498169;14.8887996674;5;31.0803796053;
14;2;16.5920333862;12.0916318893;2;25.7784451246;2;21.9019870758;14.8887996674;6;31.1361420155;
15;2;16.7335338593;12.3113050461;2;26.1504684687;2;22.9187145233;14.8887996674;6;31.193533659;
16;2;16.8451404572;12.4808797836;2;26.2221269608;2;23.3580608368;14.8887996674;6;31.2525371313;
17;2;18.7534217834;12.5;2;26.2560760975;2;22.9332809448;15.3312807083;7;31.3131290674;
18;2;19.7636070251;12.5;2;26.2905418873;2;23.3939399719;14.8887996674;7;31.3752797842;
19;2;20.7739467621;12.5;3;26.3255085945;2;22.9332809448;15.368103981;7;31.438953042;
20;2;21.7844352722;12.5;3;26.3609591722;2;23.4316864014;14.8887996674;7;31.504106164;
21;2;21.9082870483;12.5;3;26.3968753815;2;22.9332809448;15.4067516327;7;31.5706894398;
22;2;21.9190635681;12.5;3;26.4332377911;2;23.4712085724;14.8887996674;7;31.6386466026;
23;2;21.9299716949;12.5;3;26.4700255394;2;23.4915962219;14.8887996674;7;31.70791471;
24;2;21.9410076141;12.5;4;26.5072168112;2;22.9332809448;15.8539571762;7;31.7784237862;
25;3;21.9521656036;12.5;4;26.5447884798;2;22.9332809448;15.8892116547;7;31.8500976562;
26;4;21.9634361267;12.5;4;26.5827163458;2;22.9332809448;15.9250488281;7;31.9228534698;
27;4;21.5;13.1330862045;4;26.6209751368;2;22.9332809448;15.9614267349;7;31.9966027737;
28;4;21.9862918854;12.5;4;26.6595385075;2;22.9332809448;15.998301506;7;32.0712509155;
29;4;21.9978618622;12.5;4;26.6983793974;2;23.6213760376;14.8887996674;7;32.146697998;
30;4;20.009513855;13.5;4;26.7374696732;2;21.6440105438;15.8887996674;7;32.2228393555;
31;4;19.0212402344;14.5;4;26.7767804861;2;20.666852951;16.8887996674;9;32.2995660305;
32;4;18.033033371;15.5;4;26.8162822723;2;19.6898708344;17.8887996674;9;32.3767652512;
33;4;17.044883728;16.5;5;26.8559447527;2;18.7130317688;18.8887996674;9;32.454321146;
34;5;16.0567836761;17.5;3;26.8957372904;2;17.7362976074;19.8887996674;10;32.532115221;
35;5;15.0687217712;18.5;2;26.9356285334;2;16.7596359253;20.8887996674;10;32.6100273132;
36;5;14.5806884766;19.5;2;26.9755871296;2;15.7830095291;21.8887996674;11;32.687936306;
37;5;14.5926761627;20.5;2;27.015581131;2;14.8731012344;22.8887996674;11;32.7657210827;
38;5;14.6046743393;21.5;2;27.0555787086;2;14.8964366913;23.8887996674;11;32.8432602882;
39;5;15.6166734695;19.5;2;27.0955479145;2;14.9196987152;24.8887996674;12;32.9204347134;
40;5;14.6286640167;20.5;3;27.135456562;2;14.9428501129;25.8887996674;12;32.9971263409;
41;5;14.6406364441;21.5;3;27.17527318;2;15.0;24.8887996674;13;33.073220253;
42;5;15.6525821686;19.5;3;27.2149660587;2;16.0;24.8887996674;13;33.1486048698;
43;5;14.6644897461;20.5;3;27.2545039654;2;17.0;24.8887996674;15;33.2231726646;
44;5;14.6763515472;21.5;4;27.293856144;2;18.0;24.8887996674;16;33.2968206406;
45;5;15.6881570816;19.5;4;27.3329925537;2;19.0;24.8887996674;16;33.369451046;
46;5;14.6998977661;20.5;4;27.3718836308;2;20.0;25.8887996674;16;33.4409716129;
47;5;15.0;19.4487533569;5;27.4105007648;2;21.0;26.7204856873;17;33.5112962723;
48;5;16.0;19.4487533569;5;27.4488155842;2;22.0;26.7556476593;14;33.5803451538;
49;5;17.7346439362;20.4487533569;5;27.4868011475;2;22.9332809448;26.7901725769;15;33.6480453014;
50;5;18.0;21.4487533569;6;27.5244314671;2;22.9332809448;26.8240222931;15;33.7143304348;
51;5;19.7573299408;22.4487533569;5;27.5616812706;3;23.9332809448;27.8571662903;15;34.7791414261;
52;5;20.0;23.4487533569;5;27.5985264778;3;24.9332809448;28.8895702362;15;34.9035329819;
53;5;21.0;23.5394096375;4;27.6349442005;3;24.9332809448;29.92121315;16;35.0294386148;
54;5;21.5;23.5539779663;4;27.6709127426;4;24.9332809448;30.9520683289;16;35.1568955183;
55;5;21.5;23.568365097;4;27.7064116001;4;24.9332809448;31.9821205139;16;35.2859396935;
56;5;22.3119239807;22.5;5;27.7414214611;4;25.9332809448;29.9821205139;16;35.4166038036;
57;5;21.5;23.5;5;27.7759244442;4;24.9332809448;30.9821205139;17;35.5489163399;
58;5;21.5;23.610370636;6;27.8099038601;5;24.9332809448;31.9821205139;14;35.6828991175;
59;6;21.5;23.6239624023;5;27.84334445;6;24.9332809448;31.9175987244;14;50.8185659647;
60;6;21.5;22.5;5;27.8762321472;6;25.9332809448;32.9413909912;14;51.705920577;
61;6;22.3628692627;22.5;5;27.9085543156;6;26.9332809448;33.9643936157;14;52.5143297911;
62;7;21.5;23.5;5;44.3596739769;5;24.9332809448;32.1690444946;14;36.2115703821;
63;7;22.5;24.6761207581;5;44.9787478447;5;24.9332809448;32.1803207397;14;37.3089253902;
64;7;23.5;25.688583374;5;45.5162696838;5;25.9332809448;33.1803207397;14;38.5240803957;
65;7;23.3999996185;26.5;6;45.9513263702;5;27.9332809448;35.1803207397;13;38.9222624302;
66;7;23.3999996185;28.5;8;46.3190898895;5;28.9332809448;37.1803207397;14;39.3625096083;
67;7;22.5;31.5;8;47.6270179749;6;28.9332809448;39.1803207397;13;39.8490098715;
68;7;23.5;33.7000007629;9;47.9227628708;6;28.9332809448;41.1803207397;13;41.5896248817;
69;7;24.5;35.7000007629;9;48.0811839104;6;29.2382984161;43.6202545166;14;43.1147989035;
70;7;24.5;37.7000007629;9;49.1235535145;6;30.0326080322;43.2076225281;14;44.4933319092;
