Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;8.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;8.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;9.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;9.5;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;9.5;10.0;6;20.3999996185;
9;2;12.0380001068;11.9299993515;5;24.8212833405;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;12.4463853836;11.9106416702;4;25.0;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;12.5000009537;12.0;4;26.2200007439;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;14.4523849487;12.6000003815;4;27.1977963448;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;16.4523849487;13.0788002014;4;27.9616857767;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;18.4523849487;13.4505519867;4;28.5468815565;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;19.4707298279;13.7328653336;4;28.9890253544;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;20.4769535065;13.943564415;4;29.1228116751;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;21.4832286835;14.0;5;29.1438889503;1;15.7228336334;12.4808797836;4;25.0;
18;2;22.4895515442;14.0;6;29.1651208401;1;16.7228336334;12.5;4;25.0;
19;2;22.3999996185;14.3495359421;7;29.1864993572;1;17.625;12.5;3;25.0;
20;2;22.7559490204;14.0;7;29.2080165148;1;17.625;12.5;5;25.0;
21;2;22.7624053955;14.0;6;29.2296639681;1;17.625;12.5;5;25.0;
22;2;22.7688980103;14.0;7;29.2514331341;1;17.625;12.5;5;25.0;
23;2;22.775428772;14.0;7;29.2733153105;1;17.625;12.5;5;25.0;
24;2;22.781993866;14.0;7;29.2953014374;1;17.625;12.5;5;25.0;
25;3;22.3999996185;14.3885908127;6;29.3173824549;1;17.625;12.5;7;25.0;
26;3;22.7952136993;14.0;6;29.3395489454;1;17.625;12.5;7;25.0;
27;3;22.801864624;14.0;5;29.3617914915;1;17.625;12.5;8;25.0;
28;3;22.3999996185;14.6808958054;5;29.3841004372;1;17.625;12.5;8;25.0;
29;3;22.3999996185;14.6920499802;5;29.4064661264;1;17.625;12.5;9;25.0;
30;3;22.8219394684;14.0;4;29.428878665;1;17.625;12.5;9;25.0;
31;3;22.3999996185;14.7144393921;4;29.4513280392;1;15.625;13.5;10;25.0;
32;3;22.3999996185;14.7256641388;4;29.4738043547;1;14.625;14.5;9;25.0;
33;3;22.8421401978;14.0;4;29.4962974787;2;13.625;15.5;5;35.0;
34;3;20.8488883972;15.0;3;29.5187973976;2;13.625;17.5;6;35.3999996185;
35;3;21.3999996185;14.7593984604;4;29.5412938595;2;14.0;19.5;6;35.7743997574;
36;3;22.3999996185;14.770647049;4;29.5637768507;2;14.0;21.5;6;36.1219387054;
37;3;20.8691329956;15.0;4;29.5862361193;2;14.0;23.5;6;36.4420347214;
38;3;19.875869751;16.0;4;29.6086617708;2;14.0;25.5;6;36.7347183228;
39;3;18.882598877;17.0;5;29.6310436726;2;14.0;27.5;6;37.0005426407;
40;3;17.8893127441;18.0;5;29.6533719301;2;14.0;29.5;7;37.2404880524;
41;3;16.8960113525;19.0;6;30.6756366491;2;14.0;31.5;8;37.4558610916;
42;3;16.9026908875;20.0;7;30.6978281736;2;14.0;33.2191009521;8;37.6481971741;
43;3;18.3999996185;21.0;7;30.7199368477;2;14.0;34.3537368774;9;37.8191757202;
44;3;19.9159812927;23.0;8;30.7419531345;2;14.0;35.4734230042;8;37.9705476761;
45;3;20.9225845337;25.0;8;30.7638677359;2;14.0;36.5793838501;9;38.0;
46;3;21.9291591644;27.0;8;30.7856714725;2;14.0;37.5999984741;9;38.0;
47;3;22.9357013702;29.0;10;30.8073554039;2;14.0;38.5999984741;10;38.0;
48;4;23.9422073364;29.5;9;30.8289107084;2;15.0;36.5999984741;10;38.0;
49;4;24.3999996185;30.4144554138;9;30.8503289223;2;14.0;37.5999984741;11;38.0;
50;4;24.9550971985;29.5;10;30.8716015816;2;14.0;38.5999984741;13;38.0;
51;4;24.961479187;29.5;10;30.8927206993;2;15.0;36.5999984741;13;38.0;
52;4;24.3999996185;30.4463615417;11;30.9136784077;2;14.0;37.5999984741;14;38.0;
53;4;24.9741039276;29.5;11;30.9344670773;2;14.0;38.5999984741;15;38.0;
54;5;25.3999996185;31.4672336578;12;31.9550794363;2;15.0;36.5999984741;16;38.0;
55;5;26.9865226746;31.5;12;32.0155084133;2;17.0;33.5999984741;16;38.0;
56;5;26.3999996185;33.4877548218;13;32.0769312382;2;19.0;31.5999984741;16;38.0;
57;5;26.3999996185;34.4978713989;13;32.1235535145;2;20.9249992371;29.5999984741;17;38.0;
58;5;26.3999996185;35.5;14;32.1671074629;2;21.9249992371;28.5;17;38.0;
59;5;26.3999996185;35.5;12;32.211841464;2;22.5499992371;27.5;18;38.0;
60;5;26.3999996185;35.5;13;32.2577478886;2;22.5499992371;26.5;19;38.0;
61;5;26.3999996185;35.5;14;32.3048160076;2;22.5499992371;25.5;19;38.0;
62;6;26.3999996185;35.5;12;32.3530313969;2;22.5499992371;24.5;20;38.0;
63;6;26.3999996185;34.5;13;32.4023760557;2;22.5499992371;23.5;19;38.0;
64;6;26.3999996185;35.5;14;32.4528282881;2;22.5499992371;22.5;20;38.0;
65;6;26.3999996185;35.5;14;32.5043625832;2;22.5499992371;22.5;20;38.0;
66;6;26.3999996185;35.5;14;32.5569496155;2;22.5499992371;22.5;20;38.0;
67;6;26.3999996185;35.5;13;32.6105561256;2;22.5499992371;22.5;21;38.0;
68;6;26.3999996185;35.5;13;35.1469351053;2;22.5499992371;22.5;22;38.0;
69;6;28.7312488556;35.7000007629;15;36.425929904;2;22.5499992371;22.5;22;38.0;
70;7;29.1375198364;38.7417144775;14;37.4303809404;2;22.5499992371;22.5;21;38.0;
71;7;30.3033561707;38.6162643433;14;38.2226343155;2;22.5499992371;22.5;21;38.0;
72;7;29.5353660583;41.4173583984;15;38.6883599758;2;22.5499992371;22.5;21;38.0;
73;7;29.6000003815;42.5928611755;15;38.9487886429;2;22.5499992371;22.5;21;38.0;
74;7;29.6000003815;43.3399848938;14;39.2194052935;2;22.5499992371;22.5;21;38.0;
75;7;29.6000003815;43.4131126404;15;39.5001891851;2;22.5499992371;22.5;21;38.0;
76;8;29.6000003815;43.4894065857;14;39.791052103;2;22.5499992371;22.5;21;38.0;
77;8;29.9339923859;41.9036865234;15;40.091832757;2;22.5499992371;22.5;21;38.0;
78;9;29.937789917;42.9686889648;14;40.3896048069;2;22.5499992371;22.5;22;38.0;
79;9;29.6000003815;45.0936889648;15;40.6870793104;2;22.5499992371;22.5;22;38.0;
80;9;29.6000003815;47.0936889648;15;40.9937897921;2;22.5499992371;22.5;22;38.0;
81;9;29.6000003815;49.0936889648;15;41.3092434406;2;22.5499992371;22.5;22;38.0;
82;9;29.6000003815;51.0936889648;15;41.6328567266;2;22.5499992371;22.5;23;39.2600002289;
83;9;29.6000003815;53.0936889648;15;41.9639546871;2;20.7750015259;24.0;23;40.2707252502;
84;9;29.6000003815;54.1551742554;16;43.3017739058;2;20.0255012512;25.3899993896;23;41.068854332;
85;9;30.6000003815;55.2492446899;16;43.7054661512;2;20.1592674255;26.6872596741;23;41.6926231384;
86;9;29.6000003815;57.3460426331;16;44.1170674562;2;21.2593841553;24.9097423553;24;42.0;
87;9;28.6000003815;59.4453125;19;44.5335880518;2;22.2999992371;24.0;24;42.0;
88;9;27.6000003815;61.5457611084;19;44.9456520081;2;23.2999992371;24.0;23;42.0;
89;9;26.6000003815;63.6428833008;20;45.3626681566;2;23.4499988556;24.0;24;42.0;
90;9;27.6000003815;62.4067268372;20;45.7835310698;2;23.4499988556;24.0;24;42.0;
91;9;25.6000003815;58.7415809631;20;46.2071008682;2;23.4499988556;24.0;24;42.0;
92;9;24.6000003815;57.7415809631;21;46.6322165728;2;21.4499988556;25.0;25;42.0;
93;10;23.6000003815;56.7415809631;21;47.0577113628;3;20.4499988556;26.0;24;42.0;
94;10;22.6000003815;55.7415809631;21;47.4824265242;3;19.4499988556;27.0;24;42.0;
95;10;22.0;55.1165809631;21;47.9052275419;3;18.4499988556;28.0;24;42.0;
96;10;22.0;55.125;22;48.3250169754;3;17.4499988556;29.0;24;42.0;
97;10;22.0;56.125;22;48.7407467365;3;16.4499988556;28.0;25;42.0;
98;10;22.0;57.125;21;49.1514313221;3;16.4499988556;28.0;25;42.0;
99;10;22.0;58.125;21;49.5561542511;3;17.2999992371;28.0;24;42.0;
100;9;22.0;59.125;22;49.954079628;4;18.2999992371;28.0;23;42.0;
101;9;22.0;60.125;22;50.3444533348;4;19.2999992371;29.0;23;42.0;
102;9;22.0;61.125;22;50.7266077995;4;20.2999992371;30.0;22;42.0;
103;9;23.6749992371;59.0;23;51.0999648571;4;20.2999992371;31.0;22;42.0;
104;9;22.0;60.0;23;51.4640314579;4;20.2999992371;32.0;24;42.0;
105;9;22.0;61.5750007629;26;51.8183999062;4;20.2999992371;33.0;24;42.0;
106;9;22.0;62.5750007629;26;52.1627430916;4;20.2999992371;34.0;23;42.0;
107;9;22.0;63.5750007629;28;52.4968082905;4;20.2999992371;35.0;23;42.0;
108;9;22.6749992371;64.0;28;52.8204135895;4;20.2999992371;36.0;23;42.0;
109;9;22.6749992371;66.0;29;53.1141095161;4;20.2999992371;37.0;24;42.0;
110;9;22.6749992371;68.0;29;53.3501083851;4;20.2999992371;38.0;24;42.0;
111;9;22.6749992371;70.0;31;53.5793395042;4;20.2999992371;39.0;24;42.0;
112;9;23.6749992371;70.0;31;53.8016872406;4;20.2999992371;40.0;24;42.0;
113;9;24.6749992371;71.0;31;54.0170691013;4;20.2999992371;41.0;24;42.0;
114;9;25.6749992371;72.0;32;54.2254304886;4;20.2999992371;42.0;24;42.0;
115;9;26.6749992371;70.0;33;54.3633489609;4;20.2999992371;43.0;24;42.0;
116;9;27.6749992371;69.0;33;54.4820871353;4;21.2999992371;41.0;24;42.0;
117;9;28.6749992371;69.0;33;54.5992274284;4;20.2999992371;42.0;25;42.0;
118;9;29.6749992371;68.5999984741;35;54.714515686;4;20.2999992371;43.0;25;42.0;
119;9;30.6749992371;67.5999984741;34;54.8277130127;4;21.2999992371;41.0;20;42.0;
120;9;31.6749992371;66.5999984741;34;54.938598156;4;20.2999992371;42.0;14;42.0;
121;9;32.2750015259;65.5999984741;34;55.0469703674;4;20.2999992371;43.0;15;42.0;
122;9;32.2750015259;64.5999984741;35;55.7263989449;4;21.2999992371;41.0;15;42.0;
123;10;32.2750015259;63.5999984741;32;57.5463824272;3;20.2999992371;42.0;15;42.0;
124;10;32.298625946;64.1040039062;32;59.3815034628;3;20.2999992371;43.0;16;42.0;
125;10;31.6000003815;65.609413147;32;61.2115067244;3;21.2999992371;41.0;16;42.0;
126;10;31.6000003815;66.8511810303;32;63.0162807703;3;20.2999992371;42.0;16;42.0;
127;10;32.3710212708;65.5955123901;33;65.7768337727;3;20.2999992371;43.0;16;42.0;
128;10;32.5999984741;68.0625762939;32;68.5361636877;3;21.2999992371;41.0;15;42.0;
129;10;35.4201850891;69.5045776367;32;70.2829021215;3;20.2999992371;42.0;13;42.0;
130;10;35.5999984741;72.917098999;32;71.9488505125;3;20.2999992371;43.0;12;42.0;
131;10;35.5999984741;79.2970809937;34;73.526178956;3;18.2999992371;45.0;12;42.0;
132;10;36.5999984741;82.384262085;35;76.0102375746;3;17.2999992371;47.0;14;42.0;
133;10;37.5192680359;87.384262085;35;77.4592891932;3;16.2999992371;49.0;14;42.0;
134;10;38.5439567566;94.2970809937;35;78.8170666695;3;15.2999992371;51.0;14;42.0;
135;10;38.5999984741;98.2970809937;37;80.0864452124;3;15.2999992371;50.0;12;42.0;
