Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
5;1;12.8999996185;8.625;3;17.25;2;10.3000001907;10.0;3;21.0;
6;1;13.8999996185;8.625;3;17.25;2;11.3000001907;10.0;4;21.0900000334;
7;1;14.8999996185;8.625;3;17.5949993134;3;11.3269996643;10.0;3;21.5980186462;
8;1;15.5569992065;8.79749965668;3;17.8861961365;3;11.4794054031;10.1999998093;3;22.0418490171;
9;1;15.7317180634;8.94309806824;2;18.6667137146;3;11.6125545502;10.3632001877;3;22.4332156181;
10;1;16.2000274658;9.3333568573;2;19.3355960846;3;11.7299642563;10.4951858521;3;23.6659361124;
11;1;17.2000274658;9.6677980423;2;19.8991127014;3;12.0997810364;11.0209560394;3;24.7393633127;
12;1;18.2000274658;9.94955635071;2;20.3669185638;3;14.0997810364;11.4571752548;3;25.6686143875;
13;1;19.2000274658;10.1834592819;2;20.7504444122;3;16.0997810364;11.8107032776;3;26.4751701355;
14;1;20.2000274658;10.3752222061;2;21.0616092682;3;16.9425506592;12.0916318893;3;27.1828548908;
15;1;21.2000274658;10.5308046341;3;21.25;3;17.1548576355;12.3113050461;3;27.8148901463;
16;1;22.2000274658;10.625;3;21.25;3;17.3444671631;12.4808797836;3;28.1711652279;
17;1;23.2000274658;10.625;3;21.25;3;19.3381328583;12.5;4;28.5145654678;
18;1;24.2000274658;10.625;3;21.25;3;20.4411525726;12.5;4;28.8830828667;
19;1;24.75;10.625;3;21.25;3;21.5517082214;12.5;4;29.2759313583;
20;1;24.75;10.625;3;21.25;3;22.6695632935;12.5;4;29.6917257309;
21;1;24.75;10.625;4;21.25;3;22.9075183868;12.5;5;30.1284441948;
22;1;24.75;10.625;4;21.25;4;23.0385322571;12.5;4;30.5834169388;
23;1;24.75;10.625;4;21.25;4;23.1750259399;12.5;5;31.0533499718;
24;1;24.75;10.625;4;21.25;4;23.3160057068;12.5;5;31.5343885422;
25;1;24.75;10.625;4;21.25;4;23.4603157043;12.5;5;32.0222206116;
26;1;24.75;10.625;4;21.25;4;23.6066665649;12.5;5;32.5122156143;
27;1;24.75;10.625;4;21.25;4;23.7536659241;12.5;5;32.9995918274;
28;1;24.75;10.625;4;21.25;4;23.8998775482;12.5;5;33.4795999527;
29;1;24.75;10.625;4;21.25;4;24.0438804626;12.5;5;33.9477081299;
30;1;24.75;10.625;4;21.25;4;24.1843128204;12.5;5;34.399772644;
31;1;24.75;10.625;4;21.25;4;24.3199310303;12.5;5;34.8321838379;
32;1;24.75;10.625;4;21.25;4;24.4496555328;12.5;5;35.2419710159;
33;1;24.75;10.625;4;21.25;4;24.5725917816;12.5;5;35.6268672943;
34;1;24.75;10.625;5;21.25;4;24.6880607605;12.5;5;35.9853258133;
35;1;24.75;10.625;5;21.25;4;24.7955970764;12.5;5;36.3164978027;
36;1;24.75;10.625;5;21.25;4;24.8949489594;12.5;5;36.6201763153;
37;1;24.75;10.625;6;21.25;4;24.9860534668;12.5;6;36.8967161179;
38;1;24.75;11.625;5;21.25;4;25.0690155029;12.5;6;37.1469373703;
39;1;24.75;12.625;4;21.25;4;25.1440811157;12.5;6;37.3720273972;
40;1;24.75;13.625;5;21.25;4;25.2116088867;12.5;6;37.5734405518;
41;1;24.75;14.625;5;21.25;4;25.2720317841;14.5;6;37.7528085709;
42;1;24.75;15.625;5;21.25;4;25.325843811;16.5;6;37.911860466;
43;1;24.75;15.625;6;21.25;4;25.3735580444;18.5;6;39.0;
44;1;24.75;15.625;7;21.25;4;26.3999996185;21.5;6;39.0399999619;
45;1;24.75;15.625;7;21.25;4;27.3999996185;24.5;6;39.0811839104;
46;1;24.75;15.625;7;21.25;4;27.3999996185;25.5;6;39.1235535145;
47;1;24.75;15.625;7;21.25;4;27.7370662689;26.5;9;39.1671074629;
48;1;24.75;15.625;7;21.25;4;27.3999996185;27.5;9;39.211841464;
49;1;24.75;15.625;7;21.25;4;27.763551712;27.5;9;39.2577478886;
50;1;24.75;15.625;7;21.25;5;27.7773246765;27.5;10;39.3048160076;
51;1;24.75;15.625;7;21.25;5;27.3999996185;27.5;10;39.3530313969;
52;1;24.75;15.625;7;21.25;5;27.8059101105;27.5;11;39.4023760557;
53;1;24.75;15.625;8;21.25;5;27.3999996185;28.2011871338;12;39.4528282881;
54;1;24.75;15.625;8;21.25;5;27.3999996185;28.2264137268;12;39.5043625832;
55;1;24.75;15.625;8;21.25;5;27.8513088226;27.5;12;39.5569496155;
56;1;24.75;15.625;8;21.25;5;25.3999996185;29.2784748077;13;39.6105561256;
57;2;25.75;16.625;7;22.25;5;24.8831672668;29.5;13;40.6651450396;
58;2;26.75;17.625;7;22.4900000095;5;26.8995437622;28.5;13;40.7506752014;
59;2;26.75;18.625;7;22.7846239805;5;28.3999996185;30.3603382111;14;40.8376927376;
60;3;26.75;19.625;6;23.1447292566;5;27.2513065338;31.5;14;40.9261420965;
61;3;26.75;20.625;6;23.5825116634;5;27.7275295258;32.4171905518;15;41.0159627199;
62;3;26.75;20.625;7;25.0014090538;5;26.4047889709;33.5;17;41.1070892811;
63;3;28.2281265259;21.0234375;6;26.4220027924;5;27.0853767395;33.0779190063;18;41.1994520426;
64;3;29.6187667847;21.3489723206;6;27.8858113289;6;27.5;34.0943527222;17;42.7350785732;
65;3;30.7314853668;21.6102333069;6;29.434322834;6;29.4333190918;33.0;18;44.0142393112;
66;4;32.6605949402;22.8168411255;5;32.1029467583;6;30.6982822418;34.0302429199;20;45.0729370117;
67;4;34.6617660522;23.9782962799;9;33.6580926776;6;31.5218811035;33.6872596741;20;45.9492206573;
68;5;36.1948547363;25.0;5;50.3801310062;6;31.7847652435;33.9097442627;21;46.5307143927;
69;5;38.1678543091;27.0;5;54.3301343322;6;31.9592132568;34.0;21;46.9041036367;
70;5;41.1435546875;30.0;6;57.2827138901;6;30.8319664001;35.7388763428;21;47.2527160645;
71;6;44.1216850281;32.0;5;60.1793055534;6;31.3452777863;36.0;24;47.4684933424;
72;6;46.1020011902;34.0;5;62.9290591478;7;31.3748664856;37.0;23;47.6413077116;
73;6;48.6436347961;36.0;6;65.4488811493;7;31.3910923004;38.0;24;47.8164026737;
74;6;47.1732711792;39.0;7;67.6759015918;7;31.4076080322;39.0;24;47.9934635162;
75;7;47.1634292603;41.0;6;69.5758476257;7;31.4244003296;40.0;25;48.1721606255;
76;7;46.6248550415;44.0;6;71.1445317864;7;31.4414520264;40.6836585999;25;48.3521522284;
77;7;45.7947425842;47.0;7;72.402780056;7;31.4587535858;40.7448196411;25;48.5330872536;
