Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;3;21.0;
3;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;3;21.0900000334;
4;1;11.8999996185;8.625;5;17.25;2;9.21800041199;10.0;3;21.1871190071;
5;1;12.8999996185;8.625;5;17.25;2;10.3561353683;10.0;3;21.2917383909;
6;1;13.8999996185;8.625;5;17.25;2;11.3875217438;10.0;3;21.4042263031;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.4212675095;10.0;3;21.9389723539;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;11.5816917419;10.1999998093;3;22.4109756947;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;11.7232933044;10.3632001877;3;22.831872344;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;11.8495616913;10.4951858521;3;24.1073114872;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;12.2321929932;11.0209560394;3;25.2262470722;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;14.2321929932;11.4571752548;3;26.2035200596;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;16.2321929932;11.8107032776;4;27.060199976;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;17.4756546021;12.0916318893;4;27.819549799;
15;2;22.2000274658;10.5308046341;5;22.25;2;18.5716552734;12.3113050461;4;28.5040667057;
16;2;24.2000274658;10.625;5;22.2699999809;2;19.6752662659;12.4808797836;4;28.912750721;
17;2;25.8120269775;10.625;5;22.2901959419;2;20.7863998413;12.5;4;29.3074398041;
18;2;26.8241443634;10.625;5;22.3105818033;2;21.9048061371;12.5;4;29.7249407768;
19;2;27.3863487244;10.625;7;22.3311508894;2;22.9174823761;12.5;5;30.1631817818;
20;3;27.3986911774;10.625;5;36.3335459232;2;23.04895401;12.5;5;30.6194429398;
21;3;28.4111385345;11.625;5;37.5105127096;2;23.1858329773;12.5;5;31.0903835297;
22;3;29.4236869812;12.625;5;38.6082291603;3;23.3271141052;12.5;4;31.5721096992;
23;3;29.4363327026;13.625;5;39.60810256;3;23.4716339111;12.5;4;32.0602788925;
