Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;4;21.0;
3;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;5;21.0900000334;
4;1;11.8999996185;8.625;5;17.25;2;9.21800041199;10.0;5;21.1871190071;
5;1;12.8999996185;8.625;5;17.25;2;10.3561353683;10.0;5;21.2917383909;
6;1;13.8999996185;8.625;5;17.25;2;11.3875217438;10.0;5;21.4042263031;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.4212675095;10.0;5;21.9389723539;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;11.5816917419;10.1999998093;5;22.4109756947;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;11.7232933044;10.3632001877;5;22.831872344;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;11.8495616913;10.4951858521;5;24.1073114872;
11;1;17.2000274658;9.6677980423;4;19.8991127014;2;12.2321929932;11.0209560394;5;25.2262470722;
12;1;18.2000274658;9.94955635071;4;20.3669185638;2;14.2321929932;11.4571752548;5;26.2035200596;
13;1;19.2000274658;10.1834592819;4;20.7504444122;2;16.2321929932;11.8107032776;5;27.060199976;
14;1;20.2000274658;10.3752222061;4;21.0616092682;2;17.1180610657;12.0916318893;5;27.819549799;
15;1;21.2000274658;10.5308046341;5;21.25;2;17.3458652496;12.3113050461;4;28.5040667057;
16;1;22.2000274658;10.625;5;21.25;2;17.5512199402;12.4808797836;4;28.912750721;
17;1;23.2000274658;10.625;5;21.25;2;19.5606079102;12.5;4;29.3074398041;
18;1;24.2000274658;10.625;5;21.25;2;20.6790161133;12.5;4;29.7249407768;
19;1;24.75;10.625;5;21.25;2;21.804265976;12.5;5;30.1631817818;
20;1;24.75;10.625;5;21.25;2;21.3867835999;13.5;5;30.6194429398;
21;1;24.75;10.625;6;21.25;2;22.5;12.5;5;31.0903835297;
22;1;24.75;10.625;6;21.25;2;23.3271141052;12.5;5;31.5721096992;
23;1;24.75;10.625;6;21.25;2;23.4716339111;12.5;5;32.0602788925;
24;1;24.75;10.625;6;21.25;2;23.6180839539;12.5;5;32.550242424;
25;1;24.75;10.625;6;21.25;2;23.7650718689;12.5;5;33.0372152328;
26;1;24.75;10.625;6;21.25;2;21.7650718689;13.5;5;33.516456604;
27;1;24.75;10.625;6;21.25;2;22.7650718689;12.5;5;33.9834604263;
28;1;24.75;10.625;6;21.25;2;23.7650718689;12.5;6;34.4341192245;
29;2;24.75;10.625;5;21.25;2;24.3302345276;12.5;7;34.8648700714;
30;2;24.75;10.625;5;21.25;3;24.4594612122;12.5;6;35.2727956772;
31;2;24.75;10.625;5;21.25;3;24.5818386078;12.5;6;35.6556835175;
32;2;24.75;10.625;5;21.25;3;24.6967048645;12.5;6;36.0120429993;
33;2;24.75;10.625;5;21.25;3;24.8036117554;12.5;7;36.3410778046;
34;2;24.75;10.625;6;21.25;3;24.9023246765;12.5;7;36.6426286697;
35;2;24.75;10.625;7;21.25;3;24.9927883148;12.5;8;36.9170885086;
36;3;25.75;10.625;7;22.25;3;25.0751266479;12.5;9;37.1653108597;
37;3;26.75;10.625;8;22.2799999714;3;25.1495933533;12.5;9;37.3885068893;
38;3;27.3680000305;12.625;9;22.3105909824;3;23.1495933533;13.5;9;37.5881471634;
39;3;27.3863544464;14.625;9;22.341766119;3;24.1495933533;12.5;9;38.7658729553;
40;3;27.4050598145;16.625;10;22.3735172749;3;23.1495933533;14.0;9;38.9534199238;
