Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;4;20.0;
6;2;14.5;8.625;4;18.25;1;11.0;10.0;5;20.0;
7;2;15.5;8.625;4;18.5949993134;2;11.0;10.0;4;20.3999996185;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;11.1199998856;10.1999998093;4;20.7264003754;
9;2;16.3317184448;8.94309806824;4;19.696713686;3;11.5179204941;10.3632001877;3;21.9903717041;
10;2;16.8180274963;9.3333568573;4;20.396187067;3;11.597111702;10.4951858521;3;23.0819120407;
11;2;18.8180274963;9.6677980423;4;20.9908788204;3;11.9245738983;11.0209560394;3;23.99553442;
12;2;20.8180274963;9.94955635071;4;21.4904358387;3;13.9245738983;11.4571752548;2;24.7449600697;
13;2;21.8741378784;10.1834592819;4;21.9062794447;3;15.9245738983;11.8107032776;2;25.3503712416;
14;2;22.8935279846;10.3752222061;4;22.2503181696;3;16.6051120758;12.0916318893;2;25.8344515562;
15;2;23.9132537842;10.5308046341;5;22.4721269608;3;16.7503356934;12.3113050461;2;26.2195074558;
16;2;24.933303833;10.625;5;22.5060760975;3;16.865852356;12.4808797836;2;26.3048160076;
17;2;25.9536724091;10.625;5;22.5405418873;3;18.7782287598;12.5;3;26.3530313969;
18;2;26.9743518829;10.625;5;22.5755085945;3;19.7926940918;12.5;3;26.4023760557;
19;2;27.5453052521;10.625;5;22.6109591722;3;20.8074970245;12.5;3;26.4528282881;
20;2;27.566576004;10.625;5;22.6468753815;3;21.3867835999;12.9358482361;3;26.5043625832;
21;2;27.5881252289;10.625;5;22.6832377911;3;21.5;12.9513092041;3;26.5569496155;
22;2;27.6099433899;10.625;6;22.7200255394;3;21.9670848846;12.5;3;26.6105561256;
23;2;27.6320152283;10.625;6;22.7572168112;3;21.9831676483;12.5;4;26.6651450396;
24;2;27.6543292999;10.625;6;22.7947884798;3;21.5;12.99954319;4;26.72067523;
25;2;26.75;11.3973941803;6;22.8327163458;3;21.5;13.0162029266;4;26.7771017551;
26;2;26.75;11.4163579941;6;22.8709751368;3;22.0331306458;12.5;4;26.8343759775;
27;2;26.75;11.4354877472;6;22.9095385075;3;21.5;13.4171876907;4;26.8924454451;
28;2;26.75;11.4547691345;6;22.9483793974;3;22.0677337646;12.5;4;26.9512542486;
29;2;26.75;11.4741897583;6;22.9874696732;3;21.5;13.4756269455;4;27.0107431412;
30;2;26.75;11.4937343597;6;23.0267804861;3;21.5;13.5053710938;4;27.0708494186;
31;2;26.75;11.5133905411;7;23.0662822723;3;22.1212539673;12.5;4;27.1315076351;
32;3;26.75;11.5331411362;6;23.1059447527;3;21.5;13.5;4;27.1926498413;
