Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;4;21.0;
5;1;12.8999996185;8.625;5;17.25;2;10.3000001907;10.0;4;21.0900000334;
6;1;13.8999996185;8.625;5;17.25;2;11.3269996643;10.0;4;21.1871190071;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.3561353683;10.0;4;21.7036092281;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;11.5110826492;10.1999998093;4;22.1564130783;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;11.6469240189;10.3632001877;4;22.557236433;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;11.7671709061;10.4951858521;4;23.8035871983;
11;1;17.2000274658;9.6677980423;4;19.8991127014;2;12.141076088;11.0209560394;3;24.8916251659;
12;1;18.2000274658;9.94955635071;4;20.3669185638;2;14.141076088;11.4571752548;3;25.8364036083;
13;1;19.2000274658;10.1834592819;4;20.7504444122;2;16.1410751343;11.8107032776;4;26.6592981815;
14;1;20.2000274658;10.3752222061;4;21.0616092682;2;17.3553848267;12.0916318893;4;27.3839819431;
15;1;21.2000274658;10.5308046341;5;21.25;2;18.440984726;12.3113050461;4;28.0334718227;
16;1;22.2000274658;10.625;5;21.25;2;19.5340881348;12.4808797836;4;28.407397747;
17;1;23.2000274658;10.625;5;21.25;2;20.6347923279;12.5;4;28.7683298588;
18;1;24.2000274658;10.625;5;21.25;2;21.7430725098;12.5;4;29.1538929939;
19;1;24.75;10.625;5;21.25;2;22.7461681366;12.5;5;29.562889576;
20;1;24.75;10.625;5;21.25;2;22.8688659668;12.5;5;29.9934945107;
21;1;24.75;10.625;6;21.25;2;22.9980487823;12.5;5;30.4432339668;
22;1;24.75;10.625;6;21.25;2;23.1329708099;12.5;5;30.9089989662;
23;1;24.75;10.625;6;21.25;2;23.2726993561;12.5;6;31.3870959282;
