Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;2;10.3000001907;10.0;2;21.0;
6;1;13.8999996185;8.625;5;17.25;2;11.3000001907;10.0;2;21.0599999428;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.3179998398;10.0;2;21.5335636139;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;11.4600687027;10.1999998093;2;21.9377998114;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;11.5813398361;10.3632001877;2;22.2840082645;
10;2;16.8000278473;9.3333568573;4;20.3755960464;2;11.6852025986;10.4951858521;1;23.4481773376;
11;2;18.8000278473;9.6677980423;4;20.9802966118;2;12.034453392;11.0209560394;1;24.4414664507;
12;2;20.8000278473;9.94955635071;4;21.4904720783;2;14.034453392;11.4571752548;1;25.2779132128;
13;2;21.8741588593;10.1834592819;4;21.9175518751;2;16.0344524384;11.8107032776;1;25.9779809713;
14;2;22.9002914429;10.3752222061;4;22.2734507322;2;17.1509895325;12.0916318893;1;26.5645889044;
15;2;23.9271316528;10.5308046341;5;22.5077478886;2;18.1951675415;12.3113050461;1;27.060223341;
16;2;24.9546756744;10.625;5;22.5548160076;2;19.2421131134;12.4808797836;1;27.2642745972;
17;2;25.9829177856;10.625;5;22.6030313969;2;20.2918567657;12.5;1;27.439432621;
18;2;26.2000274658;11.0309095383;5;22.6523760557;2;21.3444023132;12.5;3;27.6238675117;
19;2;26.75;11.045712471;5;22.7028282881;3;22.2871608734;12.5;2;27.8174073696;
20;2;26.75;11.0608482361;5;22.7543625832;3;21.5;12.5;3;28.0197701454;
21;2;26.75;11.0763092041;5;22.8069496155;3;22.4059314728;12.5;3;28.2305569649;
22;2;26.75;11.0920848846;5;22.8605561256;3;22.4691677094;12.5;3;28.4492475986;
23;2;27.7163333893;10.625;5;22.9151450396;3;22.5347747803;12.5;3;28.6751992702;
24;2;27.74908638;10.625;6;22.97067523;3;22.6025600433;12.5;3;28.907648325;
25;2;26.75;11.4853372574;7;23.0271017551;3;22.6722946167;12.5;4;29.1457161903;
26;2;26.75;11.5135507584;7;23.0843759775;4;22.7437152863;12.5;3;29.3884181976;
27;2;26.75;11.5421876907;7;23.1424454451;4;22.8165245056;12.5;3;29.634677887;
28;2;26.75;11.5712223053;7;23.2012542486;4;21.5;13.5;3;29.8833432198;
29;2;26.75;11.6006269455;7;23.2607431412;4;22.5;12.5;3;30.1332073212;
30;2;26.75;11.6303710938;7;23.3208494186;4;21.0399627686;13.5;3;30.3830299377;
31;2;26.75;11.6604251862;7;23.3815076351;4;20.1149101257;14.5;3;31.6315627098;
32;2;26.75;11.6907539368;8;23.4426498413;4;20.1894683838;15.5;3;31.9175739288;
