Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;2;12.0;10.0;4;21.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;13.0;10.0;4;21.3999996185;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;14.1199998856;10.1999998093;4;21.7264003754;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;14.5179204941;10.3632001877;4;22.8394274712;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;14.8518276215;10.9097137451;4;23.7717995644;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;15.1315393448;11.3658018112;4;24.5351434946;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;17.1315383911;11.7372808456;4;25.1485489607;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;19.1315383911;12.0336990356;5;25.6344225407;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;20.1500511169;12.2662630081;5;26.0153459311;
15;1;21.2000274658;10.5308046341;6;21.25;2;21.1563243866;12.446267128;5;26.1438889503;
16;1;22.2000274658;10.625;6;21.25;2;22.1626472473;12.5;5;26.1651208401;
17;1;23.2000274658;10.625;6;21.25;2;23.1690177917;12.5;5;26.1864993572;
18;1;24.2000274658;10.625;6;21.25;2;24.1754302979;12.5;5;26.2080165148;
19;1;24.75;10.625;6;21.25;2;24.5;12.8624048233;6;26.2296639681;
20;1;24.75;10.625;6;21.25;2;24.8689002991;12.5;6;26.2514331341;
21;1;24.75;10.625;6;21.25;2;24.8754310608;12.5;6;26.2733153105;
22;1;24.75;10.625;6;21.25;2;24.5;12.8819942474;7;26.2953014374;
23;1;24.75;10.625;7;21.25;2;24.5;12.8885908127;7;26.3173824549;
