Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;2;9.19999980927;10.0;3;21.0;
2;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;3;21.0900000334;
3;1;11.8999996185;8.625;5;17.25;2;9.21800041199;10.0;2;21.1871190071;
4;1;11.8999996185;8.625;4;17.25;2;9.23742389679;10.0;2;21.2917383909;
5;1;12.8999996185;8.625;4;17.25;2;10.3875217438;10.0;2;21.4042263031;
6;1;13.8999996185;8.625;4;17.25;2;11.4212675095;10.0;2;21.5249304771;
7;1;14.8999996185;8.625;3;17.5949993134;2;11.4574794769;10.0;2;22.0694183111;
8;1;15.5569992065;8.79749965668;3;17.8861961365;2;11.6208257675;10.1999998093;2;22.5515855551;
9;2;16.3317184448;8.94309806824;2;19.6667137146;2;11.7654762268;10.3632001877;2;22.983014226;
10;2;16.8000278473;9.3333568573;2;20.3930960894;2;11.8949041367;10.4951858521;2;24.2738182545;
11;2;18.8000278473;9.6677980423;2;21.016810894;2;12.2821455002;11.0209560394;2;25.4089095592;
12;2;20.8000278473;9.94955635071;2;21.5475689173;2;14.2821455002;11.4571752548;2;26.4029755592;
13;2;21.908416748;10.1834592819;2;21.9968492985;2;16.2821464539;11.8107032776;2;27.276881218;
14;2;22.9478702545;10.3752222061;2;22.3766112328;2;17.5406589508;12.0916318893;2;28.0536293983;
15;2;23.9890289307;10.5308046341;3;22.6364723444;2;18.6418800354;12.3113050461;2;28.755402565;
16;2;25.0319099426;10.625;3;22.7108361721;2;19.750667572;12.4808797836;3;29.1808357239;
17;2;26.0765285492;10.625;3;22.78810215;3;20.8668251038;12.5;2;29.5913586617;
18;2;27.1228885651;10.625;3;22.8682664633;3;21.9899806976;12.5;2;30.0233430862;
19;2;27.7209606171;10.625;3;22.9513115883;3;23.0070037842;12.5;3;30.4742712975;
20;2;27.7707862854;10.625;3;23.0372054577;3;23.1422805786;12.5;3;30.9409928322;
21;2;27.8223228455;10.625;3;23.1259007454;3;23.2822971344;12.5;3;31.4197778702;
22;2;27.8755397797;10.625;3;23.2173340321;3;23.4259338379;12.5;3;31.906411171;
23;2;27.9304008484;10.625;3;23.3114249706;3;23.5719223022;12.5;3;32.3963236809;
24;2;27.9868545532;10.625;4;23.4080765247;3;23.7188968658;12.5;3;32.8847527504;
25;2;28.0448455811;10.625;4;23.5071737766;3;23.8654251099;12.5;3;33.3669252396;
26;2;28.1043052673;10.625;5;23.6085846424;3;24.0100784302;12.5;4;33.8382406235;
27;2;28.1651496887;10.625;5;23.7121598721;3;24.1514720917;12.5;4;34.2944498062;
28;2;28.2272949219;10.625;5;23.8177332878;4;24.2883338928;12.5;3;34.7318048477;
29;2;28.2906398773;10.625;5;23.9251227379;4;24.4195404053;12.5;3;35.1471776962;
30;2;28.3550739288;10.625;5;24.0341308117;4;22.4195404053;13.5;3;35.5381307602;
31;3;28.4204788208;10.625;4;24.1445457935;4;21.5;14.5;3;35.9029474258;
32;3;28.4867267609;10.625;4;24.2561435699;4;20.5;13.5;3;36.2406177521;
33;3;28.553686142;10.625;6;24.3686892986;4;20.5;14.5;3;36.5507898331;
34;3;28.621213913;12.625;6;24.4819386005;4;19.5;13.5;3;36.8336925507;
35;3;28.689163208;14.625;6;24.5956401825;4;18.5;13.5;3;37.0900468826;
36;3;28.7573852539;16.625;6;24.7095377445;4;18.5;14.5;2;37.3209609985;
37;3;28.8257217407;18.625;6;24.8233726025;4;17.5;13.5;2;37.5278348923;
38;4;28.8940238953;20.625;4;39.9368853569;4;18.5;14.5;3;37.7122650146;
39;4;29.9621315002;21.625;5;41.7998189926;4;17.5;13.5;3;37.8759651184;
40;4;32.0298919678;23.625;7;42.7337950468;4;17.5;13.5;3;38.0;
41;4;33.09715271;25.625;7;43.6067326069;4;18.5;14.5;3;38.0;
42;4;33.9596672058;27.625;7;44.4233802557;4;20.5;16.5;4;38.0;
43;4;34.1442680359;29.625;6;44.6910874844;4;22.5;18.5;4;39.0;
44;4;34.0438575745;31.375;6;45.7301270962;4;25.5;21.5;4;39.0299999714;
45;4;34.4466209412;32.5306243896;6;46.6165719032;4;27.3999996185;23.5;6;39.0605909824;
46;4;34.7937316895;33.625;7;47.2940664291;4;27.7181777954;25.5;6;39.091766119;
47;5;35.0467834473;34.625;6;47.8670165539;4;27.7275295258;26.5;6;39.1235172749;
48;5;35.3202095032;35.625;6;48.3582599163;4;27.7370548248;27.5;7;39.1558350325;
49;5;35.6149559021;36.625;4;48.3860075474;4;27.3999996185;28.077917099;7;39.1887089014;
50;5;35.631603241;37.375;4;49.2617015839;4;27.3999996185;28.0943546295;7;39.2221269608;
51;6;36.1570205688;38.1306266785;4;50.0508084297;4;27.7666378021;27.5;10;39.2560760975;
52;7;36.6304855347;38.2249984741;3;50.6851534843;4;27.7768230438;27.5;10;39.2905418873;
53;7;37.0110931396;38.2249984741;3;52.3502879143;4;27.7871627808;27.5;10;39.3255085945;
54;7;38.4101715088;39.2249984741;3;54.651350379;4;27.7976531982;27.5;10;39.3609591722;
55;7;40.4083099365;40.851436615;4;56.2623817921;4;27.8082885742;27.5;11;39.3968753815;
56;7;41.7300949097;42.3671951294;4;58.217762351;4;25.3999996185;29.1984367371;11;39.4332377911;
57;7;42.668258667;43.7851638794;5;60.0196259022;4;24.3999996185;30.2166194916;11;39.4700255394;
58;7;43.5577545166;45.1195220947;5;62.6685612202;5;23.5;31.2350120544;9;54.5072168112;
59;7;45.4011383057;46.3782958984;6;63.8371361494;6;24.9521656036;32.5;9;55.2947884798;
60;8;47.0752830505;47.4000015259;6;64.9451364279;6;26.5;31.5;8;56.0020908117;
61;8;48.3670806885;48.4000015259;8;65.5207976103;6;25.9748153687;33.5;8;56.6282650232;
62;8;48.7124786377;49.4000015259;8;66.568040967;6;25.5;36.3104858398;9;57.1758081913;
63;8;45.8111343384;52.4000015259;10;67.5598082542;6;26.9978618622;34.5;10;57.6497057676;
64;9;44.9008407593;56.4000015259;9;68.4889538288;6;28.009513855;34.5;10;58.0565595627;
65;9;43.9895973206;59.4000015259;9;69.351672411;6;29.0212402344;34.5;11;58.7701791525;
66;9;43.0773506165;62.4000015259;9;70.1472218037;6;29.9330329895;35.5;13;61.788505435;
67;9;42.1640586853;65.4000015259;11;70.8774212599;6;31.3672142029;38.0;13;63.5125513077;
68;10;41.2496833801;68.4000015259;10;71.5460091829;6;32.7234802246;40.3899993896;14;64.9320313931;
69;11;40.6712036133;70.6243667603;7;92.591573596;5;30.7642650604;32.6627197266;14;45.3428815603;
70;11;41.7545928955;73.6892776489;8;93.4727671146;5;31.6028633118;32.9097442627;15;45.89265728;
71;11;42.8368377686;76.7559509277;7;94.2352808714;5;31.7677974701;34.0;16;46.234675765;
72;11;42.917930603;79.8242645264;7;95.6512639523;5;30.8319664001;35.665145874;16;46.5524731874;
73;11;44.9978713989;80.8940734863;7;95.3998692036;5;27.4896583557;36.7028579712;16;46.7382078171;
74;11;47.0766601562;82.9652175903;8;96.9393202662;5;26.8319664001;37.7421760559;17;46.8819736242;
75;12;49.7140655518;86.0375289917;9;97.3465986252;5;24.3018341064;38.0;17;47.0292391777;
76;12;51.0;87.1108093262;12;97.5662538409;5;24.3273658752;37.0;18;47.1799143553;
77;13;51.0;91.1848526001;11;97.7900784612;6;24.9218959808;37.0;17;47.3338903189;
78;13;49.0;97.2594680786;11;98.017364502;6;25.3999996185;38.0;17;47.4910402298;
79;13;48.0;104.108192444;11;98.2474073768;6;26.9777450562;39.0;19;47.6512172222;
80;12;43.0;100.213302612;13;77.4795079827;7;27.0070590973;40.0;18;68.8142545223;
81;12;41.0;106.318267822;14;77.7129776478;7;28.0372695923;42.0;18;68.9799661636;
82;12;40.4000015259;112.105560303;15;77.9471433163;7;29.0683422089;44.0;17;69.1481454372;
83;12;41.4000015259;113.847412109;17;79.1813508272;7;29.1002349854;46.0;18;69.3185665607;
84;12;42.4000015259;115.996398926;21;79.3649695516;7;29.1329078674;48.0;18;69.4909844398;
85;12;42.4000015259;120.990478516;21;79.5523968935;7;29.166305542;50.0;19;69.665135622;
86;12;43.4000015259;122.153175354;21;79.7425618768;7;29.2003746033;52.0;20;69.8407394886;
87;12;45.4000015259;118.216888428;25;79.9344795942;8;29.2350463867;54.0;19;70.0175004005;
88;12;42.4000015259;123.281135559;29;80.8160344958;8;28.3999996185;57.0;19;70.1951081753;
89;12;43.9200439453;124.506126404;31;81.7363911271;8;28.3999996185;60.0;20;70.3732409477;
90;12;44.4000015259;123.315475464;32;82.6903281212;8;28.3999996185;63.0;20;70.5515675545;
91;12;42.4000015259;126.983230591;33;83.6716338992;8;28.3999996185;66.0;20;70.729749918;
92;12;43.4000015259;127.670150757;34;85.6732953787;8;29.3999996185;63.0;21;70.9074449539;
93;12;45.4000015259;126.371307373;35;87.7477487326;9;28.3999996185;64.0;20;71.0843088627;
94;12;46.0496177673;131.323532104;39;88.8901486397;9;28.3999996185;65.0;21;71.2599992752;
95;13;48.0783119202;134.003662109;38;90.0357943773;8;29.3999996185;64.0;19;71.4341778755;
96;14;50.1079521179;131.289291382;37;91.1774766445;8;28.3999996185;66.0;19;71.6065142155;
97;14;47.4000015259;135.388824463;38;92.3086441755;8;28.3999996185;68.0;19;71.7766880989;
98;14;47.4000015259;140.390396118;39;93.4236170053;8;29.3999996185;67.0;19;71.9443926811;
99;14;48.4000015259;141.535049438;39;94.5177295208;8;28.3999996185;69.0;19;72.1093361378;
100;16;49.2359390259;141.709152222;30;116.587388992;6;26.3999996185;51.0;20;51.271245718;
