Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;2;12.8999996185;8.625;4;18.25;1;9.0;10.0;5;20.0;
3;2;13.8999996185;8.625;4;18.3624999523;1;9.0;10.0;5;20.0;
4;2;14.8999996185;8.625;4;18.4864046574;1;9.0;10.0;5;20.0;
5;2;16.6418418884;8.625;3;18.6225773096;1;10.0;10.0;5;20.0;
6;2;17.7235450745;8.625;3;19.1306034327;1;11.0;10.0;5;20.0;
7;2;18.8213615417;8.79749965668;3;19.6016869545;1;11.0;10.0;5;20.3999996185;
8;2;19.761013031;8.94309806824;3;20.6315426826;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;20.3789253235;9.3333568573;3;21.5811042786;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;20.9486618042;9.6677980423;3;22.4590928555;2;11.597111702;10.4951858521;4;23.0619120598;
11;2;22.6013565063;9.94955635071;3;23.2773604393;2;11.9185733795;11.0209560394;4;23.9545464516;
12;2;23.6013565063;10.1834592819;3;24.0491263866;2;13.9185733795;11.4571752548;4;24.6819883585;
13;2;24.4502677917;10.3752222061;3;24.7875139713;2;15.9185733795;11.8107032776;5;25.2644146681;
14;2;25.6013565063;10.5308046341;4;25.4425406456;2;16.9369182587;12.0916318893;5;25.7245066166;
15;2;26.6013565063;10.625;4;25.9480543137;2;17.9431419373;12.3113050461;5;26.0845712423;
16;2;27.6013565063;10.625;4;26.4907708168;2;18.9494171143;12.4808797836;5;26.1438889503;
17;2;28.6013565063;10.625;4;27.0677394867;2;19.955739975;12.5;5;26.1651208401;
18;2;29.6013565063;10.625;4;27.6746611595;2;20.9621105194;12.5;5;26.1864993572;
19;2;29.75;10.625;4;28.3059058189;2;21.8559494019;12.5;6;26.2080165148;
20;2;29.75;10.625;4;28.9546322823;2;21.8624038696;12.5;6;26.2296639681;
21;2;29.75;10.625;4;29.6130218506;2;21.8688983917;12.5;6;26.2514331341;
22;2;30.75;10.625;5;30.272611618;2;21.8754291534;12.5;6;26.2733153105;
23;2;31.75;10.625;5;30.9247112274;3;21.8819942474;12.5;6;26.2953014374;
24;2;32.75;10.625;5;31.5608510971;3;21.5;12.5;6;26.3173824549;
25;2;33.75;10.625;5;32.1732282639;3;21.8952140808;12.5;6;26.3395489454;
26;2;34.75;10.625;5;32.7550840378;3;21.9018650055;12.5;6;26.3617914915;
27;3;35.75;10.625;4;33.3009910583;3;21.5;13.1808958054;6;26.3841004372;
28;3;36.75;10.625;4;33.8070135117;3;21.5;13.1920499802;5;26.4064661264;
29;3;37.2842102051;10.625;4;34.2707424164;3;21.9219398499;12.5;4;26.428878665;
30;3;37.5624465942;10.625;4;34.6912155151;3;19.9286632538;13.5;4;26.4513280392;
31;3;37.8147277832;12.625;5;35.0687503815;3;18.9353981018;14.5;4;26.4738043547;
32;4;38.0412521362;14.625;4;35.404718399;3;17.9421405792;15.5;5;26.4962974787;
33;4;38.2428321838;16.625;4;35.7012996674;3;16.9488887787;16.5;5;26.5187973976;
34;4;38.4207801819;18.625;5;35.9612350464;3;15.9556388855;17.5;5;26.5412938595;
35;4;38.5767402649;20.625;5;36.1876068115;3;14.9623880386;18.5;5;26.5637768507;
36;4;38.712562561;20.625;5;36.383646965;3;14.4691333771;19.5;5;26.5862361193;
37;4;38.8301887512;20.625;5;36.5;3;14.4758710861;20.5;5;26.6086617708;
38;4;38.9000015259;20.625;5;37.5;3;14.4825983047;21.5;5;27.6310436726;
39;4;39.9000015259;21.625;5;37.6050000191;3;15.4893131256;22.5;6;27.673371911;
40;4;40.9000015259;22.625;5;37.7198647261;3;16.496011734;23.5;6;27.7158325911;
41;4;41.6319198608;23.625;6;37.8452684879;3;16.814748764;24.5;6;27.758409977;
42;4;41.7071609497;24.625;6;38.9818768501;3;17.8275222778;22.5;7;27.8010877371;
43;4;42.7891235352;26.625;6;39.2528330088;3;16.8403263092;23.5;8;27.843849659;
44;4;43.8781967163;27.625;7;39.5498726368;5;16.8531551361;24.5;5;27.8866794109;
45;5;43.9747467041;28.625;7;39.8747069836;5;17.3368434906;22.5;5;27.9295604229;
46;6;44.0790863037;29.625;5;52.2289788723;5;18.878868103;23.5;6;27.972476244;
47;6;45.1915130615;31.625;5;54.8986040354;5;19.5422058105;24.5;7;28.0154100657;
48;6;47.1528625488;34.0234375;6;57.3527851105;6;20.3559494019;25.5;6;28.058345437;
49;6;48.9971542358;35.7909126282;7;59.6044902802;6;21.0;26.5;6;28.1012655497;
50;6;50.7367782593;37.2531814575;8;61.6732087135;6;22.5614814758;27.5;7;28.1441538334;
51;6;52.3861236572;38.68409729;9;63.5819327831;6;23.0;29.0720787048;7;28.1869937181;
52;7;53.4756469727;39.0945053101;8;65.1481699944;6;24.0741043091;28.1366577148;7;28.2297685146;
