Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
5;1;12.8999996185;8.625;4;17.25;2;10.3000001907;10.0;3;21.0;
6;1;13.8999996185;8.625;4;17.25;2;11.3000001907;10.0;3;21.0599999428;
7;1;14.8999996185;8.625;4;17.5949993134;2;11.3179998398;10.0;3;21.5335636139;
8;2;16.156999588;8.79749965668;3;18.8861961365;2;11.4600687027;10.1999998093;3;21.9377998114;
9;2;16.3317184448;8.94309806824;3;19.7717137337;2;11.5813398361;10.3632001877;3;22.2840082645;
10;2;16.8630275726;9.3333568573;3;20.5554608107;2;11.6852025986;10.4951858521;3;23.4481773376;
11;2;18.8630275726;9.6677980423;3;21.2443811893;2;12.034453392;11.0209560394;3;24.4414664507;
12;2;20.8630275726;9.94955635071;3;21.848795414;2;14.034453392;11.4571752548;2;25.2779132128;
13;2;22.0891532898;10.1834592819;3;22.3807774782;2;16.0344524384;11.8107032776;2;25.9779809713;
14;2;23.1782264709;10.3752222061;3;22.8528507948;2;17.1509895325;12.0916318893;2;26.5645889044;
15;2;24.274772644;10.5308046341;4;23.2151488066;2;18.1951675415;12.3113050461;2;27.060223341;
16;2;25.3791160583;10.625;4;23.4025228024;2;19.2421131134;12.4808797836;2;27.2642745972;
17;2;26.4915409088;10.625;4;23.6037294865;2;20.2918567657;12.5;2;27.439432621;
18;2;27.6122646332;10.625;4;23.8190078735;2;21.3444023132;12.5;4;27.6238675117;
19;2;28.2914047241;10.625;4;24.0484457016;3;21.5;13.2871599197;3;27.8174073696;
20;2;28.4290676117;10.625;4;24.2919540405;3;21.5;12.5;4;28.0197701454;
21;2;28.5751724243;10.625;4;24.549243927;3;21.5;13.4059314728;4;28.2305569649;
22;2;28.7295455933;10.625;4;24.8198068142;3;21.5;13.4691667557;4;28.4492475986;
23;2;28.8918838501;10.625;4;25.102899313;3;22.5;12.5;4;28.6751992702;
24;2;29.0617408752;10.625;5;25.3975343704;3;22.6025600433;12.5;4;28.907648325;
25;2;29.2385215759;10.625;5;25.7024803162;3;22.6722946167;12.5;4;29.1457161903;
26;2;29.4214878082;10.625;6;26.0162696838;3;22.7437152863;12.5;4;29.3884181976;
27;2;29.6097621918;10.625;6;26.3372173309;3;22.8165245056;12.5;4;29.634677887;
28;2;29.8023300171;10.625;6;26.6634492874;3;21.5;13.5;5;29.8833432198;
29;2;29.9980697632;10.625;5;26.9929418564;3;22.5;12.5;6;30.1332073212;
30;2;30.195766449;10.625;5;27.3235664368;4;21.0399627686;13.5;5;30.3830299377;
31;2;30.3941402435;10.625;6;27.6531443596;4;20.1149101257;14.5;5;30.6315627098;
32;2;30.5918865204;10.625;6;27.9795031548;4;19.1894683838;15.5;6;30.877573967;
