Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;10.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;11.0;10.0;5;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;11.0;10.0;5;20.3999996185;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;16.3317184448;8.94309806824;3;19.6667137146;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;16.8000278473;9.3333568573;3;20.3755960464;2;11.597111702;10.4951858521;3;23.2119120359;
11;2;18.8000278473;9.6677980423;3;20.9802966118;2;11.9635734558;11.0209560394;2;24.2812614441;
12;2;20.8000278473;9.94955635071;3;21.4904720783;2;13.9635734558;11.4571752548;2;25.2156770229;
13;2;21.8741588593;10.1834592819;3;21.9175518751;2;15.9635734558;11.8107032776;3;26.0390859842;
14;2;22.9002914429;10.3752222061;3;22.2734507322;2;17.1693210602;12.0916318893;3;26.7780394554;
15;2;23.9271316528;10.5308046341;4;22.5077478886;2;18.2592029572;12.3113050461;3;27.458707571;
16;2;24.9546756744;10.625;4;22.5548160076;2;19.3616580963;12.4808797836;3;27.8840510845;
17;2;25.9829177856;10.625;4;22.6030313969;2;20.4777889252;12.5;3;28.3200027943;
18;2;27.0118465424;10.625;4;22.6523760557;2;21.6085739136;12.5;3;28.8073790073;
19;2;27.591424942;10.625;4;22.7028282881;2;22.6422138214;12.5;4;29.3477458954;
20;2;27.6216964722;10.625;4;22.7543625832;2;22.8043231964;12.5;4;29.9413113594;
21;2;27.6526184082;10.625;4;22.8069496155;2;22.9823932648;12.5;4;30.586581707;
22;2;27.6841697693;10.625;4;22.8605561256;2;23.1759738922;12.5;4;31.2800674438;
