Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;6;20.0;
5;2;13.5;8.625;3;18.25;1;10.0;10.0;6;20.0;
6;2;14.5;8.625;3;18.3624999523;1;11.0;10.0;5;20.0;
7;2;15.5674991608;8.625;2;18.8425289392;1;11.0;10.0;5;20.3999996185;
8;2;16.3055171967;8.79749965668;2;19.2834601402;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;16.5700759888;8.94309806824;2;20.2715096474;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;17.1629047394;9.3333568573;2;21.1754176617;2;12.2971115112;10.4951858521;4;23.0419120789;
11;2;19.1629047394;9.6677980423;2;22.0040557384;2;13.6125736237;11.0209560394;4;24.0443505049;
12;2;21.1629047394;9.94955635071;2;22.7696070671;2;15.6125736237;11.4571752548;4;24.8968375921;
13;2;22.6416397095;10.1834592819;2;23.485840559;2;17.6125736237;11.8107032776;4;25.6209878922;
14;2;23.8412647247;10.3752222061;2;24.1666834354;2;19.2549781799;12.0916318893;4;26.2409451008;
15;2;25.0630722046;10.5308046341;3;24.7632339001;2;19.8722839355;12.3113050461;4;26.7804714441;
16;2;26.3079681396;10.625;3;25.210706234;2;19.488527298;12.4808797836;4;27.0402543545;
17;2;27.5764503479;10.625;2;25.6974492073;2;21.3867835999;12.5;4;27.2842636108;
18;2;28.8684959412;10.625;2;26.2223615646;2;22.3867835999;12.5;4;27.5518820286;
19;2;29.733417511;10.625;2;26.7831263542;2;23.3867835999;12.5;4;27.8440244198;
20;2;30.0698757172;10.625;2;27.3761043549;2;25.2399902344;12.5;4;28.1613030434;
21;2;30.4256629944;10.625;3;27.9963049889;2;25.4483909607;12.5;4;28.5039470196;
22;2;30.7977828979;10.625;3;28.6374530792;2;25.5511837006;12.5;4;28.871723175;
