Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;11.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;11.0;10.0;5;20.3999996185;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;12.1199998856;10.1999998093;4;21.7264003754;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;13.2179203033;10.3632001877;4;21.9903717041;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;14.2971115112;10.4951858521;4;23.0719120502;
11;2;18.2000274658;9.6677980423;3;20.8991127014;2;14.9215736389;11.0209560394;4;23.9749414921;
12;2;20.2000274658;9.94955635071;3;21.3969185352;2;16.9215736389;11.4571752548;4;24.7131726742;
13;2;21.2000274658;10.1834592819;3;22.4220430851;2;18.9215736389;11.8107032776;5;25.3067810535;
14;2;22.2000274658;10.6807260513;3;23.2838685513;2;19.94962883;12.0916318893;5;25.7784451246;
15;2;23.2000274658;11.0960512161;4;23.9942314625;2;20.9593238831;12.3113050461;5;26.1504684687;
16;2;24.2000274658;11.4353570938;4;24.5707081556;2;21.9691867828;12.4808797836;5;26.2221269608;
17;2;25.2000274658;11.7074365616;4;25.0332752466;2;22.9792118073;12.5;5;26.2560760975;
18;2;26.2000274658;11.9222831726;4;25.4018125534;2;23.989397049;12.5;5;26.2905418873;
19;2;27.2000274658;12.0898427963;4;25.5060760975;2;24.8871631622;12.5;6;26.3255085945;
20;2;28.2000274658;12.125;4;25.5405418873;2;24.8976516724;12.5;6;26.3609591722;
21;2;28.5499992371;12.125;5;25.5755085945;2;24.9082870483;12.5;6;26.3968753815;
22;2;28.5499992371;12.125;5;25.6109591722;2;24.9190635681;12.5;6;26.4332377911;
