Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;3;21.0;
5;1;12.8999996185;8.625;5;17.25;2;10.3000001907;10.0;3;21.0900000334;
6;1;13.8999996185;8.625;4;17.25;2;11.3269996643;10.0;3;21.1871190071;
7;1;14.8999996185;8.625;4;17.5949993134;2;11.3561353683;10.0;3;21.7036092281;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;11.5110826492;10.1999998093;3;22.1564130783;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;11.6469240189;10.3632001877;3;22.557236433;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;11.7671709061;10.4951858521;3;23.8035871983;
11;2;18.2000274658;9.6677980423;3;20.8991127014;2;12.141076088;11.0209560394;3;24.8916251659;
12;2;20.2000274658;9.94955635071;3;21.4069185257;2;14.141076088;11.4571752548;3;25.8364036083;
13;2;21.8240280151;10.1834592819;3;21.8316283226;2;16.1410751343;11.8107032776;3;26.6592981815;
14;2;22.8487377167;10.3752222061;3;22.1851627827;2;17.3553848267;12.0916318893;3;27.3839819431;
15;2;23.8741588593;10.5308046341;4;22.4171074629;2;18.440984726;12.3113050461;3;28.0334718227;
16;2;24.9002914429;10.625;4;22.461841464;2;19.5340881348;12.4808797836;4;28.407397747;
17;2;25.9271316528;10.625;4;22.5077478886;3;20.6347923279;12.5;3;28.7683298588;
18;2;26.9546756744;10.625;4;22.5548160076;3;21.7430725098;12.5;3;29.1538929939;
19;2;27.5328903198;10.625;4;22.6030313969;3;22.7461681366;12.5;4;29.562889576;
20;2;27.5618190765;10.625;4;22.6523760557;3;22.8688659668;12.5;4;29.9934945107;
21;2;27.591424942;10.625;5;22.7028282881;3;22.9980487823;12.5;4;30.4432339668;
22;2;27.6216964722;10.625;5;22.7543625832;3;23.1329708099;12.5;4;30.9089989662;
23;2;27.6526184082;10.625;5;22.8069496155;3;23.2726993561;12.5;4;31.3870959282;
24;2;27.6841697693;10.625;5;22.8605561256;3;23.4161281586;12.5;4;31.8733391762;
25;2;27.7163333893;10.625;5;22.9151450396;3;23.562002182;12.5;5;32.36317873;
26;2;27.74908638;10.625;5;22.97067523;3;23.7089538574;12.5;5;32.8518595695;
27;2;27.7824058533;10.625;5;23.0271017551;3;23.8555583954;12.5;6;33.3346033096;
28;2;27.8162612915;10.625;5;23.0843759775;3;24.0003814697;12.5;6;33.8067913055;
29;2;27.8506259918;10.625;5;23.1424454451;3;24.142036438;12.5;6;34.2641468048;
30;2;27.8854675293;10.625;5;23.2012542486;3;22.142036438;13.5;6;34.7028827667;
31;2;27.920753479;10.625;5;23.2607431412;4;21.5;14.5;5;35.1198272705;
32;2;27.956445694;10.625;5;23.3208494186;4;21.5;15.5;5;35.5124940872;
