Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;1;11.0;10.0;3;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;11.0;10.0;3;20.3999996185;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;15.7317180634;8.94309806824;4;18.6667137146;1;11.2179203033;10.3632001877;3;20.9903717041;
10;1;16.2000274658;9.3333568573;4;19.3355960846;1;11.2971115112;10.4951858521;3;22.0419120789;
11;1;17.2000274658;9.6677980423;4;19.8991127014;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;19.2000274658;9.94955635071;3;21.3669185638;1;11.8743057251;11.4571752548;3;23.6214065552;
13;2;21.2000274658;10.1834592819;3;21.7004444003;1;13.6125736237;11.8107032776;4;24.1832637787;
14;2;22.2000274658;10.3752222061;3;22.589122057;1;14.6125736237;12.0916318893;4;24.6226100922;
15;2;23.2000274658;10.8420610428;4;23.3218516707;1;15.6125736237;12.3113050461;4;24.9617595673;
16;2;24.2000274658;11.2286758423;4;23.9125570059;1;16.6125736237;12.4808797836;4;25.0;
17;2;25.2000274658;11.5422534943;4;24.3796451688;1;17.6125736237;12.5;4;25.0;
18;2;26.2000274658;11.7922000885;4;24.7429429293;1;18.6125736237;12.5;4;25.0;
19;2;27.2000274658;11.9886112213;4;24.989148438;1;19.5;12.5;4;25.0;
20;2;28.2000274658;12.125;4;24.9652335644;1;19.5;12.5;4;25.0;
21;2;28.5499992371;12.125;5;24.9437102079;1;19.5;12.5;6;25.0;
22;2;28.5499992371;12.125;5;24.9243391752;1;19.5;12.5;6;25.0;
23;2;28.5499992371;12.125;5;24.9069052339;1;19.5;12.5;6;25.0;
