Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;10.0;10.0;6;20.0;
6;1;13.8999996185;8.625;4;17.25;1;11.0;10.0;6;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;11.0;10.0;6;20.3999996185;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;11.1199998856;10.1999998093;6;20.7264003754;
9;1;15.7317180634;8.94309806824;4;18.6667137146;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;16.8000278473;9.3333568573;3;20.3355960846;1;11.2971115112;10.4951858521;6;22.0419120789;
11;2;18.8000278473;9.6677980423;3;20.9291126728;1;11.6125736237;11.0209560394;6;22.9143505096;
12;2;20.8000278473;9.94955635071;3;21.4275095463;1;11.8743057251;11.4571752548;6;23.6214065552;
13;2;21.8363819122;10.1834592819;3;21.8422105312;1;12.8743057251;11.8107032776;6;24.1832637787;
14;2;22.8550872803;10.3752222061;3;22.185126543;1;13.8743057251;12.0916318893;6;24.6226100922;
15;2;23.8741378784;10.5308046341;4;22.4058350325;1;14.3867835999;12.3113050461;6;24.9617595673;
16;2;24.8935279846;10.625;4;22.4387089014;1;14.488527298;12.4808797836;6;25.0;
17;2;25.9132537842;10.625;4;22.4721269608;1;16.3867835999;12.5;5;25.0;
18;2;26.933303833;10.625;4;22.5060760975;1;17.3867835999;12.5;5;25.0;
19;2;27.5036449432;10.625;4;22.5405418873;1;18.3867835999;12.5;6;25.0;
20;2;27.5243244171;10.625;4;22.5755085945;1;19.3867835999;12.5;6;25.0;
21;2;27.5453052521;10.625;5;22.6109591722;1;19.5;12.5;6;25.0;
22;2;27.566576004;10.625;5;22.6468753815;1;19.5;12.5;6;25.0;
23;2;27.5881252289;10.625;5;22.6832377911;1;19.5;12.5;6;25.0;
