Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;10.0;10.0;5;20.0;
6;2;14.5;8.625;4;18.25;1;11.0;10.0;5;20.0;
7;2;15.5;8.625;4;18.6799993515;2;11.3000001907;10.0;4;21.3999996185;
8;2;16.2080001831;8.79749965668;4;19.0624989271;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;16.4375;8.94309806824;4;19.9644544125;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;16.9786720276;9.3333568573;4;20.7657356262;2;11.597111702;10.4951858521;4;23.0619120598;
11;2;18.9786720276;9.6677980423;4;21.4732652903;2;11.9185733795;11.0209560394;4;23.9545464516;
12;2;20.9786720276;9.94955635071;4;22.0973191261;2;13.9185733795;11.4571752548;4;24.6819883585;
13;2;22.2382678986;10.1834592819;4;22.6498981714;2;15.9185733795;11.8107032776;5;25.2644146681;
14;2;23.3396987915;10.3752222061;4;23.1434209347;2;16.9369182587;12.0916318893;5;25.7245066166;
15;2;24.4491138458;10.5308046341;5;23.5278806686;2;17.9431419373;12.3113050461;5;26.0845712423;
16;2;25.5667552948;10.625;5;23.7379496098;2;18.9494171143;12.4808797836;5;26.1438889503;
17;2;26.6927967072;10.625;5;23.9621648788;2;19.955739975;12.5;5;26.1651208401;
18;2;27.8273258209;10.625;5;24.2005054951;2;20.9621105194;12.5;5;26.1864993572;
19;2;28.5203037262;10.625;5;24.4527587891;2;21.8559494019;12.5;6;26.2080165148;
20;2;28.6716556549;10.625;5;24.7184994221;2;21.8624038696;12.5;6;26.2296639681;
21;2;28.8311004639;10.625;5;24.9970719814;2;21.8688983917;12.5;6;26.2514331341;
22;2;28.9982433319;10.625;5;25.2875800133;3;21.8754291534;12.5;5;26.2733153105;
