Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;2;12.2999992371;8.625;4;18.25;1;9.0;10.0;5;20.0;
5;2;13.5;8.625;4;18.3999999762;1;10.0;10.0;5;20.0;
6;2;14.5899991989;8.625;3;18.570775032;1;11.0;10.0;5;20.0;
7;2;15.6924648285;8.625;3;19.1228616238;2;11.3000001907;10.0;4;21.3999996185;
8;2;16.4737167358;8.79749965668;3;19.6504514217;2;11.1199998856;10.1999998093;3;21.8564003706;
9;2;16.790271759;8.94309806824;3;20.770336628;2;11.2179203033;10.3632001877;2;23.0948585272;
10;2;17.4622020721;9.3333568573;3;21.8367276192;2;11.5458278656;10.9097137451;2;25.080368638;
11;2;19.4622001648;9.6677980423;3;22.8629252911;2;12.0813140869;11.8021907806;2;26.8191465139;
12;2;21.4622001648;9.94955635071;3;23.8652899265;2;14.0813140869;12.5570135117;3;28.3070065975;
13;2;23.2990493774;10.1834592819;3;24.8610877991;2;16.0813140869;13.170545578;3;29.5663607121;
14;2;24.6664123535;10.3752222061;3;25.8665137291;2;17.0813140869;13.6524438858;3;30.6355655193;
15;2;26.0829696655;10.5308046341;4;26.8330631256;2;18.0813140869;14.0203924179;3;31.5587286949;
16;2;27.5498657227;10.625;4;27.6938004494;2;19.0813140869;14.2950820923;3;32.3783352375;
17;2;29.0663070679;10.625;4;28.631772995;2;20.0813140869;14.4966192245;3;32.8459744453;
18;2;30.6290912628;10.625;4;29.6370391846;2;22.0813140869;14.5;4;33.3518748283;
19;2;31.7822227478;10.625;4;30.6948928833;2;23.3868770599;14.5;4;33.5023059845;
20;2;32.416934967;10.625;4;31.7862606049;2;24.0506916046;14.3000001907;4;33.7353711128;
21;2;33.0717544556;10.625;5;32.8887472153;2;24.1206111908;14.1199998856;4;34.0435938835;
22;2;33.7332458496;10.625;5;33.9782800674;2;24.2130775452;13.9580001831;5;34.4182114601;
