Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;2;9.19999980927;10.0;3;21.0;
2;1;11.8999996185;8.625;5;17.25;2;9.19999980927;10.0;3;21.0599999428;
3;1;11.8999996185;8.625;5;17.25;2;9.21199989319;10.0;3;21.1229639053;
4;1;11.8999996185;8.625;5;17.25;2;9.22459316254;10.0;3;21.1889609098;
5;1;12.8999996185;8.625;5;17.25;2;10.3566884995;10.0;3;21.2580518723;
6;1;13.8999996185;8.625;5;17.25;2;11.377415657;10.0;3;21.3302885294;
7;2;15.5;8.625;4;18.5949993134;2;11.3990869522;10.0;3;21.8190145493;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;11.5457038879;10.1999998093;3;22.2388005257;
9;2;16.3317184448;8.94309806824;4;19.6867136955;2;11.6716403961;10.3632001877;3;22.6008902788;
10;2;16.8120269775;9.3333568573;4;20.3757920265;2;11.7802667618;10.4951858521;3;23.7875448465;
11;2;18.8120269775;9.6677980423;4;20.9596945047;2;12.1362638474;11.0209560394;3;24.8040741682;
12;2;20.8120269775;9.94955635071;4;21.4480694532;2;14.1362628937;11.4571752548;3;25.6643919945;
13;2;21.8487186432;10.1834592819;4;21.8523409367;2;16.1362628937;11.8107032776;3;26.3888099194;
14;2;22.8611660004;10.3752222061;4;22.1844209433;2;17.2742366791;12.0916318893;3;27.0000665188;
15;2;23.873714447;10.5308046341;5;22.3938889503;2;18.3258094788;12.3113050461;3;27.5204386711;
16;2;24.8863601685;10.625;4;22.4151208401;2;19.3801765442;12.4808797836;4;27.7490785122;
17;2;25.89909935;10.625;4;22.4364993572;3;20.437297821;12.5;3;27.9484119415;
18;2;26.9119262695;10.625;4;22.4580165148;3;21.4970970154;12.5;3;28.156321764;
19;2;27.4748096466;10.625;4;22.4796639681;3;22.4468955994;12.5;4;28.3723301888;
20;2;27.4877986908;10.625;4;22.5014331341;3;22.5116996765;12.5;4;28.5958371162;
21;2;27.5008602142;10.625;4;22.5233153105;3;22.5787506104;12.5;5;28.8261203766;
22;2;27.5139884949;10.625;4;22.5453014374;3;22.6478366852;12.5;5;29.0623402596;
23;2;27.5271816254;10.625;4;22.5673824549;3;22.7187023163;12.5;5;29.303548336;
24;2;27.540430069;10.625;5;22.5895489454;3;22.7910652161;12.5;6;29.5486979485;
25;2;26.75;11.2947740555;5;22.6117914915;3;22.8646087646;12.5;6;29.796661377;
26;2;26.75;11.3058958054;6;22.6341004372;3;22.938999176;12.5;6;30.0462479591;
27;2;26.75;11.3170499802;6;22.6564661264;3;23.013874054;12.5;6;30.2962265015;
28;2;26.75;11.3282327652;6;22.678878665;3;23.0888671875;12.5;6;30.5453491211;
29;2;26.75;11.3394393921;6;22.7013280392;3;23.1636047363;12.5;6;30.7923750877;
30;3;26.75;11.3506641388;5;22.7238043547;3;21.5;13.5;6;31.0360965729;
31;3;26.75;11.3619022369;6;22.7462974787;3;20.5;13.5;6;31.2753615379;
32;3;26.75;11.3731489182;6;22.7687973976;3;20.5;13.5;6;31.5090961456;
33;3;26.75;11.3843984604;6;22.7912938595;3;21.5;14.5;6;31.736322403;
34;3;26.75;11.395647049;7;22.8137768507;3;20.5;13.5;6;31.9561743736;
35;3;26.75;13.395647049;7;22.8362361193;3;20.5;13.5;6;32.1679081917;
36;3;26.75;15.395647049;7;22.8586617708;3;19.5;13.5;6;32.3709101677;
37;3;26.75;17.395647049;7;22.8810436726;3;19.5;14.5;6;32.5646982193;
38;4;26.75;19.395647049;5;26.4884856939;3;18.5;13.5;6;32.7489213943;
39;4;28.742023468;21.625;5;27.6690291166;3;17.5;13.5;7;32.9233555794;
40;4;30.7553825378;23.625;7;27.8905621767;3;17.5;13.5;7;33.0878953934;
41;4;31.7686958313;25.625;7;28.1137599945;3;16.5;13.5;7;33.2425441742;
42;4;31.781961441;27.625;8;28.3381066322;3;16.5;13.5;8;33.3874034882;
43;4;31.7951717377;29.625;9;28.5630795956;3;18.5;15.5;8;33.5226583481;
44;4;31.8083209991;31.625;9;28.7881571054;3;18.5;17.5;8;33.6485671997;
45;4;31.8214035034;33.4732894897;10;29.012824297;3;20.5;19.5;9;33.7654466629;
46;5;31.8344135284;33.8542861938;8;29.2365795374;4;23.5;22.5;9;34.8736610413;
47;5;31.8473472595;33.9647979736;8;29.4589397907;4;26.1620979309;24.5;9;35.1036089659;
48;5;31.8601970673;34.0749130249;9;29.6794451475;4;26.1920814514;25.5;10;35.2754310369;
49;5;30.75;35.1201972961;10;29.8976653814;4;26.2000007629;26.5;11;35.4377241135;
50;5;30.75;35.2393989563;10;30.1132023335;4;26.2000007629;27.5;11;35.6183350086;
51;5;30.75;33.285949707;11;30.3256928921;4;26.2000007629;27.5;11;35.8187118769;
52;6;30.75;32.6820983887;10;31.5348123312;4;26.2000007629;27.5;11;36.0402543545;
53;6;31.75;31.625;10;31.8702747822;4;26.2000007629;27.5;10;36.2842636108;
54;6;33.75;33.625;10;32.2172640562;4;24.2000007629;28.5;10;36.5518820286;
55;6;33.9474487305;34.8294715881;12;32.5612137318;4;23.5;29.5;12;36.8440244198;
56;6;33.9500007629;35.8689727783;12;33.8146502972;5;23.5;30.5;10;37.1613030434;
57;6;34.4431266785;37.341709137;12;34.9484698772;5;23.5;31.5;10;37.5039470196;
58;6;34.8486480713;37.7445831299;13;36.9822516441;5;23.5;32.0;12;37.871723175;
59;6;36.1769218445;39.0861816406;13;37.9774820805;5;23.5;32.0;12;38.263862133;
60;6;37.4394836426;40.3760528564;13;38.9163691998;5;23.5;32.0;10;38.6789975166;
61;6;37.6477279663;41.6236190796;14;39.6113882065;5;23.5;32.0;12;39.1151270866;
62;7;37.6881332397;44.734161377;14;40.2997993231;5;23.5;32.0;12;39.5695996284;
63;7;37.7023391724;47.6008529663;14;41.0254842043;5;23.5;32.0;11;40.0391392708;
64;7;37.7164001465;49.5216522217;14;41.7880501747;5;23.5;32.0;11;40.5199065208;
65;7;37.7303009033;50.361328125;13;42.552008152;5;23.5;32.0;12;41.007601738;
66;7;38.7440414429;50.6152496338;14;43.3022465706;5;23.5;32.0;12;41.4976010323;
