Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;3;20.0;
5;1;12.8999996185;8.625;5;17.25;2;10.3000001907;10.0;2;21.0;
6;1;13.8999996185;8.625;5;17.25;2;11.3000001907;10.0;3;21.0900000334;
7;1;14.8999996185;8.625;5;17.5949993134;3;11.3269996643;10.0;2;21.5980186462;
8;1;15.5569992065;8.79749965668;5;17.8861961365;3;11.4794054031;10.1999998093;2;22.0418490171;
9;1;15.7317180634;8.94309806824;5;18.6667137146;3;11.6125545502;10.3632001877;2;22.4332156181;
10;1;16.2000274658;9.3333568573;5;19.3355960846;3;11.7299642563;10.4951858521;2;23.6659361124;
11;2;18.2000274658;9.6677980423;4;20.8991127014;3;12.0997810364;11.0209560394;2;24.7393633127;
12;2;20.2000274658;9.94955635071;3;21.5494185686;3;14.0997810364;11.4571752548;2;25.6686143875;
13;2;21.2000274658;10.1834592819;3;22.146592617;3;16.0997810364;11.8107032776;2;26.4751701355;
14;2;22.2000274658;10.3752222061;3;22.7070237398;3;16.9425506592;12.0916318893;2;27.1828548908;
15;2;23.2000274658;10.5308046341;4;23.1850829124;3;17.1548576355;12.3113050461;2;27.8148901463;
16;2;24.2000274658;10.625;4;23.5201408863;3;17.3444671631;12.4808797836;2;28.1711652279;
17;2;25.2000274658;10.625;4;23.9056077003;3;19.3381328583;12.5;1;28.5145654678;
18;2;26.2000274658;10.625;4;24.3462896347;3;20.4411525726;12.5;1;28.8830828667;
19;2;26.75;10.625;4;24.8464553356;3;21.5517082214;12.5;1;29.2759313583;
20;2;26.75;10.625;4;25.4094281197;3;22.6695632935;12.5;1;29.6917257309;
21;2;26.75;10.625;5;26.037109375;3;22.9075183868;12.5;1;30.1284441948;
22;2;26.75;10.625;5;26.7294635773;3;23.0385322571;12.5;2;30.5834169388;
23;2;26.75;10.625;5;27.4840149879;3;23.1750259399;12.5;2;31.0533499718;
24;2;26.75;10.625;6;28.2954335213;3;23.3160057068;12.5;2;31.5343885422;
25;2;26.75;10.625;6;29.155298233;3;23.4603157043;12.5;2;32.0222206116;
26;2;26.75;10.625;6;30.0521306992;3;23.6066665649;12.5;2;32.5122156143;
27;3;26.75;10.625;5;30.9717655182;3;23.7536659241;12.5;2;32.9995918274;
28;3;26.75;10.625;5;31.8980779648;3;23.8998775482;12.5;2;33.4795999527;
29;3;26.75;10.625;5;32.8140172958;3;24.0438804626;12.5;2;33.9477081299;
30;3;26.75;10.625;5;33.7028255463;3;22.0438804626;13.5;2;34.399772644;
31;3;26.75;10.625;5;34.5492658615;3;23.0438804626;12.5;2;34.8321838379;
32;3;26.75;10.625;5;35.340669632;3;24.0438804626;12.5;2;35.2419710159;
33;3;26.75;10.625;5;36.067653656;3;24.5725917816;12.5;2;35.6268672943;
