Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;2;10.3000001907;10.0;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;11.3000001907;10.0;4;21.0900000334;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.3269996643;10.0;4;21.5980186462;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;11.4794054031;10.1999998093;4;22.0418490171;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;11.6125545502;10.3632001877;4;22.4332156181;
10;2;16.8000278473;9.3333568573;4;20.365596056;2;11.7299642563;10.4951858521;4;23.6659361124;
11;2;18.8000278473;9.6677980423;4;20.9597036839;2;12.0997810364;11.0209560394;4;24.7393633127;
12;2;20.8000278473;9.94955635071;3;21.4586846828;2;14.0997810364;11.4571752548;4;25.6686143875;
13;2;21.8550872803;10.1834592819;3;21.8739616871;2;16.0997810364;11.8107032776;5;26.4751701355;
14;2;22.8741378784;10.3752222061;3;22.2174443007;2;17.3001461029;12.0916318893;5;27.1828548908;
15;2;23.8935279846;10.5308046341;4;22.4387089014;2;18.3806476593;12.3113050461;5;27.8148901463;
16;2;24.9132537842;10.625;4;22.4721269608;2;19.4685134888;12.4808797836;5;28.1711652279;
17;2;25.933303833;10.625;4;22.5060760975;2;20.5639228821;12.5;5;28.5145654678;
18;2;26.9536724091;10.625;4;22.5405418873;2;21.6669425964;12.5;5;28.8830828667;
19;2;27.5243244171;10.625;4;22.5755085945;2;22.6649246216;12.5;5;29.2759313583;
20;2;27.5453052521;10.625;4;22.6109591722;2;22.7827796936;12.5;5;29.6917257309;
21;2;27.566576004;10.625;4;22.6468753815;2;22.9075183868;12.5;7;30.1284441948;
22;2;27.5881252289;10.625;4;22.6832377911;2;21.5;13.5;7;30.5834169388;
