Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;2;13.5;8.625;4;18.25;1;10.0;10.0;5;20.0;
6;2;13.8999996185;8.625;4;18.2999999523;1;11.0;10.0;5;20.0;
7;2;14.8999996185;8.625;3;19.2249741554;1;11.0;10.0;5;20.3999996185;
8;2;15.8674993515;9.05624961853;3;20.0398763418;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;16.3171424866;9.43095207214;3;21.3722728491;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;17.0400924683;10.0334100723;3;22.5519851446;2;11.597111702;10.4951858521;4;23.0419120789;
11;2;19.0400924683;10.5534601212;3;23.5789881945;2;11.9125738144;11.0209560394;4;23.9543504715;
12;2;21.0400924683;10.9906988144;3;24.4636609554;2;12.1863059998;11.4571752548;4;24.7025904655;
13;2;22.0400924683;11.3499412537;3;25.2230798006;2;14.9245738983;11.8107032776;5;25.3068172932;
14;2;22.9672546387;11.6393785477;3;25.8774759769;2;16.9245738983;12.0916318893;5;25.789717555;
15;2;23.2425842285;11.8688192368;3;26.4474666119;2;17.9627056122;12.3113050461;5;26.1736010313;
16;2;23.4579811096;12.0483188629;3;26.8276643753;2;18.9761257172;12.4808797836;5;26.2577478886;
17;2;23.5499992371;12.125;3;27.0705406666;2;19.9898986816;12.5;5;26.3048160076;
18;2;24.5499992371;12.125;3;27.3294510841;2;21.0040187836;12.5;5;26.3530313969;
19;2;27.3976707458;12.125;3;27.3041558266;2;21.9059104919;12.5;6;26.4023760557;
20;2;28.5624923706;11.9750003815;4;27.3241503239;2;21.9207134247;12.5;6;26.4528282881;
21;2;29.7364883423;11.8400001526;4;27.3856499195;2;21.9358482361;12.5;6;26.5043625832;
22;2;30.431388855;11.7185001373;4;27.4848690033;2;21.9513092041;12.5;6;26.5569496155;
