Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;2;9.0;10.1999998093;5;21.0;1;10.0;10.0;5;20.0;
6;2;10.0;10.0;5;21.1599999666;1;11.0;10.0;5;20.0;
7;2;11.0;10.0;5;22.3437439203;1;11.0;10.0;5;20.3999996185;
8;2;11.2999992371;10.5;5;23.6175606251;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;11.6149997711;11.0249996185;5;24.7461246252;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;11.8762931824;11.4604873657;5;25.7470817566;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;12.0880146027;11.8133583069;5;27.6744010448;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;12.5397548676;12.5662574768;5;29.3923261166;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;14.5397548676;13.1779184341;5;30.9286003113;1;13.6125736237;11.8107032776;6;24.1832637787;
14;2;16.5397548676;13.6581430435;5;32.3259124756;1;14.6125736237;12.0916318893;6;24.6226100922;
15;2;18.4148139954;14.0246887207;5;32.7789254189;1;15.6125736237;12.3113050461;6;24.9617595673;
16;2;20.0501003265;13.8722200394;5;33.3586072922;1;16.6125736237;12.4808797836;6;25.0;
17;2;21.3063392639;13.7349977493;5;34.060344696;1;17.6125736237;12.5;6;25.0;
18;2;22.590959549;13.611497879;6;34.8747682571;1;18.6125736237;12.5;6;25.0;
19;2;23.9019775391;13.5003480911;6;35.7869844437;1;19.5;12.5;7;25.0;
20;2;24.7360954285;13.4003133774;6;36.7763738632;1;19.5;12.5;7;25.0;
21;2;25.032913208;13.3102817535;6;37.817191124;1;19.5;12.5;7;25.0;
22;2;25.3451576233;13.2292537689;6;38.8800535202;1;19.5;12.5;8;25.0;
23;2;25.6640167236;13.1563282013;7;39.934220314;1;19.5;12.5;8;25.0;
24;3;25.980266571;13.0906953812;6;40.9503002167;1;19.5;12.5;8;25.0;
25;3;26.2850894928;13.0316257477;6;41.9028835297;2;19.5;12.5;7;25.0;
26;3;26.5708656311;12.9784631729;6;42.7725658417;2;19.5;12.5;8;25.0;
27;3;26.8317699432;12.9306163788;6;43.5470046997;2;19.5;12.5;8;25.0;
28;3;27.0641002655;12.8875551224;6;44.2209091187;2;19.5;12.5;8;25.0;
29;3;27.2662734985;12.8487997055;6;44.7951469421;2;19.5;12.5;8;25.0;
30;3;25.2453460693;13.8139200211;6;45.2753143311;2;17.5;13.5;8;25.0;
31;3;24.2265110016;14.7825279236;6;45.6701221466;2;16.5;14.5;7;25.0;
32;3;23.2265110016;13.7825279236;6;45.9899234772;2;15.5;15.5;9;25.0;
33;3;22.2265110016;13.7288475037;6;46.2455215454;2;14.5;16.5;8;25.0;
34;3;21.2265110016;13.7288475037;6;46.3707332611;3;14.5;17.5;7;26.0;
35;3;20.2265110016;13.6853666306;6;46.3336601257;3;14.5;18.5;8;26.0299999714;
36;3;20.6695175171;14.6668300629;6;46.3002948761;3;14.3090000153;19.5;8;26.0605909824;
37;3;21.5900878906;15.650147438;7;46.2702655792;3;14.3181772232;20.5;8;26.091766119;
38;3;22.581079483;17.1351318359;6;47.2432384491;3;14.3275299072;21.5;8;26.1235172749;
39;3;23.572971344;18.1216201782;6;47.2589139938;3;14.3370552063;22.5;9;26.1558350325;
