Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
7;1;11.0;10.0;6;20.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;11.0;10.0;6;20.3999996185;2;11.4200000763;10.1999998093;4;21.8564003706;
9;1;11.1199998856;10.1999998093;6;20.7264003754;2;11.5569200516;10.3632001877;4;22.2658027411;
10;1;11.2179203033;10.3632001877;6;20.9903717041;2;11.6797409058;10.4951858521;2;23.5306534767;
11;1;11.2971115112;10.4951858521;6;22.0419120789;2;12.0591964722;11.0209560394;2;24.6489018202;
12;2;11.6125736237;11.2209558487;5;23.9143505096;2;14.0591964722;11.4571752548;2;25.6380903721;
13;2;13.6125736237;11.4571752548;5;24.6514065266;2;16.0591964722;11.8107032776;3;26.5222804546;
14;2;15.6125736237;11.8107032776;5;25.2438547611;2;17.3142776489;12.0916318893;3;27.3279397488;
15;2;16.5731563568;12.0916318893;5;25.7143762112;2;18.4241714478;12.3113050461;3;28.0808603764;
16;2;16.7143135071;12.3113050461;5;26.0852768421;2;19.5483036041;12.4808797836;2;28.5832509995;
17;2;16.8255825043;12.4808797836;5;26.1558350325;2;19.6125736237;12.5;2;29.0998392105;
18;2;16.8467502594;12.5;3;26.1887089014;2;21.6125736237;12.5;2;29.6697235107;
19;2;18.8451404572;12.5;3;26.2221269608;2;22.9009170532;12.5;3;30.2922105789;
20;2;19.8551654816;12.5;3;26.2560760975;2;23.0876636505;12.5;3;30.9647336006;
21;2;20.8653507233;12.5;4;26.2905418873;2;23.2894210815;12.5;3;31.6826052666;
22;2;21.8756904602;12.5;5;26.3255085945;3;23.504781723;12.5;2;32.4389019012;
23;2;21.8976516724;12.5;5;26.3609591722;3;21.504781723;13.5;2;33.2245311737;
24;2;21.9082870483;12.5;6;26.3968753815;3;22.504781723;12.5;3;34.0285177231;
25;2;21.9190635681;12.5;6;26.4332377911;4;23.504781723;12.5;2;34.8385095596;
26;2;21.5;12.9299716949;6;26.4700255394;4;24.4515533447;12.5;2;35.6414785385;
27;2;21.5;12.9410076141;6;26.5072168112;4;24.6924438477;12.5;2;36.424533844;
28;2;21.9521656036;12.5;6;26.5447884798;4;24.9273605347;12.5;2;37.1757497787;
29;3;21.9634361267;12.5;5;26.5827163458;4;25.1527252197;12.5;2;37.8848962784;
30;3;19.5;13.5;5;26.6209751368;4;23.3654689789;13.5;3;39.5439720154;
31;3;18.5;15.3104877472;5;26.6595385075;4;23.3654689789;14.0;3;40.1874952316;
32;3;17.5;16.3297691345;5;26.6983793974;4;24.3654689789;14.5;3;40.7737116814;
33;3;16.5;17.3491897583;5;26.7374696732;4;23.5;16.0405921936;3;41.3020327091;
34;3;15.5;18.3687343597;5;26.7767804861;4;23.8370666504;16.5;3;41.7738503218;
35;3;14.5;19.3883895874;5;26.8162822723;4;22.5;16.0835533142;3;42.19209373;
36;3;14.0;20.4081420898;6;26.8559447527;4;22.8635520935;15.5;3;42.5607607365;
37;3;14.0;21.4279727936;6;26.8957372904;4;21.5;15.1288738251;3;42.8844897747;
38;3;14.0;22.4478683472;4;26.9356285334;4;21.5;15.1524076462;3;43.1681902409;
