Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;11.0;10.0;5;20.3999996185;2;11.4200000763;10.1999998093;4;21.8264003992;
9;2;11.1199998856;10.3999996185;4;21.7264003754;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;11.5179204941;10.3632001877;4;21.9903717041;2;11.659781456;10.4951858521;3;23.4054436684;
11;2;11.597111702;10.4951858521;4;23.0819120407;2;12.0216331482;11.0209560394;3;24.4501843452;
12;2;11.9245738983;11.0209560394;4;23.99553442;2;14.0216331482;11.4571752548;3;25.3486692905;
13;2;13.9245738983;11.4571752548;4;24.7449600697;2;16.0216331482;11.8107032776;4;26.1225088835;
14;2;15.9245738983;11.8107032776;4;25.3503712416;2;17.1943473816;12.0916318893;4;26.7957427502;
15;2;16.6051120758;12.0916318893;3;25.8344515562;2;18.2645130157;12.3113050461;4;27.3919057846;
16;2;16.7503356934;12.3113050461;3;26.2195074558;2;19.3416175842;12.4808797836;4;27.7113106251;
17;2;16.865852356;12.4808797836;3;26.3048160076;2;20.4259662628;12.5;4;28.0173821449;
18;2;16.8914451599;12.5;3;26.3530313969;2;21.5177879333;12.5;4;28.3487696648;
19;2;18.8944358826;12.5;3;26.4023760557;2;22.5046310425;12.5;5;28.7054548264;
20;2;19.9092407227;12.5;3;26.4528282881;2;22.6116371155;12.5;5;29.0869145393;
21;2;20.9243755341;12.5;4;26.5043625832;2;22.7260742188;12.5;5;29.4920539856;
22;2;21.9398365021;12.5;5;26.5569496155;3;22.8476161957;12.5;4;29.9191560745;
23;2;21.9670848846;12.5;5;26.6105561256;3;22.9757461548;12.5;4;30.3658571243;
24;2;21.9831676483;12.5;6;26.6651450396;3;23.1097564697;12.5;5;30.8291530609;
25;2;21.9995441437;12.5;6;26.72067523;3;23.2487449646;12.5;5;31.3054442406;
26;2;22.0162029266;12.5;6;26.7771017551;3;23.3916339874;12.5;5;31.790620327;
27;2;22.0331306458;12.5;6;26.8343759775;3;23.5371856689;12.5;5;32.2801818848;
28;3;22.0503120422;12.5;5;26.8924454451;3;23.6840553284;12.5;5;32.7693967819;
29;3;22.0677337646;12.5;5;26.9512542486;3;23.8308181763;12.5;5;33.2534770966;
30;3;21.5;13.4756269455;5;27.0107431412;3;21.9760437012;13.5;5;34.7277650833;
31;3;21.5;13.5053710938;5;27.0708494186;4;22.1183300018;14.5;4;35.2779129744;
32;3;22.1212539673;12.5;5;27.1315076351;4;22.2563743591;15.5;4;35.8171620369;
33;3;21.5;13.5;5;27.1926498413;4;21.2563743591;15.0935592651;4;36.34261024;
34;3;22.1577949524;12.5;5;27.2542052269;4;20.6438961029;14.5;4;36.8520202637;
35;3;21.5;13.5;5;27.3161010742;4;20.6776428223;15.5;5;37.3438515663;
36;3;22.1948299408;12.5;5;27.3782629967;4;19.7138538361;14.5;5;37.817248702;
37;3;22.2134780884;12.5;5;27.4406147003;4;19.9962501526;14.5;5;38.2719904184;
38;3;22.2321853638;12.5;4;27.5030794144;4;20.5;16.396112442;5;38.7084093094;
