Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;6;20.0;1;11.3999996185;16.0;6;31.5391998291;
4;1;11.0;10.0;5;20.0;1;11.3078403473;15.7695999146;6;30.9606399536;
5;1;12.0;10.0;5;20.0;1;12.3078403473;15.4803199768;6;30.4399356842;
6;1;13.0;10.0;5;20.0;1;13.3078403473;15.2199678421;6;29.9713020325;
7;2;14.4499998093;10.0;4;21.3999996185;1;13.9913902283;14.9856510162;6;29.6300125122;
8;2;14.6300001144;10.1999998093;4;21.7964004278;1;13.8890037537;14.8150062561;6;29.322851181;
9;2;14.8083791733;10.3632001877;4;22.9849785566;1;13.7968549728;14.6614255905;5;29.7494239807;
10;2;15.3432407379;10.9097137451;4;24.0001246929;1;15.8890037537;14.8747119904;5;29.7775993347;
11;2;17.3432407379;11.3658018112;4;24.8538434505;1;16.8890037537;14.8887996674;5;29.7775993347;
12;2;19.3432407379;11.7372808456;4;25.5655838251;1;17.8890037537;14.8887996674;5;29.7775993347;
13;2;20.4929256439;12.0336990356;4;26.1580847502;1;18.8890037537;14.8887996674;5;29.7775993347;
14;2;20.7711372375;12.2662630081;4;26.6542243958;1;19.8890037537;14.8887996674;6;29.7775993347;
15;2;20.9944019318;12.446267128;4;26.9068236351;1;20.8890037537;14.8887996674;6;29.7775993347;
16;2;21.1080703735;12.5;4;27.0611462593;1;20.9332809448;14.8887996674;6;29.7775993347;
17;2;23.12915802;12.5;4;27.2247776985;1;20.9332809448;14.8887996674;7;29.7775993347;
18;2;24.202791214;12.5;4;27.3977591991;1;20.9332809448;14.8887996674;7;29.7775993347;
19;2;25.280632019;12.5;5;27.5800426006;1;20.9332809448;14.8887996674;7;29.7775993347;
20;2;26.3626594543;12.5;5;27.7714805603;1;20.9332809448;14.8887996674;7;29.7775993347;
21;3;26.4971656799;12.5;4;27.9718174934;1;20.9332809448;14.8887996674;9;29.7775993347;
22;3;26.5873184204;12.5;4;28.1806821823;1;20.9332809448;14.8887996674;10;29.7775993347;
23;3;26.681306839;12.5;4;28.3975830078;1;20.9332809448;14.8887996674;10;29.7775993347;
24;3;26.7789115906;12.5;4;28.6219055653;1;20.9332809448;14.8887996674;10;29.7775993347;
25;3;26.879858017;12.5;4;28.8529140949;1;20.9332809448;14.8887996674;10;29.7775993347;
26;3;26.9838104248;12.5;5;29.089756012;1;20.9332809448;14.8887996674;11;29.7775993347;
27;3;27.0903892517;12.5;5;29.3314704895;1;20.9332809448;14.8887996674;11;29.7775993347;
28;4;27.1991615295;12.5;4;29.5770010948;1;20.9332809448;14.8887996674;11;29.7775993347;
29;4;27.3096504211;12.5;4;29.8252120018;1;20.9332809448;14.8887996674;12;29.7775993347;
30;4;27.4213447571;12.5;4;30.0749063492;1;20.9332809448;14.8887996674;12;29.7775993347;
31;4;27.533706665;12.5;4;30.3248500824;1;20.9332809448;14.8887996674;12;29.7775993347;
32;4;27.6461830139;12.5;4;30.5737948418;1;20.9332809448;14.8887996674;12;29.7775993347;
33;4;27.7582073212;12.5;4;30.8205022812;1;20.9332809448;14.8887996674;12;29.7775993347;
34;4;27.8692264557;12.5;4;32.0637698174;1;20.9332809448;14.8887996674;12;29.7775993347;
35;4;28.9786968231;12.8999996185;3;32.3324534893;1;20.9332809448;14.8887996674;12;29.7775993347;
36;4;30.0861034393;12.9119997025;3;32.5960805416;1;20.9332809448;14.8887996674;12;29.7775993347;
37;4;30.6682376862;15.9119997025;3;32.8536784649;1;20.9332809448;14.8887996674;12;29.7775993347;
38;4;30.784154892;18.9120006561;3;34.1043860912;1;20.9332809448;14.8887996674;13;29.7775993347;
39;4;31.8969745636;22.9120006561;2;34.3974653482;2;20.0399513245;14.8887996674;11;44.7775993347;
40;4;33.0063591003;26.9119987488;3;34.6842819452;2;21.0399513245;14.8887996674;11;45.5275993347;
