Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;4;20.0;2;11.5999994278;16.0;5;33.0;
3;1;11.0;10.0;4;20.0;2;11.5999994278;16.0;5;32.7715995312;
4;1;11.0;10.0;4;20.0;2;11.5543193817;15.8719997406;5;32.5692776442;
5;1;12.0;10.0;4;20.0;2;12.6655035019;15.7567996979;5;32.3904672861;
6;1;13.0;10.0;4;20.0;2;13.6740674973;15.6531200409;5;32.2328542471;
7;1;14.0;10.0;4;20.3999996185;2;14.6698570251;15.5598077774;5;32.1863569021;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;14.6559066772;15.5218267441;5;32.1478997469;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;14.644370079;15.4876441956;5;33.4696599245;
10;2;15.2687425613;10.9097137451;3;23.7316036224;2;16.6836891174;16.1171722412;5;34.4393271208;
11;2;17.268743515;11.3658018112;3;24.5145616531;2;18.6836891174;16.5693645477;5;35.1372689009;
12;2;19.268743515;11.7372808456;3;25.1485819817;2;20.6836891174;16.884393692;4;35.4789800644;
13;2;20.3052749634;12.0336990356;3;25.6560795307;2;21.7447891235;17.0200004578;5;35.5520949364;
14;2;21.3243408203;12.2662630081;3;26.0596417189;2;22.7667236328;17.0200004578;6;35.6278191805;
15;2;22.3439407349;12.446267128;4;26.211841464;2;23.789440155;17.0200004578;6;35.7061332464;
16;3;23.3640708923;12.5;3;26.2577478886;3;24.7118396759;17.0200004578;5;35.7870050669;
17;3;24.3847293854;12.5;3;26.3048160076;3;24.2119998932;17.0200004578;5;35.8703894615;
18;3;25.4059104919;12.5;3;26.3530313969;3;24.7611160278;17.0200004578;6;35.956227541;
19;3;25.8588638306;12.5;3;26.4023760557;3;24.7868671417;17.0200004578;6;36.0444462299;
20;3;25.8810691833;12.5;3;26.4528282881;3;24.8133335114;17.0200004578;6;36.1349580288;
21;3;25.9037723541;12.5;3;26.5043625832;3;24.8404865265;17.0200004578;6;36.2276608944;
22;3;25.9269638062;12.5;4;26.5569496155;3;24.2119998932;17.6762981415;6;36.3224377632;
23;3;25.9506263733;12.5;4;26.6105561256;3;24.2119998932;18.1612186432;6;36.419157505;
24;3;25.9747505188;12.5;4;26.6651450396;3;24.9257469177;17.0200004578;6;37.5176746845;
25;4;25.9993152618;12.5;3;26.72067523;3;25.9553012848;17.5200004578;6;37.8202302456;
26;4;25.25;12.5;3;26.7771017551;3;26.9853477478;17.6212005615;6;38.1627846956;
27;4;26.0496959686;12.5;3;26.8343759775;3;26.6450004578;18.0200004578;7;38.5514221191;
28;4;26.0754699707;12.5;2;26.8924454451;3;27.5654258728;17.0200004578;7;38.9927732944;
29;4;26.101600647;12.5;3;26.9512542486;3;27.0779056549;18.0200004578;7;39.4938600063;
30;5;26.1280651093;12.5;2;27.0107431412;3;25.8481578827;18.0200004578;7;40.0618302822;
31;5;26.1548347473;12.5;2;27.0708494186;4;25.0185489655;19.0200004578;6;40.7035605907;
32;5;26.1818828583;12.5;2;27.1315076351;4;24.2110671997;20.0200004578;6;41.4251012802;
33;5;26.2091789246;12.5;2;27.1926498413;4;23.2119998932;20.0200004578;6;42.2309658527;
34;5;26.2366924286;12.5;2;27.2542052269;4;23.2119998932;19.0200004578;5;43.1232831478;
35;5;26.2643928528;12.5;2;27.3161010742;4;23.8805866241;18.0200004578;5;44.1008822918;
36;5;26.2922458649;12.5;3;28.3782629967;4;26.1421890259;21.0200004578;6;45.1584267616;
37;5;27.3202190399;15.5;3;28.4806146622;4;27.5475273132;24.0200004578;6;46.2857699394;
38;5;28.3482761383;18.5;3;28.5842633247;4;28.8857307434;27.0200004578;7;47.4677269459;
39;5;28.8629188538;21.5;4;28.6891329288;4;30.2403182983;30.0200004578;7;48.6844439507;
40;5;28.9101104736;24.5;6;28.7951439619;4;29.3931751251;33.0200004578;9;49.9124689102;
41;5;28.4326171875;27.5;6;28.9022139311;4;30.7315273285;32.0200004578;9;51.1264724731;
42;5;28.4606666565;27.5;6;29.0102579594;4;29.0032958984;33.0200004578;11;52.3013973236;
43;5;29.0546169281;27.5;7;29.1191885471;4;28.7315273285;33.0200004578;11;53.4146795273;
44;5;29.103635788;27.5;8;29.2289156914;4;29.7315273285;34.0200004578;11;54.448120594;
45;5;29.153011322;27.5;8;29.3393474817;4;31.7315273285;32.0200004578;11;55.3890891075;
46;5;29.2027053833;27.5;9;29.4503902197;4;31.232673645;33.0200004578;11;56.2308864594;
47;5;29.2526741028;27.5;9;29.5619487762;4;31.4588260651;34.0200004578;11;56.9723386765;
48;5;29.3028774261;27.5;10;29.6739268303;4;32.6556129456;32.0200004578;12;57.6168293953;
