Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;2;11.5999994278;16.0;3;33.0;
2;1;11.0;10.0;5;20.0;2;11.5999994278;16.0;3;33.1499999762;
3;1;11.0;10.0;6;20.0;2;11.6299991608;16.0;3;33.320775032;
4;1;11.0;10.0;6;20.0;2;11.6641550064;16.0;3;33.5146545172;
5;1;12.0;10.0;6;20.0;2;12.8543958664;16.0;2;33.7340574265;
6;1;13.0;10.0;6;20.0;2;13.9202165604;16.0;2;33.9814370871;
7;1;14.0;10.0;6;20.3999996185;2;14.994430542;16.0;2;34.9190199375;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;15.4757061005;16.3199996948;2;34.9973418713;
9;2;14.7768793106;10.3632001877;5;22.8394274712;2;15.4992027283;16.2059993744;2;36.2600607872;
10;2;15.2777423859;10.9097137451;5;23.7717995644;2;17.6908817291;16.631893158;2;37.3148312569;
11;2;17.2777423859;11.3658018112;5;24.5351434946;2;19.6908817291;16.9273109436;3;38.019926548;
12;2;19.2777423859;11.7372808456;5;25.1485489607;3;21.6908817291;17.0200004578;4;38.5970187187;
13;2;20.3052597046;12.0336990356;5;25.6344225407;3;23.1591053009;17.0200004578;4;39.2314915657;
14;2;20.535490036;12.2662630081;5;26.0153459311;3;24.3494472504;17.0200004578;4;39.9213633537;
15;2;20.706905365;12.446267128;5;26.1438889503;3;25.5564079285;17.0200004578;4;40.662334919;
16;2;20.764749527;12.5;5;26.1651208401;3;26.1986999512;17.0200004578;5;41.4475889206;
17;2;22.725944519;12.5;5;26.1864993572;3;26.4342765808;17.0200004578;5;42.2677879333;
18;2;23.7355651855;12.5;5;26.2080165148;3;26.6803359985;17.0200004578;6;43.1113185883;
19;2;24.7452487946;12.5;6;26.2296639681;3;26.9333953857;17.0200004578;6;43.9648103714;
20;2;25.754989624;12.5;6;26.2514331341;3;27.1894416809;17.0200004578;6;44.8138971329;
21;2;25.8131446838;12.5;6;26.2733153105;3;27.4441680908;17.0200004578;6;45.6441450119;
22;2;25.8229923248;12.5;6;26.2953014374;3;27.6932430267;17.0200004578;7;46.4420289993;
23;2;25.8328857422;12.5;6;26.3173824549;3;27.9326095581;17.0200004578;7;47.1958208084;
24;2;25.8428230286;12.5;7;26.3395489454;3;28.158744812;17.0200004578;7;47.8962602615;
25;3;25.8527965546;12.5;6;26.3617914915;3;28.3688774109;17.0200004578;7;48.5369377136;
26;3;25.8628063202;12.5;6;26.3841004372;3;28.5610809326;17.0200004578;7;49.1143598557;
27;3;25.872844696;12.5;6;26.4064661264;3;28.7343082428;17.0200004578;7;49.627737999;
28;3;25.8829097748;12.5;6;26.428878665;3;28.8883209229;17.0200004578;7;50.0785770416;
29;3;25.8929958344;12.5;6;26.4513280392;3;29.0235729218;17.0200004578;7;50.4701461792;
30;3;25.9030971527;12.5;5;26.4738043547;3;29.1410446167;17.0200004578;8;50.8069400787;
31;3;25.9132118225;12.5;5;26.4962974787;3;29.2420806885;17.0200004578;8;51.0941677094;
32;3;25.9233341217;12.5;5;26.5187973976;3;29.328250885;17.0200004578;8;51.3373317719;
33;3;25.9334583282;12.5;5;26.5412938595;3;29.4011993408;17.0200004578;8;51.5200004578;
34;3;25.9435825348;12.5;5;26.5637768507;3;29.4559993744;19.0200004578;8;51.5200004578;
35;3;25.9536991119;12.5;5;26.5862361193;3;29.4559993744;21.0200004578;8;51.5200004578;
36;3;25.9638061523;12.5;5;26.6086617708;3;29.4559993744;23.0200004578;9;51.5200004578;
37;4;25.973897934;14.5;4;26.6310436726;3;29.4559993744;25.0200004578;9;51.5200004578;
38;4;25.9839706421;16.5;5;26.6533719301;3;29.4559993744;27.0200004578;9;51.5200004578;
39;4;25.9940166473;18.5;5;26.6756366491;3;29.4559993744;27.0200004578;9;51.5200004578;
40;4;26.0040359497;20.5;4;26.6978281736;3;29.4559993744;27.0200004578;10;51.5200004578;
41;4;26.0140228271;22.5;5;26.7199368477;3;29.4559993744;27.0200004578;10;51.5200004578;
42;5;26.0239715576;22.5;4;26.7419531345;3;29.4559993744;27.0200004578;11;51.5200004578;
43;5;26.0338783264;22.5;4;26.7638677359;3;29.4559993744;27.0200004578;11;51.5200004578;
44;5;26.0437412262;22.5;3;26.7856714725;3;29.4559993744;27.0200004578;11;51.5200004578;
45;5;26.0535526276;22.5;2;26.8073554039;3;29.4559993744;27.0200004578;12;51.5200004578;
46;5;26.0633106232;22.5;2;26.8289107084;3;29.4559993744;27.0200004578;12;51.5200004578;
47;5;26.073009491;22.5;2;26.8503289223;3;29.4559993744;27.0200004578;12;51.5200004578;
48;5;26.0826473236;22.5;1;26.8716015816;3;29.4559993744;27.0200004578;13;51.5200004578;
49;5;26.0922203064;22.5;2;26.8927206993;3;29.4559993744;27.0200004578;13;51.5200004578;
50;5;26.1017246246;22.5;2;26.9136784077;3;29.4559993744;27.0200004578;14;51.5200004578;
51;5;26.1111545563;22.5;2;26.9344670773;3;29.4559993744;27.0200004578;14;51.5200004578;
