Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;11.0;10.0;5;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;12.0;10.0;4;20.0;1;12.3487997055;15.7567996979;6;31.3062400818;
6;1;13.0;10.0;4;20.0;1;13.3487997055;15.6531200409;6;31.1196155548;
7;1;14.0;10.0;4;20.3999996185;1;14.3358850479;15.5598077774;6;31.0436534882;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;14.3130960464;15.5218267441;6;30.9752883911;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;14.2925863266;15.4876441956;6;32.2343444824;
10;1;14.8187427521;10.9097137451;4;22.7316036224;1;16.3130950928;16.1171722412;6;33.1387290955;
11;2;16.8187427521;11.3658018112;3;24.4745616913;1;17.3130950928;16.5693645477;6;33.768787384;
12;2;18.8187427521;11.7372808456;3;25.1973980665;1;18.3130950928;16.884393692;5;34.0400009155;
13;2;20.3272438049;12.0336990356;4;25.8079570532;1;19.3130950928;17.0200004578;6;34.0400009155;
14;2;21.3926868439;12.2662630081;4;26.3302583694;1;20.3130950928;17.0200004578;6;34.0400009155;
15;2;22.465719223;12.446267128;4;26.6183350086;1;21.3130950928;17.0200004578;6;34.0400009155;
16;2;23.5469932556;12.5;4;26.8187118769;1;22.2119998932;17.0200004578;7;34.0400009155;
17;2;24.6371631622;12.5;4;27.0402543545;1;22.2119998932;17.0200004578;7;34.0400009155;
18;2;25.7368564606;12.5;4;27.2842636108;1;22.2119998932;17.0200004578;7;34.0400009155;
19;2;26.2779178619;12.5;5;27.5518820286;1;22.2119998932;17.0200004578;7;34.0400009155;
20;2;26.3983459473;12.5;6;27.8440244198;1;22.2119998932;17.0200004578;8;34.0400009155;
21;2;26.5298118591;12.5;7;28.1613030434;1;22.2119998932;17.0200004578;8;34.0400009155;
22;2;26.672586441;12.5;7;28.5039470196;1;22.2119998932;17.0200004578;8;34.0400009155;
23;2;26.8267765045;12.5;7;28.871723175;1;22.2119998932;17.0200004578;8;34.0400009155;
24;2;26.992275238;12.5;7;29.263862133;2;22.2119998932;17.0200004578;7;34.0400009155;
25;2;25.25;13.5;7;29.6789975166;2;22.2119998932;17.0200004578;7;34.0400009155;
26;3;25.25;14.3715991974;6;30.1151270866;2;22.2119998932;17.0200004578;6;34.0400009155;
27;3;25.25;14.5460510254;6;30.5695996284;2;22.2119998932;17.0200004578;6;34.0400009155;
28;3;25.25;14.7278404236;5;31.0391392708;2;22.2119998932;17.0200004578;5;34.0400009155;
29;3;25.25;14.9156551361;5;31.5199065208;2;22.2119998932;17.0200004578;5;34.0400009155;
30;3;25.25;15.1079626083;5;32.007601738;2;20.2119998932;18.0200004578;5;34.0400009155;
31;3;25.25;15.3030405045;5;32.4976010323;2;19.2119998932;19.0200004578;6;34.0400009155;
32;3;25.25;15.4990406036;5;32.9851250648;2;18.2119998932;20.0200004578;5;34.0400009155;
33;3;25.25;15.6940498352;5;33.465420723;2;17.2119998932;21.0200004578;5;34.0400009155;
34;3;25.25;15.8861684799;6;33.9339466095;2;16.2119998932;22.0200004578;5;34.0400009155;
35;3;25.25;16.0735778809;5;34.3865451813;2;15.2119998932;23.0200004578;5;34.0400009155;
36;3;25.25;18.0735778809;5;34.8195896149;2;16.2119998932;21.0200004578;6;34.0400009155;
37;3;25.25;20.0735778809;5;35.2300891876;2;17.2119998932;20.0200004578;6;34.0400009155;
38;3;25.25;22.0735778809;5;35.6157541275;2;18.2119998932;19.0200004578;7;34.0400009155;
39;3;25.25;24.0735778809;5;35.9750175476;2;19.2119998932;18.0200004578;7;34.0400009155;
40;3;25.25;26.0735778809;5;37.307009697;2;20.2119998932;17.0200004578;7;34.0400009155;
41;3;26.25;28.0228042603;6;37.6615064144;2;21.2119998932;17.0200004578;7;34.0400009155;
