Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;11.0;10.0;5;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;12.0;10.0;5;20.0;1;12.3487997055;15.7567996979;6;31.1014404297;
6;1;13.0;10.0;5;20.0;1;13.3487997055;15.5507202148;6;30.7304954529;
7;1;14.0;10.0;5;20.3999996185;1;14.2191486359;15.3652477264;6;30.4822463989;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;14.1446743011;15.2411231995;6;30.2588214874;
9;2;15.3268795013;10.3632001877;4;22.8194274902;1;14.0776462555;15.1294107437;6;30.9890213013;
10;2;16.8187427521;10.9097137451;4;23.7516036034;1;16.1446743011;15.4945106506;6;31.5105609894;
11;2;18.8187427521;11.3658018112;4;24.5147576332;2;18.1446743011;15.7552804947;5;32.672000885;
12;2;20.8187427521;11.7372808456;4;25.1279798746;2;20.1446743011;15.8360004425;5;32.6904008389;
13;2;22.8187427521;12.0336990356;5;25.6136769056;2;21.4501953125;15.8360004425;6;32.7089520693;
14;2;24.3052597046;12.2662630081;5;25.9944307804;2;22.4557590485;15.8360004425;6;32.7276488543;
15;2;25.3145961761;12.446267128;5;26.1228116751;2;23.4613685608;15.8360004425;6;32.7464853525;
16;2;26.3240089417;12.5;5;26.1438889503;2;23.8239459991;15.8360004425;6;32.7654554844;
17;2;27.3334922791;12.5;5;26.1651208401;2;23.5016002655;16.1640377045;6;32.7845531702;
18;2;28.3430480957;12.5;5;26.1864993572;2;23.8353652954;15.8360004425;7;32.8037719727;
19;2;28.7839241028;12.5;6;26.2080165148;2;23.8411312103;15.8360004425;7;32.823105216;
20;2;28.7936077118;12.5;6;26.2296639681;2;23.5016002655;16.1813316345;8;32.8425462246;
21;2;28.8033485413;12.5;6;26.2514331341;2;23.8527641296;15.8360004425;8;32.862087965;
22;2;28.8131446838;12.5;5;26.2733153105;2;23.5016002655;16.1930274963;8;32.8817234039;
23;2;28.8229923248;12.5;5;26.2953014374;2;23.5016002655;16.4408607483;8;32.9014452696;
24;2;28.8328857422;12.5;5;26.3173824549;2;23.5016002655;16.4507217407;8;32.921246171;
25;2;26.25;14.0269527435;5;26.3395489454;2;23.5016002655;16.4606227875;8;32.941118598;
26;2;27.25;13.0358200073;5;26.3617914915;2;23.8823356628;15.8360004425;9;32.9610549212;
27;2;25.25;14.044716835;5;26.3841004372;2;23.5016002655;16.4805278778;9;32.9810475111;
28;2;24.25;15.0536403656;6;26.4064661264;2;23.8943138123;15.8360004425;9;33.0010883808;
29;2;23.25;16.0625858307;6;26.428878665;2;23.5016002655;16.5005435944;9;33.0211697817;
30;2;22.25;17.0715522766;6;26.4513280392;2;23.5016002655;16.5105857849;10;33.0412836075;
31;2;21.25;18.080532074;6;26.4738043547;2;23.5016002655;16.5206413269;11;33.0614218712;
32;2;20.25;19.0895214081;6;26.4962974787;2;23.5016002655;16.5307102203;11;33.0815764666;
33;2;19.25;20.0985183716;6;26.5187973976;2;23.9244728088;15.8360004425;11;33.1017394066;
34;2;18.25;21.1075191498;7;26.5412938595;2;23.5016002655;16.550868988;12;33.1219024658;
35;2;17.25;22.1165180206;7;26.5637768507;2;23.5016002655;16.5609512329;12;33.142057538;
36;2;18.25;20.1255111694;7;26.5862361193;4;22.5514411926;16.5122261047;9;48.162196517;
37;2;17.0;22.1255111694;7;26.6086617708;4;23.5514411926;16.521490097;9;48.9323112965;
38;2;17.0;24.1255111694;7;26.6310436726;4;24.9592247009;19.521490097;9;49.6217682362;
39;2;17.0;26.1255111694;7;26.6533719301;4;25.9646472931;22.521490097;10;50.2297258377;
40;2;17.0;28.1255111694;6;26.6756366491;4;26.9700584412;25.521490097;9;50.7586995363;
41;2;17.0;29.5;6;26.6978281736;4;27.9754562378;27.7698631287;8;51.2136939764;
