Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
4;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
5;1;12.0;10.0;5;20.0;1;12.3999996185;16.0;6;32.0;
6;1;13.0;10.0;5;20.0;1;13.3999996185;16.0;6;32.0;
7;1;14.0;10.0;5;20.3999996185;1;14.3999996185;16.0;6;32.6399993896;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;14.7919998169;16.3199996948;6;33.0;
9;2;14.7768793106;10.3632001877;3;22.8494274616;1;14.8999996185;16.5;6;34.6500015259;
10;2;15.282242775;10.9097137451;3;23.7921946049;1;16.7919998169;17.3250007629;6;35.8107757568;
11;2;17.2822418213;11.3658018112;3;24.5663278103;1;17.7919998169;17.9053878784;6;36.5947532654;
12;2;19.2822418213;11.7372808456;2;25.1909153461;1;18.7919998169;18.2973766327;6;37.0;
13;2;20.3243255615;12.0336990356;3;25.6883610487;1;19.7919998169;18.5;7;37.0;
14;2;21.3388690948;12.2662630081;3;26.0812431574;1;20.7919998169;18.5;7;37.0;
15;2;22.3536624908;12.446267128;3;26.2221269608;1;21.7919998169;18.5;7;37.0;
16;2;23.3687000275;12.5;3;26.2560760975;1;22.7919998169;18.5;7;37.0;
17;2;24.3839759827;12.5;3;26.2905418873;1;23.1000003815;18.5;8;37.0;
18;2;25.3994865417;12.5;3;26.3255085945;1;23.1000003815;18.5;8;37.0;
19;2;25.8464794159;12.5;3;26.3609591722;1;23.1000003815;18.5;8;37.0;
20;2;25.8624305725;12.5;3;26.3968753815;1;23.1000003815;18.5;8;37.0;
21;2;25.8785934448;12.5;5;26.4332377911;1;23.1000003815;18.5;9;37.0;
22;2;25.8949565887;12.5;5;26.4700255394;1;23.1000003815;18.5;9;37.0;
23;2;25.9115104675;12.5;5;26.5072168112;1;23.1000003815;18.5;9;37.0;
24;2;25.9282474518;12.5;5;26.5447884798;1;23.1000003815;18.5;8;37.0;
25;2;25.9451541901;12.5;5;26.5827163458;1;23.1000003815;18.5;8;37.0;
26;2;25.962223053;12.5;7;26.6209751368;1;23.1000003815;18.5;8;37.0;
27;2;25.9794387817;12.5;7;26.6595385075;1;23.1000003815;18.5;8;37.0;
28;3;25.9967918396;12.5;6;26.6983793974;1;23.1000003815;18.5;9;37.0;
29;3;26.0142707825;12.5;6;26.7374696732;1;23.1000003815;18.5;9;37.0;
30;3;26.0318603516;12.5;7;26.7767804861;1;23.1000003815;18.5;9;37.0;
31;3;26.0495510101;12.5;7;26.8162822723;1;23.1000003815;18.5;10;37.0;
32;3;26.0673274994;12.5;7;26.8559447527;1;23.1000003815;18.5;11;37.0;
33;3;26.0851745605;12.5;7;26.8957372904;1;23.1000003815;18.5;10;37.0;
34;3;26.1030807495;12.5;7;26.9356285334;1;23.1000003815;18.5;11;37.0;
35;3;26.1210327148;12.5;7;26.9755871296;1;23.1000003815;18.5;12;37.0;
36;3;26.1390151978;12.5;6;27.015581131;1;23.1000003815;18.5;12;37.0;
37;3;26.1570110321;14.5;6;28.0555787086;1;23.1000003815;18.5;13;37.0;
38;3;27.1750106812;17.5;6;28.1155478954;1;23.1000003815;19.5;13;37.0;
39;3;28.1929969788;20.5;6;28.175652504;1;23.1000003815;20.5;13;37.0;
40;3;28.6790428162;23.5;6;28.2358549833;1;23.1000003815;21.5;13;37.0;
41;3;28.7061347961;26.5;11;28.2961169481;1;23.1000003815;22.5;13;37.0;
42;4;28.733253479;27.5;6;43.3564004898;1;23.1000003815;23.5;13;37.0;
43;4;29.7603797913;28.5;7;44.166667819;1;23.1000003815;23.5;14;37.0;
44;4;30.7874984741;29.5;7;44.89625597;1;23.1000003815;23.5;14;37.0;
45;4;31.8145961761;30.5;7;45.5442943573;1;23.1000003815;23.5;14;37.0;
