Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;11.0;10.0;4;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;12.0;10.0;4;20.0;1;12.3487997055;15.7567996979;6;31.3062400818;
6;1;13.0;10.0;4;20.0;2;13.6487998962;15.6531200409;5;32.1196155548;
7;1;14.0;10.0;3;20.3999996185;2;14.6358852386;15.5598077774;5;31.8666946888;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;14.5600090027;15.4162273407;5;31.643307209;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;14.4929924011;15.2870044708;5;32.3572311401;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;16.5922718048;15.6077241898;5;32.8884714842;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;18.5922718048;15.835059166;5;32.9711265564;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;20.5922718048;15.8360004425;5;33.0562046766;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;21.6649971008;15.8360004425;6;33.1456767321;
14;1;18.8187427521;12.2662630081;4;24.892534256;2;22.6918392181;15.8360004425;6;33.0501738787;
15;1;19.8187427521;12.446267128;4;25.0;2;23.7200202942;15.7412805557;5;32.9781301022;
16;1;20.8187427521;12.5;4;25.0;2;23.8934383392;15.6560325623;5;32.9276789427;
17;1;21.8187427521;12.5;4;25.0;2;23.8783035278;15.5793094635;6;32.8971174955;
18;1;22.8187427521;12.5;5;25.0;3;23.8691368103;15.5102586746;5;32.8848844767;
19;1;23.25;12.5;5;25.0;4;23.8654651642;15.4481124878;4;32.8895447254;
20;1;23.25;12.5;5;25.0;4;23.8668632507;15.3921813965;4;32.9097659588;
21;1;23.25;12.5;5;25.0;4;23.8729286194;15.341843605;4;32.9443056583;
22;1;23.25;12.5;6;25.0;4;23.8832912445;15.2965393066;5;32.9919986725;
23;1;23.25;12.5;6;25.0;4;23.8975982666;15.2557649612;5;33.0517456532;
24;1;23.25;12.5;6;25.0;4;23.9155235291;15.2190685272;5;33.1224987507;
25;1;23.25;12.5;6;25.0;4;23.936750412;15.186041832;5;33.2032551765;
26;1;23.25;12.5;6;25.0;4;23.9609775543;15.1563177109;5;33.2930512428;
27;1;23.25;12.5;6;25.0;4;23.9879150391;15.1295661926;5;33.3909535408;
28;1;23.25;12.5;6;25.0;4;24.0172863007;15.1054897308;5;33.4960567951;
29;1;23.25;12.5;6;25.0;4;24.0488185883;15.083820343;5;33.6074838638;
30;1;23.25;12.5;6;25.0;4;24.082244873;15.0643186569;5;33.724375248;
31;1;23.25;12.5;6;25.0;4;24.117313385;15.0467662811;5;33.8459002972;
32;1;23.25;12.5;6;25.0;4;24.1537704468;15.0309696198;5;33.9712471962;
33;1;23.25;12.5;7;25.0;4;24.1913738251;15.016752243;5;34.0996322632;
34;1;23.25;12.5;7;25.0;4;24.229888916;15.0039567947;6;34.2302975655;
35;1;23.25;12.5;8;25.0;4;24.2690887451;14.9924411774;6;34.3625130653;
36;1;23.25;12.5;9;25.0;4;24.3087539673;14.9820766449;7;34.4955849648;
37;1;23.25;12.5;9;25.0;4;24.3486766815;14.9727487564;7;34.6288523674;
38;1;23.25;12.5;9;25.0;4;24.3886547089;16.9727478027;7;34.7616958618;
39;1;23.25;13.5;10;25.0;4;24.4285087585;18.9727478027;7;34.8935346603;
40;1;23.25;14.5;10;25.0;4;24.4680595398;20.9727478027;7;35.0238337517;
41;1;23.25;15.5;10;25.0;4;24.50715065;22.9727478027;7;35.1521053314;
42;1;23.25;16.5;11;25.0;4;24.545633316;24.9383716583;9;35.2779068947;
43;1;23.25;17.5;11;25.0;4;24.5833721161;24.9334144592;9;35.4008479118;
44;1;23.25;17.5;12;25.0;4;24.6202526093;24.9289531708;9;35.5205860138;
