Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;2;11.5999994278;16.0;5;32.5391998291;
3;1;11.0;10.0;5;20.0;2;11.5078401566;15.7695999146;5;32.2785593271;
4;1;11.0;10.0;5;20.0;2;11.4557113647;15.5622396469;5;32.0813546181;
5;1;12.0;10.0;5;20.0;2;12.6239318848;15.3756160736;5;31.9459866285;
6;1;13.0;10.0;5;20.0;2;13.6840982437;15.207654953;5;31.6934323311;
7;1;14.0;10.0;5;20.3999996185;2;14.5080289841;14.9745693207;5;31.6080999374;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;14.4824295044;14.8050327301;5;31.5885159969;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;14.4765548706;14.6524496078;5;31.7009675503;
10;2;15.2687425613;10.9097137451;4;23.7616035938;2;16.6694965363;14.5396881104;5;31.8620121479;
11;2;17.268743515;11.3658018112;4;24.5351526737;2;18.6694965363;14.438202858;5;32.0830292702;
12;2;19.268743515;11.7372808456;3;25.1591641903;2;20.6694965363;14.346865654;5;32.3632149696;
13;2;20.3100376129;12.0336990356;4;25.6560432911;2;22.0331859589;14.2646617889;5;32.7011165619;
14;2;21.3243255615;12.2662630081;4;26.0483692884;2;23.1789455414;14.1906785965;6;33.0944013596;
15;2;22.3388690948;12.446267128;4;26.1887089014;2;23.9283218384;14.1240940094;6;33.5396494865;
16;2;23.3536624908;12.5;4;26.2221269608;2;24.0618934631;14.0641679764;6;34.0321984291;
17;2;24.3687000275;12.5;4;26.2560760975;3;24.2096595764;14.0102348328;5;34.566057682;
18;2;25.3839759827;12.5;4;26.2905418873;3;24.3698177338;13.9616947174;5;35.1339321136;
19;2;25.8307437897;12.5;5;26.3255085945;3;24.5401802063;13.9180088043;6;35.7273573875;
20;2;25.8464794159;12.5;5;26.3609591722;3;24.7182064056;13.8786907196;6;36.3369731903;
21;2;25.8624305725;12.5;5;26.3968753815;3;24.9010925293;13.8433046341;6;36.9528951645;
22;2;25.8785934448;12.5;5;26.4332377911;3;25.0858688354;13.811457634;6;37.5651721954;
23;2;25.8949565887;12.5;5;26.4700255394;3;25.2695503235;13.7827949524;6;38.1642818451;
24;2;25.9115104675;12.5;5;26.5072168112;4;25.4492855072;13.7569990158;6;38.7415904999;
25;2;25.25;13.1028871536;5;26.5447884798;4;23.4353542328;14.7337818146;7;39.2897520065;
26;2;25.25;13.1179151535;7;26.5827163458;4;22.4353542328;14.7337818146;7;39.8029727936;
27;3;25.25;13.1330862045;6;26.6209751368;4;21.4353542328;14.6940813065;7;40.2771444321;
28;4;25.25;13.1483898163;5;26.6595385075;4;22.2062950134;15.6771564484;7;40.7098388672;
29;4;25.25;13.1638154984;5;26.6983793974;4;22.1971549988;16.6619243622;7;41.1001806259;
30;4;25.25;13.1793518066;6;26.7374696732;5;21.1971549988;15.6619243622;5;56.0906448364;
31;4;25.25;13.1949882507;6;26.7767804861;5;20.1971549988;17.6619243622;5;58.1832723618;
32;4;23.25;14.2107124329;6;26.8162822723;5;21.1971549988;20.1219234467;5;59.2152974606;
33;4;24.25;13.2265129089;6;26.8559447527;5;21.1971549988;22.1478633881;5;60.1332302094;
34;4;22.25;14.2423782349;6;26.8957372904;5;20.1971549988;24.1749897003;6;60.9414297342;
35;4;21.25;15.2582950592;6;26.9356285334;5;20.1971549988;26.2033290863;6;61.6472425461;
36;4;20.25;16.2742519379;6;26.9755871296;5;20.1971549988;28.2329006195;6;63.1463389397;
37;4;19.25;17.2902355194;6;28.015581131;5;20.0;28.7237205505;6;63.5942312479;
38;4;21.25;20.2902355194;6;28.1155786514;5;21.0;30.7237205505;8;63.9930683374;
39;4;23.25;22.2902355194;6;29.5096232891;6;22.3916301727;33.7237205505;7;64.2948384285;
40;4;24.25;24.9152355194;10;30.6425417662;6;24.317276001;33.7296485901;7;64.3823132515;
41;5;25.25;27.4074211121;7;36.5487368107;6;24.4316425323;36.7253456116;8;64.479850769;
42;5;27.25;30.7840232849;7;36.5112973452;6;25.4526748657;39.1196784973;8;64.5869355202;
43;5;29.25;31.7812862396;8;36.5034438372;6;26.4743766785;40.2861175537;8;64.7030791044;
44;5;30.25;32.6623764038;8;37.5218224525;6;27.0;42.1614151001;8;64.8278164864;
45;5;32.2300758362;33.588973999;8;37.6034044027;7;28.8368721008;39.3456077576;6;65.9606984854;
46;5;33.2380828857;35.4800758362;8;38.8025616407;7;31.2875232697;38.6476974487;6;66.1423205137;
47;5;33.6460571289;37.8898468018;9;39.8028361797;7;32.3145217896;40.3779373169;7;66.3324718475;
48;5;33.963180542;40.1982460022;10;40.6452873945;7;33.9058074951;40.4456558228;8;66.5307281017;
49;5;34.2079772949;42.4259147644;10;41.1839572191;7;34.8332939148;40.6414985657;8;66.7366591692;
50;5;34.3148040771;44.0421829224;11;41.5776166916;7;34.5725440979;41.639831543;8;66.9498306513;
51;6;34.355140686;44.4239845276;9;56.9742001295;7;31.7408676147;44.557674408;10;68.1697994471;
52;6;36.0887145996;44.9236412048;9;58.123468399;8;31.7529144287;46.7842636108;9;68.486107111;
53;6;37.1739883423;45.9979820251;9;59.1945468187;8;31.4106903076;49.4755897522;10;68.6736593246;
54;6;36.4765663147;47.7664146423;10;60.1863373518;8;33.3529701233;47.490814209;11;68.8870745897;
55;6;36.5169372559;48.8773651123;11;61.1010797024;8;33.9294548035;47.5861740112;12;69.1249086857;
56;6;37.4423141479;49.1999359131;11;61.943477869;8;32.8051795959;50.1635398865;12;69.3858220577;
57;7;37.5356674194;50.2603683472;12;62.7198257446;8;33.5303268433;49.4607505798;13;69.668558836;
58;7;37.6308135986;51.3174667358;13;65.0430371761;9;34.2018623352;49.7287788391;12;69.9719285965;
59;7;38.2853889465;52.9513244629;15;66.9342131615;9;33.282535553;47.2534713745;14;71.9923356771;
60;7;38.8074951172;54.4082717896;15;68.4584670067;9;34.7407073975;50.9656677246;15;73.7228890657;
61;7;39.2248954773;55.7158737183;15;69.6610152721;9;34.8754768372;49.870300293;16;76.2103505135;
62;7;38.2060966492;57.9000015259;16;70.4309725761;9;37.5874938965;51.2211837769;16;77.2954108715;
