Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
4;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
5;1;12.0;10.0;5;20.0;1;12.3999996185;16.0;6;32.0;
6;2;13.4499998093;10.0;4;21.0;1;13.3999996185;16.0;6;31.7439994812;
7;2;14.4499998093;10.0;4;21.3999996185;2;14.6999998093;15.8719997406;5;32.6056003571;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;14.7816801071;15.8028001785;5;32.5086410046;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;14.7525920868;15.7405204773;5;33.6854803562;
10;2;15.2867431641;10.9097137451;3;23.8127875328;2;16.806892395;16.3007202148;5;34.5394141674;
11;2;17.2867431641;11.3658018112;3;24.5981152058;2;18.806892395;16.698223114;5;35.1497610807;
12;2;19.2867431641;11.7372808456;3;25.2345055342;2;20.806892395;16.9726676941;5;35.3084487915;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;21.8622150421;17.0200004578;5;35.3750619888;
14;2;21.3640708923;12.2662630081;4;26.1502821445;2;22.8821983337;17.0200004578;6;35.4442840815;
15;2;22.3847293854;12.446267128;4;26.3048160076;2;23.9029655457;17.0200004578;7;35.5161231756;
16;2;23.4059104919;12.5;4;26.3530313969;2;24.6548366547;17.0200004578;7;35.5905770063;
17;2;24.4276065826;12.5;4;26.4023760557;2;24.6771736145;17.0200004578;8;35.6676317453;
18;2;25.4498119354;12.5;4;26.4528282881;2;24.7002887726;17.0200004578;8;35.747261405;
19;2;25.9037723541;12.5;5;26.5043625832;2;24.7241783142;17.0200004578;8;35.8294273615;
20;2;25.9269638062;12.5;5;26.5569496155;2;24.7488288879;17.0200004578;8;35.9140775204;
21;2;25.9506263733;12.5;5;26.6105561256;2;24.7742233276;17.0200004578;8;36.0011457205;
22;3;25.9747505188;12.5;4;26.6651450396;2;24.8003425598;17.0200004578;9;36.0905513763;
23;3;25.25;12.5;4;26.72067523;2;24.8271656036;17.0200004578;10;36.1821997166;
24;3;26.0243034363;12.5;5;26.7771017551;2;24.8546600342;17.0200004578;10;36.2759809494;
25;4;26.0496959686;12.5;4;26.8343759775;2;24.8827934265;17.0200004578;10;36.3717708588;
26;4;26.0754699707;12.5;4;26.8924454451;2;24.9115314484;17.0200004578;11;36.469430685;
27;4;26.101600647;12.5;4;26.9512542486;2;24.9408283234;17.0200004578;11;36.5688083172;
28;4;26.1280651093;12.5;4;27.0107431412;2;24.9706420898;17.0200004578;11;36.6697378159;
29;4;26.1548347473;12.5;4;27.0708494186;2;25.0009212494;17.0200004578;11;36.7720415592;
30;4;26.1818828583;12.5;4;27.1315076351;2;25.0316123962;17.0200004578;11;36.8755302429;
31;4;26.2091789246;12.5;4;27.1926498413;3;24.0626583099;17.0200004578;8;65.730004549;
32;4;26.2366924286;12.5;4;28.2542052269;3;25.07280159;17.0200004578;8;67.8477573395;
33;4;27.2643928528;12.8999996185;4;28.3461010456;3;26.1043758392;17.0200004578;9;69.4878511429;
34;4;28.2922458649;12.9119997025;4;28.4388539791;3;27.1361198425;17.0200004578;9;70.7092885971;
35;4;28.3202190399;12.9242362976;4;28.5323808193;3;28.16796875;17.0200004578;9;71.596719265;
36;4;28.8395709991;15.9242362976;4;28.6265966892;3;29.1998519897;20.0200004578;9;72.2352025509;
37;4;28.8819675446;18.9242362976;4;28.7214144468;3;30.2317008972;22.5474472046;9;72.3655102253;
38;4;28.9246368408;21.9242362976;4;28.8167454004;3;31.2634525299;24.5450000763;9;72.470790863;
39;4;28.9675369263;24.9242362976;4;28.9124994278;4;32.2950363159;26.5450000763;9;72.5752961636;
40;4;29.0106239319;27.5;4;29.0085861683;4;33.3263893127;28.5450000763;9;72.6788127422;
41;4;29.0538635254;27.5;5;29.1049144268;4;34.3574447632;28.5450000763;9;72.7811346054;
