Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;2;11.5999994278;16.0;5;32.7439994812;
3;1;11.0;10.0;5;20.0;2;11.5487995148;15.8719997406;5;32.5503994226;
4;1;11.0;10.0;5;20.0;2;11.5100803375;15.7567996979;5;32.3808127642;
5;1;12.0;10.0;5;20.0;2;12.6250915527;15.6531200409;5;31.8593405485;
6;1;13.0;10.0;4;20.0;2;13.6352291107;15.3754882812;4;31.3940831423;
7;1;14.0;10.0;4;20.3999996185;2;14.4182243347;15.1256198883;4;31.0599573851;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;14.317987442;14.9409780502;4;30.7634272575;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;14.2290287018;14.7748003006;4;31.0630040169;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;16.3502082825;14.8887996674;4;31.1378829479;
11;2;16.8187427521;11.3658018112;3;24.4745616913;2;18.3502101898;14.8887996674;4;31.2161052227;
12;2;18.8187427521;11.7372808456;3;25.1573981047;2;20.3502101898;14.8887996674;4;31.2977004051;
13;2;20.3092422485;12.0336990356;4;25.7196450233;2;21.4206180573;14.8887996674;4;31.3826835155;
14;2;21.3529472351;12.2662630081;4;26.1842726469;2;22.4461135864;14.8887996674;4;31.4710536003;
15;2;22.4000244141;12.446267128;4;26.4042263031;2;23.4413166046;14.8887996674;4;31.5627925396;
16;2;23.4506454468;12.5;4;26.5249304771;2;23.4688396454;14.8887996674;5;31.6578634977;
17;2;24.5049610138;12.5;4;26.6541694403;2;23.4973602295;14.8887996674;5;31.7562098503;
18;2;25.563117981;12.5;4;26.7922235727;2;22.9332809448;15.4823827744;5;31.8577542305;
19;2;26.0565013885;12.5;4;26.9393253326;2;22.9332809448;15.512845993;5;31.9623978138;
20;2;26.1226959229;12.5;4;27.0956480503;2;23.5887203217;14.8887996674;6;32.0700192451;
21;2;26.1930408478;12.5;5;27.261295557;2;23.621006012;14.8887996674;6;32.1804749966;
22;2;26.2675819397;12.5;5;27.4362905025;2;22.9332809448;15.609662056;7;32.2935986519;
23;2;26.3463306427;12.5;5;27.6205644608;2;22.9332809448;16.1467990875;7;32.4092018604;
24;2;26.4292545319;12.5;5;27.8139474392;2;22.9332809448;16.2046012878;8;32.527074337;
25;2;26.5162773132;12.5;5;28.016159296;2;22.9332809448;16.2635364532;8;32.6469857693;
26;2;26.6072711945;12.5;7;28.2268030643;2;22.9332809448;16.3234920502;8;32.7686860561;
27;2;26.7020606995;12.5;7;28.445360899;2;22.9332809448;16.3843421936;8;32.8919079304;
28;2;26.8004131317;12.5;8;28.6711919308;2;22.9332809448;16.4459533691;8;33.0163686275;
29;2;26.9020366669;12.5;6;28.9035346508;2;22.9332809448;16.508184433;8;33.1417722702;
30;2;27.0065898895;12.5;6;29.141512394;2;22.9332809448;16.5708866119;8;33.2678124905;
31;2;27.1136798859;12.5;6;29.3841423988;2;22.9332809448;16.6339054108;8;33.3941760063;
32;2;27.222864151;12.5;7;29.6303496361;2;22.9332809448;16.6970882416;8;33.5205442905;
33;2;27.333656311;12.5;7;29.8789830208;2;22.9332809448;16.7602729797;8;33.6465983391;
34;2;27.4455413818;12.5;8;30.1288366318;2;22.9332809448;16.823299408;9;33.7720205784;
35;2;27.557975769;12.5;8;30.3786706924;2;22.9332809448;16.8860111237;9;33.8964986801;
36;2;27.6704025269;12.5;9;30.6272368431;2;22.9332809448;16.9482498169;8;34.0197286606;
37;2;27.7822570801;14.5;9;30.8733024597;2;22.9332809448;17.0098648071;7;34.1414179802;
38;2;27.8929862976;16.5;9;31.1156759262;2;23.9332809448;19.0098648071;7;34.2612876892;
39;2;28.0020542145;18.5;10;31.353228569;2;24.2783870697;21.0098648071;6;34.3790755272;
40;2;28.1089515686;20.5;10;31.5849161148;2;22.9332809448;22.8887996674;6;34.4945378304;
41;2;28.2132110596;22.5;9;31.8097963333;2;22.9332809448;23.8887996674;7;34.6074509621;
42;2;28.3144073486;22.5;10;32.0270428658;2;22.9332809448;24.8887996674;7;34.7176136971;
43;3;28.4121704102;22.5;6;47.2359538078;2;22.9332809448;24.8887996674;7;34.8248467445;
44;3;29.5061798096;23.5;7;48.1859588623;2;22.9332809448;24.8887996674;7;34.9289951324;
