Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;4;31.7439994812;
3;1;11.0;10.0;5;20.0;1;11.3487997055;15.8719997406;4;31.5135993958;
4;1;11.0;10.0;5;20.0;1;11.3027200699;15.7567996979;4;31.3062400818;
5;1;12.0;10.0;5;20.0;1;12.3027200699;15.6531200409;4;31.1196155548;
6;1;13.0;10.0;5;20.0;2;13.6027202606;15.5598077774;3;31.9516544342;
7;1;14.0;10.0;5;20.3999996185;2;14.5854969025;15.4758272171;3;31.9108884335;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;14.573266983;15.4462442398;3;31.8761903048;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;14.5628576279;15.4196195602;3;33.209451437;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;16.5901641846;16.0673618317;3;34.1817996502;
11;2;16.8187427521;11.3658018112;3;24.4745616913;2;18.5901641846;16.5341625214;4;34.870661974;
12;2;18.8187427521;11.7372808456;3;25.0973980427;3;20.5901641846;16.860162735;3;35.2279955149;
13;2;20.2822418213;12.0336990356;4;25.5931169987;3;21.6241436005;17.0200004578;3;35.2664390802;
14;2;21.2960090637;12.2662630081;4;25.984300375;3;22.6356773376;17.0200004578;3;35.305655241;
15;2;22.3100376129;12.446267128;4;26.1235172749;3;23.647441864;17.0200004578;4;35.3456289768;
16;2;23.3243255615;12.5;4;26.1558350325;3;24.6036872864;17.0200004578;4;35.3863433599;
17;2;24.3388690948;12.5;4;26.1887089014;3;24.615901947;17.0200004578;5;35.4277791977;
18;2;25.3536624908;12.5;4;26.2221269608;3;24.6283340454;17.0200004578;5;35.4699152708;
19;2;25.7999572754;12.5;5;26.2560760975;3;24.6409740448;17.0200004578;5;35.5127280951;
20;2;25.8152351379;12.5;5;26.2905418873;3;24.6538181305;17.0200004578;5;35.5561922789;
21;2;25.8307437897;12.5;5;26.3255085945;3;24.2119998932;17.7780952454;6;35.6002801657;
22;2;25.8464794159;12.5;5;26.3609591722;4;24.2119998932;17.8001403809;6;35.6449621916;
23;2;25.8624305725;12.5;5;26.3968753815;4;24.2119998932;18.1434726715;6;35.6902066469;
24;2;25.8785934448;12.5;6;26.4332377911;4;24.2119998932;18.1751441956;6;35.7359799147;
25;3;25.25;13.0732955933;5;26.4700255394;4;24.2119998932;18.2071857452;6;35.7822465897;
26;4;25.25;13.0880098343;5;26.5072168112;4;24.2119998932;18.239572525;6;35.8289693594;
27;4;25.25;12.5;5;26.5447884798;4;24.2119998932;18.272277832;6;35.8761092424;
28;4;25.25;13.1179151535;5;26.5827163458;4;24.2119998932;18.3052768707;7;35.9236257076;
29;4;25.25;13.1330862045;5;26.6209751368;4;24.2119998932;18.3385372162;7;35.9714767933;
30;4;25.25;13.1483898163;5;26.6595385075;4;22.7914428711;18.0200004578;7;36.0196193457;
31;4;25.25;13.1638154984;5;26.6983793974;4;21.8058853149;19.0200004578;7;36.0680086613;
32;4;25.25;13.1793518066;5;26.7374696732;4;20.8204021454;20.0200004578;7;36.1165995598;
33;4;25.25;13.1949882507;5;27.7767804861;4;19.834980011;21.0200004578;7;36.1653456688;
34;4;24.25;14.6107120514;5;27.8562822342;4;18.849603653;22.0200004578;8;36.2142000198;
35;4;26.25;13.6425132751;5;27.9371286631;4;17.8642597198;23.0200004578;8;36.2631151676;
36;4;24.25;14.6748514175;5;28.0192908049;4;16.8789348602;24.0200004578;8;36.3120434284;
37;4;25.7555999756;17.6748523712;5;28.1027359962;4;15.8936128616;25.0200004578;9;36.3609368801;
38;4;26.7751979828;20.6748523712;5;29.1874285936;4;16.2119998932;24.0200004578;9;36.4097476006;
39;4;29.684343338;24.6748523712;5;29.2933290005;4;17.2119998932;24.0200004578;9;36.4584281445;
40;4;30.7229976654;28.6748523712;8;29.4005906582;4;18.2119998932;25.0200004578;11;36.5069315434;
41;4;31.230266571;30.5;8;29.5091611147;4;19.2119998932;26.0200004578;11;36.5552110672;
42;4;31.2791233063;31.5;7;29.6189835072;4;20.2119998932;27.0200004578;11;36.6032211781;
