Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
4;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
5;1;12.0;10.0;5;20.0;1;12.3999996185;16.0;6;32.0;
6;2;13.4499998093;10.0;4;21.0;1;13.3999996185;16.0;6;32.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;14.3999996185;16.0;6;32.6399993896;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;14.7919998169;16.3199996948;6;32.4119987488;
9;2;14.7768793106;10.3632001877;3;22.8494274616;2;15.0235996246;16.2059993744;5;33.3379974365;
10;2;15.282242775;10.9097137451;3;23.7921946049;2;17.091999054;16.1689987183;5;33.3196846247;
11;2;17.2822418213;11.3658018112;3;24.5663278103;2;19.091999054;16.1356983185;5;33.3098578453;
12;2;19.2822418213;11.7372808456;3;25.1909153461;2;21.091999054;16.1057281494;5;33.3078691959;
13;2;20.3243255615;12.0336990356;4;25.6883610487;2;22.1371078491;16.078754425;6;33.313138485;
14;2;21.3388690948;12.2662630081;4;26.0812431574;2;23.1532535553;16.054479599;6;33.3251298666;
15;2;22.3536624908;12.446267128;4;26.2221269608;2;23.9975395203;16.0326309204;6;33.3433666229;
16;2;23.3687000275;12.5;4;26.2560760975;2;23.6077804565;16.408197403;7;33.3674080372;
17;2;24.3839759827;12.5;4;26.2905418873;2;24.0102233887;15.9952716827;7;33.3968505859;
18;2;25.3994865417;12.5;4;26.3255085945;2;23.5876064301;16.4107933044;8;33.4313256741;
19;2;25.8464794159;12.5;5;26.3609591722;2;23.5790061951;16.4154014587;8;33.4704920053;
20;2;25.8624305725;12.5;5;26.3968753815;2;23.5712661743;16.4219913483;8;33.5140329599;
21;2;25.8785934448;12.5;4;26.4332377911;2;24.0542106628;15.9404973984;9;33.5616525412;
22;2;25.8949565887;12.5;4;26.4700255394;3;24.0684967041;15.9300479889;8;33.6130696535;
23;2;25.9115104675;12.5;4;26.5072168112;3;23.5523853302;16.8065357208;8;33.6680234671;
24;2;25.9282474518;12.5;4;26.5447884798;4;24.1004066467;15.9121789932;8;33.726260066;
25;2;25.9451541901;12.5;4;26.5827163458;4;24.1178779602;15.9045610428;8;33.7875400782;
26;2;25.962223053;12.5;5;26.6209751368;4;24.1362628937;15.8977050781;8;33.8516309261;
27;2;25.9794387817;12.5;6;26.6595385075;4;23.5349197388;16.8915348053;8;33.9183073044;
28;3;25.9967918396;12.5;5;26.6983793974;4;23.5315895081;16.959154129;8;33.9873490334;
29;3;26.0142707825;12.5;5;26.7374696732;4;23.528591156;16.9936752319;9;34.0585420132;
30;3;26.0318603516;12.5;5;26.7767804861;5;22.2202625275;16.8809833527;8;34.1316759586;
31;3;26.0495510101;12.5;5;26.8162822723;5;21.2446327209;17.8809833527;9;34.2065417767;
32;3;26.0673274994;12.5;5;26.8559447527;5;20.2692775726;18.8809833527;9;34.2829353809;
33;3;26.0851745605;12.5;7;26.8957372904;5;19.2941646576;19.8809833527;9;34.3606553078;
34;3;26.1030807495;12.5;7;26.9356285334;5;18.3192520142;20.8809833527;10;34.4395029545;
35;3;26.1210327148;12.5;7;26.9755871296;5;17.344499588;21.8809833527;10;34.51927948;
36;3;26.1390151978;14.5;7;27.015581131;5;16.3698654175;22.8809833527;10;34.5997924805;
37;3;26.1570110321;16.5;8;27.0555787086;5;15.3953113556;23.8809833527;10;35.6808514595;
38;3;26.1750106812;18.5;8;27.0955479145;5;15.8921995163;24.8809833527;11;35.7793885469;
39;3;26.1929969788;20.5;9;27.135456562;5;17.9176692963;24.8809833527;11;35.8782184124;
40;3;26.2109565735;22.5;9;27.17527318;5;18.3103084564;25.8809833527;12;35.9771602154;
41;3;26.2288722992;22.5;10;27.2149660587;5;19.0;26.8809833527;13;36.0760346651;
