Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;10.8880004883;14.720000267;4;29.4400005341;
2;1;11.0;10.0;5;20.0;1;10.8880004883;14.720000267;6;29.0713596344;
3;1;11.0;10.0;5;20.0;1;10.8142719269;14.5356798172;6;28.7395839691;
4;1;11.0;10.0;5;20.0;2;10.9479169846;14.3697919846;5;29.440984726;
5;1;12.0;10.0;5;20.0;2;12.047917366;14.220492363;5;29.1883429289;
6;1;13.0;10.0;5;20.0;2;13.0527458191;14.0861234665;5;28.8307658434;
7;2;14.4499998093;10.0;4;21.3999996185;2;13.6492300034;13.8996553421;5;28.5869404078;
8;2;14.1800003052;10.1999998093;4;21.8164004087;2;13.5760822296;13.770026207;5;28.3691090345;
9;2;14.3268795013;10.3632001877;4;23.8574023247;2;13.5107326508;13.6533594131;5;28.9348511696;
10;2;15.1918172836;11.3242416382;4;25.652864337;2;13.6804561615;13.920331955;5;29.3629828691;
11;2;17.1918182373;12.156744957;4;27.1782393456;2;16.5202713013;14.1181974411;5;29.4216624498;
12;2;19.1918182373;12.8480396271;5;28.4400684834;2;18.5202732086;14.1310396194;5;29.4552414417;
13;2;20.1918182373;13.401008606;5;29.4669268131;2;19.5499649048;14.1310396194;5;29.4893921614;
14;2;21.1918182373;13.8295707703;5;30.2986410856;2;20.5602111816;14.1310396194;5;29.5241011381;
15;2;22.1918182373;14.153301239;5;30.9773468971;2;21.5706233978;14.1310396194;5;29.5593537092;
16;2;23.1918182373;14.3929729462;5;31.4063467979;2;22.581199646;14.1310396194;5;29.5951336622;
17;2;24.1918182373;14.5;5;31.637203455;2;22.8785381317;14.1310396194;7;29.6314234734;
18;2;25.1918182373;14.5;6;31.8841195107;2;22.8894252777;14.1310396194;7;29.6682043076;
19;2;26.1918182373;14.5;6;32.1470324993;2;22.9004592896;14.1310396194;7;29.7054558992;
20;2;27.0499992371;14.5;6;32.4256381989;2;22.9116363525;14.1310396194;7;29.7431566715;
21;2;27.0499992371;14.5;7;32.7193648815;2;22.9229450226;14.1310396194;9;29.7812837362;
22;2;28.0499992371;14.5;7;33.0273518562;2;22.9343833923;14.1310396194;9;29.8198131323;
23;3;27.0499992371;15.5;7;32.9484386444;2;22.945941925;14.1310396194;9;29.8587194681;
24;3;26.8699989319;16.2999992371;7;32.9211616516;2;22.4786224365;14.929359436;9;29.8979763985;
25;3;26.7080001831;16.9286975861;8;32.9397687912;3;22.0724525452;14.1310396194;7;40.7167005539;
26;3;26.5621986389;16.9722614288;9;32.9986391068;3;23.0831394196;15.1310396194;9;41.2654432058;
27;3;26.4309806824;17.0367431641;9;33.0922837257;3;24.0939064026;16.1310386658;9;41.7810320854;
28;3;26.3128833771;17.1191749573;10;33.2153601646;3;24.1047439575;17.1310386658;9;42.2609527111;
29;3;26.2065944672;17.2166404724;11;33.3627038002;3;24.1156425476;18.1310386658;10;42.7038625479;
30;3;26.1109352112;17.3263034821;11;33.5293645859;3;23.1265983582;17.1310386658;10;43.1094932556;
31;3;26.0248413086;17.4454307556;11;33.7106561661;3;23.1376018524;17.1310386658;10;43.4784990549;
32;3;25.9473571777;17.5714263916;11;33.9022092819;3;23.1486415863;17.1310386658;9;43.8122785091;
33;3;25.877620697;17.7018547058;11;34.1000127792;3;23.1597099304;18.1310386658;8;44.1127839088;
34;3;25.8148593903;17.8344841003;11;34.3004560471;3;22.3259677887;19.1310386658;8;44.3823475838;
35;3;25.7583732605;17.9673023224;12;34.5003623962;3;21.4056034088;20.1310386658;9;44.6235206127;
36;4;25.70753479;19.9673023224;10;44.6970043182;4;20.8459625244;21.1310386658;9;44.8389420509;
37;4;26.661781311;22.9673023224;10;45.288105011;4;20.9093551636;22.1310386658;9;44.9265503883;
38;4;27.6206035614;25.9673023224;12;45.8462333679;4;20.9344062805;23.1310386658;9;44.9674780369;
39;4;28.5835418701;28.9673023224;12;46.3687200546;4;19.3500003815;23.1310386658;10;45.0082771778;
40;4;29.5501880646;31.7359848022;11;46.8539648056;4;19.9564743042;24.1310386658;10;44.5489144325;
41;4;30.5201683044;33.6871185303;12;47.3013315201;4;19.6174449921;25.1310386658;10;44.7993576527;
42;4;31.4931526184;33.7859344482;13;47.7110137939;4;20.0;26.7100391388;9;45.0228834152;
43;4;32.468837738;33.8776512146;14;47.5838937759;4;21.6392250061;27.6917076111;9;45.1695349216;
44;4;32.7301712036;33.9622764587;12;47.9712991714;4;22.65001297;27.6810379028;8;46.2092075348;
45;4;32.8298530579;34.0399284363;13;48.3223333359;4;24.6607246399;28.6810379028;8;46.2885630131;
46;4;32.9198684692;34.1108322144;13;48.6387290955;4;26.302110672;29.6810379028;9;45.7442572117;
47;4;33.0006103516;34.1752891541;14;49.922542572;4;26.2790298462;30.670419693;9;45.4228723049;
48;4;34.0725975037;35.2336425781;14;50.1109440327;4;25.5685653687;32.644859314;9;45.6485842466;
49;4;35.1364250183;36.2292251587;16;50.2666752338;4;25.542049408;33.7637939453;9;45.8550137281;
50;4;35.1927375793;37.2163009644;18;50.3011052608;4;25.5181846619;34.4410324097;11;46.0437903404;
51;4;35.1942024231;38.2046699524;18;50.3119232655;4;25.4967079163;35.4444770813;10;46.1935794353;
52;4;35.1847801208;39.1942062378;18;50.3254002333;4;26.2049674988;35.2127914429;12;46.2104952335;
53;4;35.1763038635;39.7626991272;19;50.3413177729;4;26.1965141296;36.2095031738;13;46.2344869375;
54;5;35.168674469;39.7706604004;18;50.3594751358;4;25.4443244934;38.2101135254;13;46.2648741007;
55;5;35.1618041992;39.7797393799;19;50.379689455;4;26.1842536926;38.2142906189;13;46.3010385036;
56;5;35.1556243896;39.7898445129;17;51.8806048632;4;26.1801013947;39.2217254639;14;46.3424186707;
57;5;35.7108764648;40.4323043823;19;53.1166979074;4;26.1770763397;40.2321395874;14;46.3884994984;
58;5;36.1555633545;40.9549598694;20;54.1261224747;4;26.1750450134;41.2452812195;15;46.4388133287;
59;5;36.5064125061;41.3759078979;20;54.9481045008;4;26.1738891602;42.2609100342;15;46.4719896317;
60;5;36.7805480957;41.7137413025;20;55.4106063843;4;26.1678543091;43.2788238525;15;46.500679493;
61;5;36.8999977112;41.8961143494;22;55.5550397635;4;27.1603660583;41.2988128662;16;46.5329903364;
62;6;36.8999977112;41.977519989;21;56.6086102724;4;26.1536254883;42.3206939697;18;46.5685931444;
63;6;35.8999977112;44.0043067932;21;56.7431645393;4;25.358001709;44.3443031311;18;46.6071821451;
64;6;35.8999977112;46.0315818787;21;56.8841975927;4;26.3525428772;42.7146453857;17;47.0109732151;
65;6;35.4244880676;48.0593299866;22;57.0319061279;4;26.1371879578;42.3960723877;16;48.3404765129;
66;6;36.4655799866;49.0875282288;21;57.1864703894;5;26.3792190552;43.8775215149;15;49.4261546135;
67;6;37.5093765259;50.1161499023;22;57.3480496407;5;27.5654792786;42.2583847046;15;50.3141851425;
