Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
3;1;11.0;10.0;5;20.0;2;11.5487995148;15.8719997406;5;32.5135993958;
4;1;11.0;10.0;5;20.0;2;11.5027198792;15.7567996979;5;32.471840024;
5;1;12.0;10.0;5;20.0;2;12.6524000168;15.6531200409;4;32.4763085842;
6;2;13.4499998093;10.0;4;21.0;2;13.709728241;15.5598077774;3;32.5281765461;
7;2;14.4499998093;10.0;4;21.5599995852;2;14.7584533691;15.4758272171;3;32.7354975939;
8;2;14.702000618;10.1999998093;4;22.0701442957;2;14.8206501007;15.4462442398;3;32.9888694286;
9;2;14.9315643311;10.3632001877;3;23.4407385588;2;14.8966608047;15.4196195602;3;34.6947262287;
10;2;15.5483322144;10.9097137451;3;24.6833165884;2;17.0357475281;16.0673618317;3;36.1065359116;
11;2;17.5483322144;11.3658018112;3;25.8175597191;2;19.0357475281;16.5341625214;3;37.3115451336;
12;2;19.5483322144;11.7372808456;3;26.8709592819;2;21.0357475281;16.860162735;3;38.2650270462;
13;2;21.0803451538;12.0336990356;3;27.8742711544;2;22.5352535248;17.0200004578;4;38.9839138985;
14;2;21.543422699;12.2662630081;3;28.8577907085;2;23.750919342;17.0200004578;4;39.7895784378;
15;2;21.9860057831;12.446267128;3;29.6803803444;2;24.9926185608;17.0200004578;4;40.6802124977;
16;2;22.3561706543;12.5;3;30.491004467;2;26.2040634155;17.0200004578;4;41.6496691704;
17;2;24.6725921631;12.5;3;31.3975143433;2;26.4948997498;17.0200004578;5;42.6868925095;
18;2;26.0805225372;12.5;3;32.3956856728;3;26.8060684204;17.0200004578;4;43.7758045197;
