Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.3753604889;
3;1;11.0;10.0;5;20.0;1;11.2750720978;15.6876802444;6;30.8131847382;
4;2;11.3000001907;10.0;4;21.0;2;11.3626365662;15.4065923691;5;31.1761550903;
5;2;12.4499998093;10.0;4;21.0900000334;2;12.4626369476;15.0880775452;5;30.6257423162;
6;2;13.4905004501;10.0;4;21.1871190071;2;13.4695110321;14.8014135361;4;30.132953167;
7;2;14.5342035294;10.0;4;21.7036092281;2;14.0398855209;14.5434160233;4;29.768430829;
8;2;14.7666244507;10.1999998093;4;22.1564130783;2;13.9305286407;14.3494100571;4;29.4429858923;
9;2;14.9703855515;10.3632001877;4;23.4291926622;2;13.8328952789;14.1748046875;4;29.4833220243;
10;2;15.5431365967;10.9097137451;4;24.540822506;2;15.9523859024;14.1704282761;4;29.5261766911;
11;2;17.5431365967;11.3658018112;4;25.5043385029;2;17.9523849487;14.1664896011;3;29.5714665651;
12;2;19.5431365967;11.7372808456;4;26.3401436806;2;19.9523849487;14.1629447937;3;29.6191110611;
13;2;20.8414783478;12.0336990356;5;27.0718023777;2;20.9995269775;14.1597537994;3;29.6664806604;
14;2;21.9614181519;12.2662630081;5;27.7228300571;2;22.015460968;14.1568822861;4;29.7158764601;
15;2;23.092376709;12.446267128;5;28.1464314461;2;22.9147624969;14.1542978287;4;29.7672222853;
16;2;24.2346363068;12.5;5;28.4879314899;2;22.9301681519;14.151971817;6;29.8204423189;
17;2;25.3883113861;12.5;5;28.8545851707;2;22.9461326599;14.1498785019;6;29.8754611015;
18;2;26.5533065796;12.5;5;29.2456488609;3;22.9626369476;14.1479949951;5;29.9321997166;
19;2;27.1605415344;12.5;6;29.659784317;3;22.4877796173;14.1462993622;6;29.9905810356;
20;2;27.3469028473;12.5;6;30.0950183868;3;22.48686409;14.6550836563;6;30.050524354;
21;2;25.3469028473;13.5;6;30.5487289429;3;22.4860401154;14.6725177765;6;30.1119470596;
22;2;25.25;13.8871822357;6;31.0176672935;3;22.4852981567;14.6904497147;6;30.1747646332;
23;3;25.25;14.8871822357;5;31.4980173111;3;23.0524291992;14.1410522461;6;30.2388871908;
24;4;25.25;15.0992069244;4;31.9854974747;3;22.4840316772;15.1194438934;6;30.304224968;
25;4;23.25;16.2941989899;4;32.4754953384;3;22.4834899902;15.1521129608;6;31.3706851006;
26;4;24.25;15.4901981354;4;32.9632344246;3;23.4830036163;15.6853427887;6;31.4674123526;
27;4;22.25;16.6852931976;4;33.4439563751;3;25.1314525604;14.6522312164;6;31.5656176805;
