Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
3;1;11.0;10.0;5;20.0;1;11.3487997055;15.8719997406;6;31.1449584961;
4;2;12.0;10.0;4;21.0;1;11.2289915085;15.572479248;6;30.6058235168;
5;2;14.0;10.0;3;21.0299999714;1;12.2289915085;15.3029117584;5;30.1206016541;
6;2;16.0;10.0;3;21.0605909824;1;13.2289915085;15.060300827;5;29.6839008331;
7;2;17.4772663116;10.0;3;21.5023716688;1;13.9051704407;14.8419504166;5;29.3713512421;
8;2;17.6760673523;10.1999998093;3;21.8717387915;1;13.8114051819;14.685675621;5;29.0900554657;
9;2;17.8422813416;10.3632001877;3;23.0203682184;1;13.727016449;14.5450277328;5;29.5809631348;
10;2;18.3591651917;10.9097137451;3;23.9901782274;1;15.8114051819;14.7904815674;5;29.7775993347;
11;2;20.3591651917;11.3658018112;3;24.7928106785;1;16.8114051819;14.8887996674;5;29.7775993347;
12;2;22.3591651917;11.7372808456;3;25.4473642111;1;17.8114051819;14.8887996674;4;29.7775993347;
13;2;23.4397277832;12.0336990356;4;25.9762470722;1;18.8114051819;14.8887996674;4;29.7775993347;
14;2;24.4684181213;12.2662630081;4;26.4020352364;1;19.8114051819;14.8887996674;5;29.7775993347;
15;2;25.4980182648;12.446267128;4;26.5772850513;1;20.8114051819;14.8887996674;5;29.7775993347;
16;2;26.5285205841;12.5;4;26.6470438242;1;20.9332809448;14.8887996674;5;29.7775993347;
17;2;27.5599136353;12.5;4;26.7187389135;1;20.9332809448;14.8887996674;4;29.7775993347;
18;2;28.59217453;12.5;4;26.7923226357;1;20.9332809448;14.8887996674;4;29.7775993347;
