Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;4;31.5391998291;
3;1;11.0;10.0;5;20.0;1;11.3078403473;15.7695999146;4;31.1244792938;
4;2;11.3000001907;10.0;4;21.0;2;11.4248952866;15.5622396469;3;31.7512321472;
5;2;12.0;10.0;4;21.1200000048;2;12.524895668;15.3756160736;3;31.440989852;
6;2;13.0;10.0;4;22.2530560493;2;13.5325994492;15.207654953;3;30.9993191957;
7;2;14.0;10.5;3;23.4627816677;2;14.2997951508;14.9745693207;3;30.6850745678;
8;2;14.9224996567;11.0249996185;3;24.5115871429;2;14.2055225372;14.8050327301;3;30.4050569534;
9;2;15.3144388199;11.4604873657;3;26.3792722225;2;14.1215171814;14.6524496078;3;30.8886533976;
10;2;16.0446014404;12.2717781067;3;27.9968502522;2;16.2286739349;14.8682365417;3;30.9836627245;
11;2;18.0446014404;12.9413805008;3;29.3772065639;2;18.2286720276;14.8887996674;3;31.0394158363;
12;2;20.0446014404;13.4742078781;4;30.5534641743;2;20.2286720276;14.8887996674;3;31.097042799;
13;2;21.0446014404;13.8853845596;4;31.5681622028;2;21.2788505554;14.8887996674;5;31.1565412283;
14;2;22.0446014404;14.1949214935;4;32.4645802975;3;22.2967014313;14.8887996674;5;31.2179021835;
15;2;24.0446014404;14.4234819412;4;33.1017398834;3;22.8830184937;14.8887996674;5;31.2811098099;
16;2;25.8903846741;14.5;4;33.2307934761;3;23.3843345642;14.8887996674;6;31.3461409807;
17;2;27.1284580231;14.3000001907;5;33.4435853958;3;23.403842926;14.8887996674;5;31.4129649401;
18;2;28.38621521;14.1199998856;5;33.7334222794;4;22.4815006256;14.8887996674;4;40.9330753088;
19;2;29.1800384521;13.9580001831;5;34.0923609734;4;23.0399513245;15.7066926956;4;42.0003526211;
20;2;29.3415622711;13.8122005463;5;34.5111293793;4;24.0399513245;15.7404298782;5;43.0702786446;
21;3;29.530008316;13.6809806824;5;34.9791855812;5;25.0399513245;15.7749595642;4;44.1228810549;
22;3;29.7406349182;13.5628824234;5;35.4849290848;5;26.0399513245;15.8102521896;4;45.1390888691;
23;3;29.9682178497;13.4565944672;5;36.0160589218;5;27.0399513245;15.8462724686;4;46.1022183895;
24;3;30.2072257996;13.3609352112;5;36.5600633621;5;28.0399513245;16.2558021545;4;46.9991312027;
25;3;28.1297416687;14.2748413086;5;37.1047830582;5;28.5616989136;16.3071670532;4;47.8209095001;
26;3;27.060005188;15.1973571777;5;37.638967514;5;28.7845077515;16.3593597412;4;48.562972784;
27;3;25.9972438812;16.127620697;5;38.1527843475;5;28.9830589294;16.4123096466;4;49.2247195244;
28;3;25.7583732605;17.0648593903;5;38.6381921768;5;29.1572036743;16.4659442902;4;49.8088197708;
29;3;25.70753479;18.0083732605;5;39.0891542435;5;29.3077774048;16.5201854706;4;50.3203487396;
30;3;25.661781311;18.95753479;5;39.5016765594;5;29.4363441467;16.5749511719;4;50.7659158707;
31;3;25.6206035614;19.911781311;5;39.8736906052;5;29.5449199677;16.6301555634;4;51.1528830528;
32;3;25.5835418701;20.8706035614;5;40.2048206329;5;29.6357574463;16.6857128143;4;51.4887628555;
33;3;26.5501880646;18.8335418701;6;40.4960689545;5;29.711151123;16.7415275574;5;51.6695857048;
34;3;25.5201683044;19.8001880646;6;40.7494821548;5;29.7399520874;16.7975101471;5;51.7545180321;
35;3;26.4931526184;18.8001880646;6;40.9678230286;5;29.7399520874;16.8535652161;5;51.8394162655;
36;3;27.468837738;19.8001880646;6;41.1542778015;5;30.5666427612;19.8535652161;5;51.9241361618;
37;3;26.4469528198;22.8001880646;5;42.3122167587;6;31.589515686;23.8535652161;4;53.0085346699;
38;3;28.4272575378;23.8001880646;5;42.3845169544;6;32.6123046875;27.8535652161;5;53.2208698988;
39;3;29.8730316162;25.6772575378;5;42.3796560764;6;32.9396362305;29.9888000488;5;53.4476411343;
40;3;30.8708457947;26.659532547;5;42.3789250851;6;33.0008621216;31.9888000488;5;53.6900843382;
41;3;31.8705177307;27.643579483;5;42.3819611073;6;33.0663223267;32.9888000488;5;53.9494614601;
42;3;32.8718795776;27.6292228699;5;42.3884342909;6;33.1363525391;32.9888000488;5;54.227030158;
43;3;33.8747940063;27.6162986755;15;42.3980480433;6;33.2112960815;32.9888000488;5;54.5240058899;
44;4;34.8791236877;27.6046695709;7;42.4105329514;6;33.2914810181;32.9888000488;5;54.8415148258;
45;4;35.0847396851;27.594203949;7;42.4256412983;6;31.7399520874;34.9888000488;6;55.1805386543;
46;4;35.0915412903;27.5847816467;8;42.4431507587;6;31.7399520874;36.1501045227;5;55.54185009;
47;4;35.0994186401;27.5763053894;9;42.4628567696;6;32.4987182617;35.5984458923;5;55.925942421;
48;5;35.1082839966;27.5686740875;8;42.4845725298;6;31.7399520874;36.6473693848;6;56.332955122;
49;5;35.118057251;27.5618057251;8;42.5081272125;6;31.7399520874;37.2843971252;5;56.7625997066;
50;5;35.1286582947;27.5556259155;8;42.5333640575;6;31.7399520874;37.4962081909;6;57.214091301;
51;5;35.1400146484;27.5500640869;8;42.5601401329;6;32.7399520874;35.7876434326;8;57.686091423;
52;5;35.1520614624;27.5450572968;8;42.5883191824;6;32.9820785522;35.8320922852;8;58.1766691208;
53;5;35.1647415161;27.5405502319;8;43.6087933779;6;33.0968475342;35.875328064;8;58.6832900047;
54;5;35.6239585876;28.0320014954;9;45.9074064493;6;31.7399520874;36.9173355103;8;60.9435033798;
55;5;34.9923324585;30.4146213531;9;47.0194673538;7;32.1854705811;38.4801635742;7;82.8459596634;
56;5;35.2788772583;32.7058181763;9;47.9287420511;7;34.5274887085;37.9123535156;7;86.2592349052;
57;5;37.4996986389;31.9235191345;10;48.5056644678;7;34.7862930298;40.2440986633;7;88.9863915443;
58;5;39.5938339233;33.0;11;48.8858907223;7;35.9188537598;42.0509567261;7;91.2452058792;
59;6;41.6195220947;34.0;10;49.2093384266;7;36.9918403625;43.0008163452;8;93.0013370514;
60;6;42.5455703735;34.665145874;9;49.3434060812;7;37.9918403625;43.9719276428;8;94.5143895149;
