Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;6;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;11.0;10.0;6;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
5;1;12.0;10.0;6;20.0;2;12.6487998962;15.7567996979;5;32.3062400818;
6;2;13.4499998093;10.0;5;21.0;2;13.6487998962;15.6531200409;5;32.285215497;
7;2;14.4499998093;10.0;5;21.3999996185;2;14.6855649948;15.5598077774;5;32.1856975555;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;14.6557092667;15.4162273407;5;32.1425629854;
9;2;14.7768793106;10.3632001877;5;22.8594274521;2;14.6427688599;15.2870044708;5;33.0704745054;
10;2;15.2867431641;10.9097137451;5;23.8127875328;2;16.8062438965;15.6077241898;4;33.8586220741;
11;2;17.2867431641;11.3658018112;5;24.5981152058;2;18.8062438965;15.835059166;4;34.2466332912;
12;2;19.2867431641;11.7372808456;5;25.2345055342;2;20.8062438965;15.8360004425;4;34.6387457848;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;22.1397609711;15.8360004425;5;35.078943491;
14;2;20.5849647522;12.2662630081;5;26.1502821445;2;23.2718200684;15.8360004425;5;35.5694591999;
15;2;20.7676277161;12.446267128;5;26.3048160076;2;24.4189739227;15.8360004425;5;36.1114797592;
16;2;20.8371677399;12.5;5;26.3530313969;2;24.8334445953;15.8360004425;6;36.7048163414;
17;2;22.8105049133;12.5;5;26.4023760557;2;25.0114440918;15.8360004425;6;37.3475904465;
18;2;23.8327102661;12.5;5;26.4528282881;2;25.2042770386;15.8360004425;7;38.0359764099;
19;2;24.8554134369;12.5;6;26.5043625832;2;25.4107933044;15.8360004425;7;38.7640471458;
20;2;25.8786048889;12.5;6;26.5569496155;2;25.6292152405;15.8360004425;8;39.5237779617;
21;2;25.9506263733;12.5;6;26.6105561256;2;25.8571338654;15.8360004425;9;40.3052415848;
22;2;25.9747505188;12.5;6;26.6651450396;2;26.0915718079;15.8360004425;9;41.0970163345;
23;2;25.9993152618;12.5;6;26.72067523;2;26.3291053772;15.8360004425;9;41.8867816925;
24;2;26.0243034363;12.5;6;26.7771017551;2;26.566034317;15.8360004425;9;42.6620531082;
25;2;26.0496959686;12.5;6;26.8343759775;2;26.7986164093;15.8360004425;9;43.4109621048;
26;2;26.0754699707;12.5;8;26.8924454451;2;27.0232887268;15.8360004425;9;44.1229906082;
27;3;26.101600647;12.5;7;26.9512542486;2;27.2368965149;15.8360004425;9;44.7895526886;
28;3;26.1280651093;12.5;7;27.0107431412;2;27.4368667603;15.8360004425;9;45.4043626785;
29;3;26.1548347473;12.5;7;27.0708494186;2;27.6213092804;15.8360004425;9;45.963561058;
30;3;26.1818828583;12.5;7;27.1315076351;2;25.6213092804;16.8360004425;10;46.4656124115;
31;3;26.2091789246;12.5;8;27.1926498413;2;26.6213092804;15.8360004425;10;46.911028862;
32;3;26.2366924286;12.5;8;27.2542052269;2;24.6213092804;16.8360004425;10;47.3019790649;
33;3;26.2643928528;12.5;8;27.3161010742;2;25.6213092804;15.8360004425;10;47.6418533325;
34;3;26.2922458649;12.5;8;27.3782629967;2;23.6213092804;16.8360004425;10;47.934841156;
35;3;26.3202190399;12.5;8;27.4406147003;2;23.5016002655;17.8360004425;8;48.1855564117;
36;4;26.3482761383;12.5;6;42.5030794144;2;24.5016002655;19.8360004425;7;48.398733139;
37;4;27.3763847351;15.5;6;43.3155794144;2;25.5016002655;21.8360004425;6;48.476480484;
38;4;28.404510498;18.5;6;45.047410965;3;25.5514411926;23.8360004425;4;63.476480484;
39;4;29.4326171875;22.5;6;45.7476623058;3;27.5514411926;25.8360004425;4;64.226480484;
40;4;30.4606666565;26.5;6;46.3707547188;3;26.5514411926;28.8360004425;5;64.89585495;
41;4;30.9845180511;30.5;7;46.92164886;3;26.5514411926;30.8360004425;6;65.4837703705;
