Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
3;1;11.0;10.0;6;20.0;1;11.3487997055;15.8719997406;6;31.5135993958;
4;1;11.0;10.0;6;20.0;1;11.3027200699;15.7567996979;6;31.3062400818;
5;1;12.0;10.0;6;20.0;1;12.3027200699;15.6531200409;6;31.1196155548;
6;1;13.0;10.0;6;20.0;1;13.3027200699;15.5598077774;6;30.9516544342;
7;1;14.0;10.0;5;20.3999996185;2;14.5854969025;15.4758272171;5;31.8924884796;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;14.5677471161;15.4462442398;5;32.0140391588;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;14.6042118073;15.4196195602;5;33.5452497005;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;16.6909046173;16.0673618317;5;34.7585510015;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;18.6909046173;16.5341625214;5;35.740986824;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;20.69090271;16.860162735;5;36.4490199089;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;21.9904518127;17.0200004578;6;36.9026618004;
14;1;18.0396366119;12.2662630081;4;24.892534256;2;23.1265449524;17.0200004578;6;37.4287426472;
15;1;18.2016410828;12.446267128;4;25.0;2;24.284368515;17.0200004578;6;38.0336756706;
16;1;18.25;12.5;4;25.0;2;25.4101028442;17.0200004578;6;38.7224378586;
17;1;20.2016410828;12.5;4;25.0;2;25.6167316437;17.0200004578;7;39.4977355003;
18;1;21.2016410828;12.5;4;25.0;3;25.849319458;17.0200004578;6;40.3590898514;
