Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;11.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;11.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;11.0;10.0;6;20.0;1;11.3999996185;16.0;6;32.0;
4;1;11.0;10.0;6;20.0;1;11.3999996185;16.0;6;31.7439994812;
5;1;12.0;10.0;6;20.0;2;12.6999998093;15.8719997406;5;32.5135993958;
6;1;13.0;10.0;6;20.0;2;13.6999998093;15.7567996979;5;32.2982400656;
7;1;14.0;10.0;6;20.3999996185;2;14.6894721985;15.6531200409;5;32.1964164972;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;14.6589250565;15.6058082581;5;32.1047753096;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;14.6314325333;15.5632276535;5;33.3411377072;
10;1;14.8187427521;10.9097137451;6;22.7316036224;2;16.6624450684;16.1723022461;5;34.2300475836;
11;2;16.8187427521;11.3658018112;5;24.4745616913;2;18.6624450684;16.60820961;5;34.8529908657;
12;2;18.8187427521;11.7372808456;5;25.1773980856;2;20.6624450684;16.9110736847;5;35.0881744623;
13;2;19.8187427521;12.0336990356;5;26.7260992527;2;21.677936554;17.0200004578;5;35.1056143045;
14;2;20.4728488922;12.7476100922;5;28.0071583986;2;22.6831703186;17.0200004578;6;35.1231584549;
15;2;20.9896755219;13.3218622208;5;29.0464184284;2;23.6884326935;17.0200004578;7;35.1408014297;
16;2;21.3920822144;13.7689809799;5;29.8826744556;2;24.5422401428;17.0200004578;7;35.1585375071;
17;2;22.9896755219;14.1079788208;4;30.5582865477;2;24.5475616455;17.0200004578;8;35.1763609648;
18;2;23.9896755219;14.3596715927;5;31.0257995129;2;24.5529079437;17.0200004578;8;35.1942659616;
19;2;24.9896755219;14.5;5;31.2278568745;2;24.5582790375;17.0200004578;9;35.2122462988;
20;2;25.9896755219;14.5;5;31.4455661774;3;24.5636730194;17.0200004578;8;35.2302960157;
21;2;26.9896755219;14.5;5;31.67922616;3;24.2119998932;17.0200004578;7;35.2484087944;
22;3;27.0499992371;14.5;4;31.9289507866;3;24.5745220184;17.0200004578;7;35.2665783167;
23;3;27.0499992371;14.5;4;32.1946372986;3;24.5799732208;17.0200004578;7;35.2847981453;
24;3;27.0499992371;14.5;5;32.4759366512;3;24.2119998932;17.6423988342;7;35.3030618429;
25;3;27.0499992371;14.5;6;32.7722277641;3;24.2119998932;17.6515312195;7;35.3213628531;
26;4;27.0499992371;15.5;5;33.0825982094;3;24.2119998932;17.6606807709;7;35.3396945;
27;4;27.0499992371;16.5;4;33.0058341026;3;24.6019077301;17.0200004578;7;35.358050108;
28;4;26.8699989319;16.9435005188;4;32.9804196358;3;24.6074142456;17.0200004578;7;35.3764231205;
29;4;26.7080001831;16.9642524719;4;33.0005550385;3;24.2119998932;17.688211441;7;35.3948066235;
30;4;26.5621986389;17.0087337494;4;33.0605754852;3;24.2119998932;17.6974029541;7;35.4131939411;
31;4;26.4309806824;17.0739059448;4;34.1549568176;3;24.6239585876;17.0200004578;8;35.4315783978;
32;4;25.4309806824;16.4739055634;4;34.3183317184;3;24.6294727325;17.0200004578;8;35.4499530792;
33;4;27.4309806824;14.2405872345;4;35.5301405191;3;24.2119998932;17.7249755859;8;35.4683113098;
34;4;25.4309806824;15.0078363419;4;36.5486336946;3;24.2119998932;17.7341556549;9;35.4866464138;
35;4;24.4309806824;17.038482666;4;37.4122722149;3;24.2119998932;17.7433223724;9;35.5049515963;
36;4;23.4309806824;19.0708751678;4;38.4126929045;3;24.6514854431;17.0200004578;9;35.5232203007;
37;4;25.4309806824;23.0708751678;4;38.4838314056;3;24.6569652557;19.0200004578;10;35.5414458513;
38;4;27.4309806824;27.0708751678;6;39.4847385883;3;24.6624336243;21.0200004578;10;35.5596216917;
39;4;28.4309806824;30.8527069092;6;40.2776635885;4;23.622297287;23.0200004578;5;50.5777413845;
40;4;29.4309806824;33.0079956055;6;40.7543517351;4;24.6059894562;26.0200004578;6;51.3457984924;
