Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;10.0;10.0;3;21.0;1;13.0;10.0;4;20.0;
2;2;11.0;10.0;3;21.0599999428;1;13.0;10.0;5;20.0;
3;2;12.0;10.0;3;21.1229639053;1;13.0;10.0;5;20.0;
4;2;12.2245922089;10.0;3;21.1889609098;1;14.0;10.0;5;20.0;
5;2;13.3566884995;10.0;3;21.2580518723;1;15.0;10.0;5;20.0;
6;2;14.377415657;10.0;3;21.7428686619;1;16.0;10.0;5;20.3999996185;
7;2;14.522860527;10.1999998093;3;22.1586660147;1;17.0;10.1999998093;5;20.7264003754;
8;2;14.647600174;10.3632001877;3;23.3744058609;2;18.0358409882;10.3632001877;4;22.8194274902;
9;2;15.0123214722;10.9097137451;2;24.4179002047;2;18.6916561127;10.9097137451;3;23.7616035938;
10;2;15.3253698349;11.3658018112;1;25.3010519743;2;20.6916561127;11.3658018112;3;24.5351526737;
11;2;17.3253707886;11.7372808456;1;26.0431767702;2;22.6916561127;11.7372808456;3;25.1591641903;
12;2;19.3253707886;12.0336990356;1;26.6668455601;2;23.7467155457;12.0336990356;4;25.6560432911;
13;2;20.459777832;12.2662630081;1;27.194732666;2;24.7657661438;12.2662630081;4;26.0483692884;
14;2;21.5101394653;12.446267128;1;27.4794170856;2;25.78515625;12.446267128;4;26.1887089014;
15;2;22.5633049011;12.5;2;27.6658837795;2;26.8048820496;12.5;4;26.2221269608;
16;3;23.6192455292;12.5;1;27.86140275;2;27.8249320984;12.5;4;26.2560760975;
17;3;24.6779022217;12.5;2;28.0656666756;2;28.8453006744;12.5;4;26.2905418873;
18;3;25.4197006226;12.5;2;28.2782502174;2;29.7743244171;12.5;4;26.3255085945;
19;3;25.4834747314;12.5;2;28.4986059666;2;29.7953052521;12.5;5;26.3609591722;
20;3;25.5495815277;12.5;2;28.7260642052;2;29.816576004;12.5;6;26.3968753815;
21;3;25.6178188324;12.5;3;28.9598350525;2;29.8381252289;12.5;7;26.4332377911;
22;4;25.6879501343;12.5;2;29.1990156174;2;29.8599433899;12.5;7;26.4700255394;
23;4;24.5;13.5;2;29.4425997734;2;29.8820152283;12.5;7;26.5072168112;
24;4;24.5;14.2770395279;2;29.6894927025;2;29.9043292999;12.5;7;26.5447884798;
25;4;23.5;13.5;2;29.9385285378;3;29.9268722534;12.5;6;26.5827163458;
26;4;22.9815597534;14.5;2;30.1884908676;3;29.9496307373;12.5;6;26.6209751368;
27;4;22.0565471649;15.5;2;31.4381356239;3;29.9725856781;12.5;6;26.6595385075;
28;4;22.1314411163;16.8999996185;2;31.7262158394;3;29.9957237244;12.5;6;26.6983793974;
29;4;20.5;18.5;2;32.012691021;3;30.01902771;12.5;6;26.7374696732;
30;4;20.5;18.9324741364;3;32.2963836193;3;29.0;13.3687343597;6;26.7767804861;
31;4;19.3370666504;20.5;3;32.5761822462;3;29.0;13.3883905411;6;26.8162822723;
32;4;19.3501319885;22.5;5;32.8510612249;3;29.0;13.4081411362;6;26.8559447527;
33;4;19.3635520935;24.1556873322;6;33.1200973988;3;30.0;15.4081411362;6;26.8957372904;
