Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;6;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;6;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;2;11.3000001907;10.0;4;21.0;1;16.0;10.0;4;20.3999996185;
7;2;11.3000001907;10.0;4;21.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;11.597111702;10.4951858521;4;23.0619120598;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;11.9185733795;11.0209560394;4;23.9545464516;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;13.9185733795;11.4571752548;4;24.6819883585;1;21.0916557312;12.0336990356;4;24.5325260162;
13;2;15.9185733795;11.8107032776;4;25.2644146681;1;22.0916557312;12.2662630081;4;24.892534256;
14;2;16.5793247223;12.0916318893;4;25.7245066166;1;23.0916557312;12.446267128;4;25.0;
15;2;16.7173519135;12.3113050461;4;26.0845712423;1;24.0916557312;12.5;5;25.0;
16;2;16.8253707886;12.4808797836;4;26.1438889503;2;25.0916557312;12.5;4;25.0;
17;2;18.7299499512;12.5;4;26.1651208401;2;26.0916557312;12.5;4;25.0;
18;2;19.7363204956;12.5;4;26.1864993572;2;27.0;12.5;4;25.0;
19;2;20.7427330017;12.5;4;26.2080165148;2;27.0;12.5;5;25.0;
20;2;21.7491874695;12.5;4;26.2296639681;2;27.0;12.5;5;25.0;
21;2;21.8688983917;12.5;6;26.2514331341;2;27.0;12.5;5;25.0;
22;2;21.8754291534;12.5;6;26.2733153105;2;27.0;12.5;5;25.0;
23;2;21.8819942474;12.5;6;26.2953014374;2;27.0;12.5;5;25.0;
24;2;21.888589859;12.5;6;26.3173824549;2;27.0;12.5;5;25.0;
25;2;21.8952140808;12.5;6;26.3395489454;2;27.0;12.5;5;25.0;
26;2;21.9018650055;12.5;8;26.3617914915;2;27.0;12.5;5;25.0;
27;3;21.5;13.044716835;7;26.3841004372;2;27.0;12.5;5;25.0;
28;3;21.5;13.0536403656;8;26.4064661264;2;27.0;12.5;5;25.0;
29;3;21.9219398499;12.5;8;26.428878665;2;27.0;12.5;5;25.0;
30;3;19.9286632538;13.5;8;26.4513280392;2;27.0;12.5;6;25.0;
31;3;18.9353981018;14.5;8;26.4738043547;2;27.0;12.5;6;25.0;
32;4;17.9421405792;15.5;6;39.2462974787;2;27.0;12.5;6;25.0;
33;4;17.5;17.0985183716;6;39.9062972069;2;27.0;12.5;6;25.0;
34;4;17.5;18.1075191498;6;40.5128238201;2;27.0;12.5;7;25.0;
35;4;17.5;19.1165180206;6;42.0632170439;2;27.0;13.5;7;25.0;
36;4;19.0;20.525510788;7;42.5769888163;2;27.0;14.5;7;25.0;
37;4;21.0;21.5424957275;7;43.0356842279;3;28.0;16.5;6;26.0;
38;4;22.0;22.5595436096;7;43.4420689344;3;29.0;18.5;8;26.1000000238;
39;4;24.0;20.5766506195;8;43.7999048233;3;29.0;20.5;9;26.2088999748;
40;5;24.0;21.5938091278;6;44.1135545969;3;29.0;21.5;8;26.3272645473;
41;5;25.0;22.6110115051;6;44.3876488209;3;29.0;22.5;9;26.4556473494;
42;5;26.4551544189;20.6282558441;6;44.613825798;3;29.0;22.5;9;26.5945794582;
43;5;27.5375003815;22.6282558441;6;44.6570739746;3;29.0;22.5;8;26.7445563078;
44;5;28.8870353699;24.6282558441;7;44.7003670931;3;29.0;22.5;9;26.9060227871;
45;5;29.8934497833;27.6282558441;7;44.7436879873;4;29.0;22.5;8;27.0793559551;
46;5;30.5375003815;30.6282577515;8;44.787019372;4;29.0;22.5;8;27.2648479939;
47;5;31.5375003815;33.6282577515;8;44.8303438425;4;29.0;22.5;8;27.4626858234;
48;5;32.9129295349;33.2315635681;8;44.8736442327;4;29.0;22.5;8;27.6729331017;
49;5;33.4194946289;33.2401313782;9;44.916903019;4;29.0;22.5;8;27.8955099583;
50;5;33.59897995;33.018119812;9;45.9601031542;4;29.0;22.5;8;28.1301763058;
51;5;35.0005340576;33.5;9;46.0532273054;4;29.0;22.5;9;28.3765156269;
52;5;35.439365387;35.2654724121;9;46.1482335329;4;29.0;22.5;9;29.633923769;
53;5;35.0374984741;36.8185043335;10;46.2451298237;4;30.0;23.5;9;29.9016013145;
54;5;35.3842849731;37.8356742859;9;46.3439192772;4;31.0;24.5;9;30.1785526276;
55;5;35.4594421387;38.2902030945;9;46.4445992708;4;31.0;25.5;10;30.4635906219;
56;5;35.4661636353;38.8062858582;10;46.5313713551;5;31.0;26.5;9;31.8846211433;
57;6;33.0374984741;40.4125480652;9;46.6159601212;5;31.5999984741;28.0;9;33.1009030342;
58;6;32.0374984741;41.4463844299;9;46.7026016712;5;32.0680007935;28.3899993896;9;34.1444060802;
59;6;31.0375003815;42.4810371399;11;46.7912715673;5;32.4247131348;28.6872596741;10;35.0481399298;
60;6;30.0375003815;43.5165061951;11;46.8819371462;5;32.6916885376;28.9097423553;10;35.6939667463;
61;6;29.0375003815;44.5527763367;11;46.9745572805;5;32.7999992371;29.0;11;36.1623699665;
62;6;28.0375003815;45.5898246765;13;47.0690814257;5;32.7999992371;29.0;11;36.6303007603;
63;6;27.5375003815;46.6276321411;13;49.5943105221;5;32.7999992371;30.0;11;37.0942018032;
64;6;28.7070941925;48.6869735718;14;50.9102406502;5;32.7999992371;31.0;12;37.5506418943;
65;6;29.8514575958;50.7490196228;14;52.0004681349;6;32.7999992371;32.0;12;37.9964264631;
66;6;29.9733371735;52.813785553;15;52.9071381092;6;32.7999992371;33.0;12;38.4286980629;
67;6;30.0755138397;54.8812408447;19;53.3864542246;6;32.7999992371;34.0;11;38.8450107574;
68;7;30.1000003815;56.9513587952;18;69.6404744387;6;32.7999992371;35.0;11;39.2433848381;
69;7;34.2923698425;53.5;19;70.7039419413;6;32.7999992371;36.0;11;39.6223279238;
70;7;32.0999984741;58.699634552;19;71.6821912527;6;32.7999992371;37.0;12;39.9808366299;
71;7;32.0999984741;60.9190711975;18;72.575381875;6;32.7999992371;38.0;12;40.3183748722;
72;7;33.0999984741;60.0398483276;19;73.3875076771;6;32.7999992371;39.0;12;40.6348301172;
73;8;32.0999984741;62.1643028259;18;74.1251997948;6;31.7999992371;38.0;12;40.9304608107;
74;8;32.0999984741;64.2922286987;19;74.7965792418;6;31.7999992371;38.0;12;41.2058337927;
75;8;33.0999984741;61.7676467896;19;75.4102947712;6;32.7999992371;39.0;12;41.4617624283;
76;8;32.0999984741;65.557434082;19;75.974812746;6;33.7999992371;37.0;12;41.6992425919;
77;8;32.0999984741;67.6941299438;18;76.3016862869;6;32.7999992371;38.0;13;41.9193971157;
78;8;33.0999984741;66.8330993652;19;76.6279895306;6;32.7999992371;39.0;13;42.123421669;
79;8;32.0999984741;68.9739761353;18;76.957405448;6;33.7999992371;37.0;13;42.2542052269;
80;8;32.0999984741;71.1163711548;17;77.2889587879;6;32.7999992371;38.0;13;42.3161010742;
81;8;33.0999984741;70.2598876953;19;77.6216537952;6;32.7999992371;39.0;13;42.3782629967;
82;8;32.0999984741;72.4040985107;21;78.9386975765;6;33.7999992371;37.0;13;42.4406147003;
83;8;33.0999984741;75.5422668457;21;79.330832839;7;32.7999992371;38.0;13;42.5030794144;
84;8;35.0999984741;75.6786804199;21;79.7268773317;7;32.7999992371;39.0;13;42.5655794144;
85;8;34.6244926453;78.8146209717;22;80.1261336803;7;33.7999992371;37.0;13;42.628036499;
86;8;34.6655807495;81.9496917725;23;80.5279351473;7;32.7999992371;38.0;13;42.690372467;
87;8;35.7093772888;82.0835037231;23;80.931650877;7;32.7999992371;39.0;14;42.7525100708;
