Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;9.19999980927;10.0;3;21.0;2;13.3999996185;10.0;3;21.0;
2;2;9.19999980927;10.0;3;21.0900000334;2;13.3999996185;10.0;3;21.0599999428;
3;2;9.21800041199;10.0;3;21.1871190071;2;13.4239997864;10.0;3;21.1229639053;
4;2;9.23742389679;10.0;3;21.2917383909;2;14.6737785339;10.0;3;21.1889609098;
5;2;10.3875217438;10.0;3;21.4042263031;2;15.7133769989;10.0;3;21.2580518723;
6;2;11.4212675095;10.0;3;21.5249304771;2;16.7548313141;10.0;3;21.7428686619;
7;2;11.4574794769;10.0;2;22.0694183111;2;17.805721283;10.1999998093;3;22.1586660147;
8;2;11.6208257675;10.1999998093;2;22.5515855551;2;18.2952003479;10.3632001877;3;23.3744058609;
9;2;11.7654762268;10.3632001877;2;22.983014226;2;19.0246429443;10.9097137451;2;24.4179002047;
10;2;11.8949041367;10.4951858521;2;24.2738182545;2;21.0246429443;11.3658018112;2;25.3010519743;
11;2;12.2821455002;11.0209560394;2;25.4089095592;2;23.0246429443;11.7372808456;2;26.0431767702;
12;2;14.2821455002;11.4571752548;2;26.4029755592;2;24.2771224976;12.0336990356;2;26.6668455601;
13;2;16.2821464539;11.8107032776;2;27.276881218;2;25.3722476959;12.2662630081;2;27.194732666;
14;2;17.5406589508;12.0916318893;2;28.0536293983;2;26.4729747772;12.446267128;2;27.4794170856;
15;2;18.6418800354;12.3113050461;2;28.755402565;2;27.5793056488;12.5;3;27.6658837795;
16;2;19.750667572;12.4808797836;3;29.1808357239;3;28.6911849976;12.5;2;27.86140275;
17;3;20.8668251038;12.5;2;29.5913586617;3;29.8084983826;12.5;2;28.0656666756;
18;3;21.9899806976;12.5;2;30.0233430862;3;30.8393993378;12.5;2;28.2782502174;
19;3;23.0070037842;12.5;3;30.4742712975;3;30.9669494629;12.5;2;28.4986059666;
20;3;23.1422805786;12.5;3;30.9409928322;3;31.0991630554;12.5;2;28.7260642052;
21;3;23.2822971344;12.5;3;31.4197778702;3;31.2356376648;12.5;2;28.9598350525;
22;3;23.4259338379;12.5;3;31.906411171;3;31.3759002686;12.5;2;29.1990156174;
23;3;23.5719223022;12.5;3;32.3963236809;3;31.5194091797;12.5;2;29.4425997734;
24;3;23.7188968658;12.5;3;32.8847527504;3;31.6655597687;12.5;2;29.6894927025;
25;3;23.8654251099;12.5;3;34.3669252396;3;31.8136959076;12.5;2;29.9385285378;
26;3;22.8654251099;13.8999996185;3;34.8682405949;3;31.9631175995;12.5;2;30.1884908676;
27;3;23.5;14.5;3;35.3550407887;3;32.1130943298;12.5;2;30.4381356239;
28;3;23.5;15.9242362976;3;35.8235709667;3;32.2628822327;12.5;2;30.6862158775;
29;3;23.8275299072;16.3927211761;3;36.2706949711;3;32.4117279053;12.5;2;30.9315071106;
30;3;24.8370552063;14.3927221298;3;36.6939657927;3;30.4117298126;13.5;1;31.1728301048;
31;3;23.5;15.855055809;4;37.0916563272;3;31.4117298126;15.5;2;31.4090747833;
32;3;22.8566131592;14.3927221298;4;37.4627447128;3;32.4117279053;17.5;3;31.6392197609;
33;3;22.8666381836;14.5;4;37.8068659306;3;32.9835319519;19.5;4;31.8623495102;
34;3;21.8768234253;13.5;4;38.1242344379;3;33.1174087524;21.5;6;32.0776662827;
35;3;20.8871631622;13.5;4;38.4155554771;3;33.2466011047;22.5;6;32.2844991684;
36;3;20.8976516724;14.5;4;38.6819201708;3;33.3707008362;22.5;7;32.4823098183;
37;3;19.9082870483;13.5;4;38.9247102737;3;33.4893875122;22.5;7;32.6706910133;
38;3;20.5;15.0587501526;4;39.1455028057;3;33.6024131775;22.5;7;32.8493652344;
39;3;19.9299716949;13.5;5;39.3459906578;3;33.7096176147;22.5;6;33.0181760788;
40;3;19.5;14.0880098343;5;39.5072168112;3;33.8109054565;22.5;6;33.1770820618;
41;3;21.9521656036;17.088010788;7;39.5447884798;3;33.90625;22.5;4;33.3261432648;
42;3;23.9634361267;20.088010788;8;39.5827163458;3;33.9956855774;22.5;5;33.465511322;
43;3;25.5;23.088010788;9;39.6209751368;3;34.0793075562;22.5;5;33.595413208;
44;3;27.8862915039;26.088010788;9;39.6595385075;3;34.1572494507;22.5;7;33.7161436081;
45;3;27.8978614807;27.5;9;39.6983793974;3;34.2296867371;22.5;7;33.8280467987;
46;3;27.9095134735;27.5;10;39.7374696732;3;34.2968292236;22.5;7;33.9315071106;
47;3;27.9212398529;27.5;10;39.7767804861;4;34.3589057922;22.5;6;34.0;
48;3;27.3999996185;28.2107124329;11;39.8162822723;4;34.4000015259;22.5;8;34.0;
49;3;27.9448852539;27.5;11;39.8559447527;4;34.4000015259;22.5;9;34.0;
50;3;27.9567832947;27.5;11;39.8957372904;4;34.4000015259;22.5;7;35.1800003052;
51;3;27.9687213898;27.5;12;39.9356285334;4;35.1079978943;23.0;7;36.1270771027;
52;4;27.3999996185;28.2742519379;11;39.9755871296;4;35.6762466431;23.3899993896;8;36.8760938644;
53;4;27.3999996185;27.5;10;40.015581131;5;36.1256561279;23.6872596741;6;58.713435173;
54;4;28.0046730042;27.5;11;40.0555787086;5;37.478061676;24.9097423553;7;61.0966014862;
55;4;28.0166740417;27.5;9;40.0955479145;5;38.6648368835;26.0;7;63.0070505142;
56;4;28.0286636353;27.5;9;40.135456562;5;37.6648368835;28.0;7;64.5910434723;
57;5;27.3999996185;28.354183197;8;40.17527318;5;37.6648368835;30.0;8;65.7634315491;
58;5;28.0525817871;27.5;7;40.2149660587;5;37.6648368835;32.0;9;66.6620140076;
59;5;28.0644893646;27.5;6;40.2545039654;5;37.6648330688;33.0;9;67.3321285248;
60;5;27.3999996185;27.5;6;41.293856144;5;37.7999992371;34.0;9;67.8213500977;
61;5;28.3999996185;28.5;6;41.3629925251;5;38.7999992371;34.0;10;68.0;
62;5;29.3999996185;29.5;8;41.4324746132;5;39.7999992371;34.0;11;68.0;
63;5;29.3999996185;30.5;9;41.5128728151;5;40.7999992371;34.0;11;68.0;
64;5;29.3999996185;32.4641990662;9;43.0082594156;5;41.7999992371;34.0;11;68.0;
65;5;30.5588760376;33.0;8;45.2443803549;5;42.7999992371;34.0;11;68.0;
66;5;31.1558437347;35.9847412109;9;46.2972940207;5;43.7999992371;34.0;12;68.0;
67;5;33.2067451477;36.3046646118;9;47.1663101912;5;44.7999992371;34.0;12;68.0;
68;5;32.6430511475;38.5503959656;10;47.7391524315;5;45.7999992371;34.0;12;68.0;
69;5;33.9230575562;38.6644744873;10;48.1026241779;5;46.2999992371;34.0;12;68.0;
70;5;33.6673316956;39.6888694763;8;48.4401881695;5;44.2999992371;35.0;13;68.0;
71;6;33.2498893738;40.7138214111;5;48.6439381838;5;43.2999992371;36.0;12;68.0;
72;6;32.9000015259;39.7393226624;7;48.8039138317;5;42.2999992371;37.0;11;68.0;
73;6;33.7905158997;40.2872848511;7;48.9655401707;5;41.2999992371;38.0;17;68.0;
74;6;33.3059082031;40.7919082642;9;49.1286957264;6;40.2999992371;39.0;14;78.0;
75;6;33.3207130432;43.0007171631;9;49.293254137;6;40.2999992371;41.0;13;78.5;
76;6;32.9000015259;44.6054611206;8;49.4590841532;6;40.2999992371;43.0;14;78.9724998474;
77;6;33.8617210388;44.3671035767;7;49.6260501146;6;40.2999992371;45.0;14;79.4144172668;
78;6;34.3460617065;44.7653579712;8;49.7940123081;6;40.2999992371;47.0;10;79.8236904144;
79;6;34.3791465759;45.7653579712;7;49.9628272057;6;39.9603309631;49.0;10;80.1992473602;
80;6;33.9127120972;47.4314155579;7;50.1323474646;6;40.0448303223;49.0;10;80.5409183502;
81;6;33.9291610718;48.45362854;6;50.3024225235;6;38.1217041016;51.0;10;80.8493099213;
82;6;34.4784469604;48.7653579712;7;50.4728993177;6;37.6910934448;53.0;10;81.125658989;
83;6;34.5114707947;49.7653579712;6;50.6436218023;6;38.7532730103;52.0;13;81.3716783524;
84;6;34.5444145203;50.0811195374;5;50.814432025;6;37.8086280823;54.0;14;81.5894126892;
85;6;33.9918746948;50.8923034668;6;50.9851706028;6;37.8576164246;56.0;12;81.7811031342;
86;6;34.0067253113;50.9469642639;7;51.1556766033;6;39.9007492065;52.0;12;81.9490804672;
87;7;33.5212554932;51.1736869812;6;59.8257889748;6;37.9385414124;54.0;15;82.0;
88;7;32.9000015259;53.0574226379;6;60.3778464794;6;37.9499969482;56.0;14;82.0;
89;7;33.0491905212;55.1130905151;5;60.9124250412;6;39.9499969482;52.0;14;82.0;
90;7;33.0626296997;57.1689605713;6;61.427362442;6;37.9499969482;54.0;12;82.0;
91;7;32.5948295593;59.2985229492;6;61.9209907055;6;37.9499969482;56.0;13;82.0;
92;7;32.9000015259;61.2810287476;5;61.3896176815;6;39.9499969482;52.0;14;82.0;
93;7;33.0999984741;62.3370933533;6;61.8622088432;6;37.9499969482;54.0;13;82.0;
94;7;33.159866333;62.3918495178;7;62.3143210411;6;37.9499969482;56.0;14;82.0;
95;7;32.1565055847;64.4226989746;7;62.7447571754;6;39.9499969482;52.0;15;82.0;
96;7;32.2945098877;65.5045623779;6;63.1527967453;6;37.9499969482;54.0;16;82.0;
97;7;32.4226951599;67.5569915771;6;63.5381581783;6;37.9499969482;56.0;15;82.0;
98;7;32.5410041809;68.6333847046;7;62.900947094;6;39.9499969482;52.0;14;82.0;
99;7;32.1995506287;69.7092132568;8;63.3215761185;6;37.9499969482;54.0;14;82.0;
100;7;32.3345794678;70.7843780518;9;63.719152689;6;37.9499969482;56.0;14;82.0;
101;7;32.4597587585;71.858795166;9;64.093534708;6;39.9499969482;52.0;15;82.0;
102;7;33.4743461609;71.2837295532;10;64.4449532032;6;37.9499969482;54.0;16;82.0;
103;7;34.5979690552;69.3234100342;11;64.7739486694;6;37.9499969482;56.0;15;82.0;
104;7;33.7120056152;70.3624649048;12;65.081309557;6;39.9499969482;52.0;16;82.0;
105;7;32.8641319275;72.4008560181;12;65.3680086136;6;37.9499969482;54.0;16;82.0;
106;7;33.9428405762;71.2170410156;13;65.6351480484;6;37.9499969482;56.0;14;82.0;
107;7;33.0135803223;72.2854309082;13;65.8839094639;6;39.9499969482;52.0;13;82.0;
108;7;33.0769195557;73.3525924683;14;66.0411858559;6;37.9499969482;54.0;13;82.0;
109;7;35.1000022888;69.5472259521;13;66.6267209053;6;37.9499969482;56.0;13;82.0;
110;7;34.2378234863;70.6837768555;12;67.2206540108;6;39.9499969482;52.0;14;82.0;
111;7;33.0361061096;72.8224258423;12;67.8207838535;6;37.9499969482;54.0;14;82.0;
112;7;34.0953292847;71.9626464844;11;68.4248008728;6;37.9499969482;56.0;15;82.0;
113;7;32.9000015259;72.1038894653;10;69.0303220749;6;39.9499969482;52.0;15;82.0;
114;7;33.4023857117;74.2456130981;11;69.6349248886;6;37.9499969482;54.0;15;82.0;
115;7;33.9000015259;71.3872299194;12;70.2361879349;6;37.9499969482;56.0;13;82.0;
116;7;32.9000015259;72.528175354;11;70.8317279816;6;39.9499969482;52.0;14;82.0;
117;7;33.5799026489;72.6678848267;10;71.4192385674;6;37.9499969482;54.0;13;82.0;
118;7;33.9000015259;71.8058013916;8;71.9965252876;6;37.9499969482;56.0;14;82.0;
119;7;32.9000015259;72.94140625;10;72.5615377426;6;39.9499969482;52.0;13;82.0;
120;7;34.7469940186;73.0742111206;11;73.1123976707;6;39.9499969482;54.0;13;82.0;
121;7;34.632598877;72.2037582397;11;73.6474204063;6;41.9499969482;56.0;13;82.0;
122;7;34.6884689331;72.3296432495;13;74.1651339531;6;43.9499969482;57.5;14;82.0;
123;7;33.7428092957;74.4515151978;12;74.6642875671;6;45.9499969482;57.5;10;82.0;
124;7;33.9000015259;72.5690689087;12;75.1438617706;6;47.9499969482;57.5;8;82.0;
125;7;32.9000015259;73.6820526123;13;75.6030640602;6;49.9499969482;57.5;9;82.0;
126;7;33.8951950073;75.7902679443;13;76.0413250923;6;51.9499969482;57.5;10;82.0;
127;7;33.9000015259;72.8935852051;14;76.4582920074;6;52.9499969482;57.5;9;82.0;
128;7;33.9000015259;74.9919052124;12;76.8538107872;6;53.9499969482;57.5;10;82.0;
129;7;34.1472740173;77.0851898193;10;77.2279138565;6;54.9499969482;57.5;10;82.0;
130;7;34.1472740173;74.1734390259;11;77.5808000565;6;55.9499969482;57.5;11;82.0;
131;7;33.9000015259;75.2566986084;12;77.9128170013;6;56.9499969482;57.5;10;82.0;
132;7;34.14453125;77.3350448608;12;77.2244386673;6;57.9499969482;57.5;10;82.0;
133;7;35.1786079407;76.4085845947;10;78.0562491417;6;58.9499969482;57.5;11;82.0;
134;7;35.2106132507;74.4774627686;11;78.160993576;6;58.9499969482;57.5;10;82.0;
135;7;34.2106132507;74.5418243408;12;78.4259991646;6;58.9499969482;57.5;10;82.0;
136;7;33.2999992371;73.5999984741;13;78.5428843498;6;58.9499969482;57.5;10;82.0;
137;7;33.2999992371;75.5999984741;10;78.6527929306;6;58.9499969482;57.5;8;82.0;
138;7;35.2999992371;74.5999984741;11;78.7558917999;6;58.9499969482;57.5;8;82.0;
139;7;34.2999992371;76.5999984741;12;78.8523836136;6;58.9499969482;57.5;8;82.0;
140;7;35.2999992371;75.5999984741;12;78.9424986839;6;58.9499969482;57.5;10;82.0;
141;7;35.2999992371;74.5999984741;11;79.0;6;58.9499969482;61.5;11;82.0;
142;7;36.2999992371;74.5999984741;12;79.0;6;58.9499969482;62.5;12;82.0;
143;7;37.7000007629;72.5999984741;12;79.0;6;58.9499969482;63.5;10;82.0;
144;7;36.7000007629;73.5999984741;13;79.0;6;58.9499969482;64.5;11;82.0;
145;7;36.7000007629;74.5999984741;11;79.0;6;58.9499969482;65.5;12;82.0;
146;7;35.7000007629;74.5999984741;11;79.0;6;58.9499969482;65.5;14;82.0;
147;7;37.3000030518;75.5999984741;12;79.0;6;58.9499969482;65.5;14;82.0;
148;7;39.3000030518;76.5999984741;12;79.0;6;58.9499969482;65.5;15;82.0;
149;7;41.3000030518;77.5999984741;12;79.0;6;58.9499969482;65.5;16;82.0;
