Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;2;9.19999980927;10.0;4;21.0;1;13.0;10.0;5;20.0;
3;2;9.19999980927;10.0;5;21.0900000334;1;13.0;10.0;5;20.0;
4;2;9.21800041199;10.0;5;21.1871190071;1;14.0;10.0;4;20.0;
5;2;10.3561353683;10.0;5;21.2917383909;1;15.0;10.0;3;20.0;
6;2;11.3875217438;10.0;5;21.4042263031;1;16.0;10.0;3;20.3999996185;
7;2;11.4212675095;10.0;5;21.9389723539;1;17.0;10.1999998093;3;20.7264003754;
8;2;11.5816917419;10.1999998093;5;22.4109756947;1;17.4358406067;10.3632001877;3;21.8194274902;
9;2;11.7232933044;10.3632001877;5;22.831872344;1;18.0916557312;10.9097137451;3;22.7316036224;
10;2;11.8495616913;10.4951858521;5;24.1073114872;1;19.0916557312;11.3658018112;3;23.4745616913;
11;2;12.2321929932;11.0209560394;5;25.2262470722;1;20.0916557312;11.7372808456;3;24.0673980713;
12;2;14.2321929932;11.4571752548;5;26.2035200596;1;21.0916557312;12.0336990356;4;24.5325260162;
13;2;16.2321929932;11.8107032776;5;27.060199976;1;22.0916557312;12.2662630081;4;24.892534256;
14;2;17.1180610657;12.0916318893;5;27.819549799;1;23.0916557312;12.446267128;4;25.0;
15;2;17.3458652496;12.3113050461;5;28.5040667057;1;24.0916557312;12.5;4;25.0;
16;2;17.5512199402;12.4808797836;5;28.912750721;2;26.0916557312;12.5;3;26.0;
17;2;19.5606079102;12.5;5;29.3074398041;2;28.0916557312;12.5;3;26.0349999666;
18;2;20.6790161133;12.5;4;29.7249407768;2;29.6210002899;12.5;4;26.0708627701;
19;2;21.804265976;12.5;4;30.1631817818;2;29.6425170898;12.5;4;26.1075841188;
20;2;22.9357376099;12.5;4;30.6194429398;2;29.6645507812;12.5;6;26.1451579332;
21;2;23.1858329773;12.5;6;31.0903835297;2;29.6870956421;12.5;6;26.1835762262;
22;2;23.3271141052;12.5;6;31.5721096992;2;29.7101459503;12.5;7;26.2228286266;
