Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;2;13.3999996185;10.0;4;21.0;
4;1;9.0;10.0;5;20.0;2;14.6000003815;10.0;4;21.2400000095;
5;1;10.0;10.0;5;20.0;2;15.7440004349;10.0;4;21.5346239805;
6;1;11.0;10.0;5;20.0;2;16.9207744598;10.0;3;22.3100751638;
7;2;11.3000001907;10.0;4;21.3999996185;2;18.1460456848;10.1999998093;2;23.0966117382;
8;2;11.4200000763;10.1999998093;4;21.8264003992;2;18.8579673767;10.3632001877;2;24.8445231915;
9;2;11.5479202271;10.3632001877;4;22.1992716789;2;19.9067134857;10.9097137451;2;26.5727159977;
10;2;11.659781456;10.4951858521;4;23.4054436684;2;21.9067134857;11.3658018112;2;28.3204665184;
11;2;12.0216331482;11.0209560394;4;24.4501843452;2;23.9067134857;11.7372808456;2;30.1322464943;
12;2;14.0216331482;11.4571752548;4;25.3486692905;2;25.9067134857;12.0336990356;2;32.0490050316;
13;2;16.0216331482;11.8107032776;5;26.1225088835;2;27.9067134857;12.2662630081;2;34.098982811;
14;2;17.1943473816;12.0916318893;4;26.7957427502;2;29.9067134857;12.446267128;2;36.1207962036;
15;2;18.2645130157;12.3113050461;4;27.3919057846;2;31.9067134857;12.5;2;38.2203140259;
16;2;19.3416175842;12.4808797836;4;27.7113106251;2;33.9067153931;12.5;2;40.4386415482;
17;2;20.4259662628;12.5;4;28.0173821449;2;35.9067153931;12.5;2;42.6867179871;
18;2;21.5177879333;12.5;2;28.3487696648;2;37.8150558472;12.5;3;44.8645343781;
19;2;22.5046310425;12.5;3;28.7054548264;2;38.8150558472;12.5;3;46.8778972626;
20;2;22.6116371155;12.5;3;29.0869145393;2;39.8150558472;12.5;4;48.6548423767;
21;2;22.7260742188;12.5;3;29.4920539856;2;40.8150558472;12.5;4;50.1557788849;
22;2;22.8476161957;12.5;3;29.9191560745;2;41.8150558472;12.5;4;51.3743801117;
23;2;22.9757461548;12.5;3;30.3658571243;2;42.8150558472;12.5;4;52.33061409;
24;2;23.1097564697;12.5;3;30.8291530609;3;43.8150558472;12.5;3;53.0601730347;
25;2;19.5;14.5;3;31.3054442406;3;44.8150558472;12.5;3;53.6044921875;
26;2;20.5;14.0763607025;3;31.790620327;3;45.8150558472;12.5;3;54.0;
27;2;18.5;16.0763607025;4;32.2801818848;3;46.4000015259;12.5;3;54.0;
28;3;17.5;17.4120731354;3;32.7693967819;3;46.4000015259;14.5;3;54.0;
29;3;16.5;18.6077594757;4;33.2534770966;3;46.4000015259;16.5;2;54.0;
30;3;15.5;19.8013916016;5;33.7277650833;3;46.4000015259;18.5;3;54.0;
31;3;14.5;20.9911060333;5;34.187912941;3;46.4000015259;20.5;4;54.0;
32;3;14.0;22.1751651764;5;34.6300430298;3;46.4000015259;22.5;4;54.0;
33;3;14.0;23.352016449;5;35.0508718491;3;46.4000015259;22.5;4;54.0;
34;3;15.0;22.352016449;5;35.4477939606;3;46.4000015259;22.5;4;54.0;
35;3;14.0;24.352016449;6;35.8189210892;3;46.4000015259;22.5;5;54.0;
36;3;15.0;23.352016449;5;36.1630792618;3;46.4000015259;22.5;5;54.0;
37;3;15.0;22.352016449;5;36.4797668457;3;46.4000015259;22.5;7;54.0;
38;3;14.0;24.352016449;5;36.7690839767;3;46.4000015259;22.5;8;54.0;
