Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;11.0;10.0;5;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;18.0916557312;10.9097137451;3;22.7316036224;
10;1;11.2971115112;10.4951858521;4;22.0419120789;1;19.0916557312;11.3658018112;3;23.4745616913;
11;2;11.9125738144;11.0209560394;3;23.9143505096;2;21.0916557312;11.7372808456;2;25.0673980713;
12;2;12.1743059158;11.4571752548;3;24.661406517;2;23.0916557312;12.0336990356;2;25.5625259876;
13;2;14.9125738144;12.174703598;3;25.2644476891;2;24.0916557312;12.2662630081;2;25.9531252384;
14;2;16.6125736237;12.4700460434;3;25.7461636066;2;25.0916557312;12.446267128;2;26.091766119;
15;2;17.6125736237;12.7045488358;3;26.1288670301;2;26.0916557312;12.5;2;26.1235172749;
16;2;18.9627056122;12.4808797836;3;26.211841464;2;27.0916557312;12.5;2;26.1558350325;
17;2;19.9761257172;12.5;3;26.2577478886;2;28.0916557312;12.5;3;26.1887089014;
18;2;20.9898986816;12.5;3;26.3048160076;2;29.0;12.5;4;26.2221269608;
19;2;21.5;13.0871667862;4;26.3530313969;3;29.0;12.5;3;26.2560760975;
20;2;21.5;12.5;4;26.4023760557;3;29.7536449432;12.5;4;26.2905418873;
21;2;21.5;12.5;4;26.4528282881;3;29.7743244171;12.5;4;26.3255085945;
22;2;21.5;12.5;4;26.5043625832;3;29.7953052521;12.5;4;26.3609591722;
23;2;21.5;12.5;4;26.5569496155;3;29.816576004;12.5;4;26.3968753815;
24;2;21.5;12.5;4;26.6105561256;3;29.8381252289;12.5;4;26.4332377911;
25;2;19.5;13.5;4;26.6651450396;3;29.8599433899;12.5;4;26.4700255394;
26;2;20.5;12.5;6;26.72067523;3;29.8820152283;12.5;4;26.5072168112;
27;4;18.5;13.5;4;26.7771017551;3;29.9043292999;12.5;4;26.5447884798;
28;4;17.5;14.5;4;26.8343759775;3;29.9268722534;12.5;4;26.5827163458;
29;4;16.5;15.5;5;26.8924454451;3;29.9496307373;12.5;4;26.6209751368;
30;4;15.5;16.5;5;26.9512542486;3;29.0;13.3104877472;5;26.6595385075;
31;4;14.5;17.5;5;27.0107431412;3;29.0;13.3297691345;6;26.6983793974;
32;4;14.0;18.5;5;27.0708494186;4;29.0;13.3491897583;5;26.7374696732;
33;4;14.0;19.5;5;27.1315076351;4;29.0;15.3491897583;6;26.7767804861;
34;4;14.0;20.5;5;27.1926498413;4;29.0;17.3491897583;6;26.8162822723;
35;4;14.0;21.5;5;28.2542052269;4;29.0;19.3491897583;8;26.8559447527;
36;4;16.0;19.8999996185;5;28.3461010456;4;29.0;21.3491897583;8;26.8957372904;
37;4;16.0;20.9120006561;5;28.4388539791;4;29.0;23.3491897583;8;26.9356285334;
38;4;16.0;21.9242362976;5;28.5323808193;4;29.0;23.4678153992;10;26.9755871296;
39;4;17.0;19.936706543;5;28.6265966892;4;29.0;23.4877929688;11;27.015581131;
40;4;16.0;20.9494075775;6;28.7214144468;4;29.0;23.5077896118;11;27.0555787086;
41;4;16.0;21.9623336792;6;28.8167454004;5;29.0;23.5277900696;8;37.0955479145;
42;4;17.0;19.9754829407;7;28.9124994278;5;31.0;23.5;8;37.5354561806;
43;4;16.0;20.9888515472;7;29.0085861683;5;32.2812728882;24.5;9;37.9496729374;
44;4;16.0;22.0024299622;7;29.1049144268;5;32.3051643372;25.5;9;38.3369047642;
45;4;17.0;20.0162162781;8;29.201392889;5;32.3289794922;26.5;9;38.6965386868;
46;5;16.0;21.0302028656;8;29.2979305983;5;31.0;28.5;12;39.0285744667;
47;5;16.0;22.0443840027;8;29.3944373131;5;31.0;29.6469268799;12;39.3335351944;
48;5;17.0;22.0443840027;9;29.4908239841;6;31.0;30.6664962769;11;39.6123716831;
49;5;18.0;23.0443840027;10;29.5870027542;6;31.0;30.5;11;39.8663618565;
50;5;19.0;24.0443840027;10;29.682887435;6;32.0;31.5;12;40.0970127583;
51;5;20.4521656036;26.0443840027;11;29.7783938646;6;31.0;29.5;8;40.3059768677;
52;5;21.4634361267;27.5;11;29.873439908;6;31.0;28.5;8;40.4949791431;
53;5;22.0;29.1330871582;11;29.9679461718;6;31.0;27.5;8;41.8207044601;
54;5;23.4862918854;29.5;13;31.0618360043;6;31.5999984741;28.0;9;42.8968675137;
55;5;24.5;31.2051925659;13;31.3650354147;6;32.0680007935;28.3899993896;9;43.7600486279;
56;6;25.5;32.2533454895;10;41.709032774;6;32.4247131348;28.6872596741;9;45.4483969212;
57;6;28.4597072601;31.5739936829;10;42.500823617;6;33.6916885376;29.9097423553;10;46.0354299545;
58;6;27.5;35.2847061157;12;43.3224864006;6;34.7999992371;31.0;10;46.3344048262;
59;6;28.1354866028;38.3005065918;12;44.1809402704;6;34.7999992371;32.0;10;46.676559329;
60;6;28.0567836761;39.6981735229;12;45.0839775801;6;34.7999992371;33.0;9;47.0683743954;
61;6;28.4100875854;40.4858398438;14;46.0397177935;6;34.7999992371;34.0;9;47.5167052746;
62;7;27.5;41.5304756165;13;47.0558459759;6;34.7999992371;35.0;11;48.0285282135;
63;7;28.5;40.5744285583;13;48.1386408806;6;34.7999992371;35.4457092285;13;48.6105639935;
64;8;27.5;41.6176757812;13;49.2918319702;7;34.7999992371;35.7075042725;13;49.2687556744;
65;8;27.5;42.6602020264;14;50.5153739452;7;33.7999992371;35.0;13;50.0076005459;
66;8;29.1286640167;39.8637695312;14;51.804315567;7;33.7999992371;36.0;14;50.8293559551;
67;8;29.5;40.7430152893;15;53.1260406971;7;33.7999992371;37.0;14;51.7331812382;
68;8;30.8466491699;39.9000015259;14;55.3643906116;7;33.5873184204;38.0;14;52.7143228054;
69;8;31.5448265076;41.785987854;13;56.6566939354;8;33.1435928345;39.0;13;53.7634966373;
70;8;30.5448265076;43.8017997742;14;58.9567804337;8;30.1435947418;41.0;13;54.8666498661;
71;8;30.5448265076;46.8175430298;15;60.2755264044;8;28.1435947418;43.0;13;56.0052676201;
72;8;32.5448265076;46.8331985474;15;61.8408374786;8;26.1435947418;45.0;15;57.1573240757;
73;8;31.5;49.8487548828;16;65.0691589117;8;24.7999992371;47.0;15;58.2988464832;
74;8;33.5302658081;49.4720001221;16;67.9687675238;8;23.7999992371;49.0;15;59.4059000015;
75;8;34.7830047607;50.9331932068;17;70.5308542252;8;22.7999992371;51.0;16;61.4566714764;
76;8;32.2123565674;53.9418716431;17;72.7329564095;8;22.7999992371;54.0;16;62.5832754374;
77;8;34.1323356628;52.2701225281;18;74.3704175949;8;23.7999992371;54.0;17;63.6437397003;
78;8;34.4000015259;53.4664840698;18;75.6543865204;8;23.7999992371;56.0;17;64.6332358122;
79;8;33.4000015259;54.6712684631;20;76.7773461342;8;23.7999992371;58.0;17;65.5523335934;
80;8;30.3999996185;56.8024482727;20;77.7584291697;8;24.0;60.0;18;66.3705857992;
81;9;28.3999996185;58.9334869385;17;88.619822979;8;25.0;61.7925758362;18;67.1284687519;
82;10;29.3999996185;59.064250946;16;89.8836961985;8;26.0;62.9036827087;19;67.8409554958;
83;10;30.3999996185;61.1946029663;21;90.860909462;8;28.0;62.0278549194;20;68.5192067623;
84;10;30.3999996185;64.2664871216;21;91.7234232426;8;28.0;64.1659011841;21;69.1741974354;
85;10;30.3999996185;67.3396453857;21;92.5581717491;8;29.0;66.3184661865;21;69.7148916721;
86;10;31.0;70.4140014648;21;93.3634593487;8;31.0;65.4859542847;22;70.1712703705;
